ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,0.000
100,20.0,100.0,-0.352
150,20.0,100.0,-1.318
200,20.0,100.0,-2.812
250,20.0,100.0,-3.955
300,20.0,100.0,-4.131
350,20.0,100.0,-3.516
400,20.0,100.0,-3.164
450,20.0,100.0,-3.691
500,20.0,100.0,-5.889
550,20.0,100.0,-9.141
600,20.0,100.0,-11.689
650,20.8,99.2,-13.008
700,21.7,98.3,-14.150
750,22.5,97.5,-16.084
800,23.3,96.7,-17.930
850,24.2,95.8,-18.721
900,25.0,95.0,-18.984
950,25.8,94.2,-19.775
1000,26.7,93.3,-20.127
1050,27.5,92.5,-20.127
1100,28.3,91.7,-20.391
1150,29.2,90.8,-20.391
1200,30.0,90.0,-20.391
1250,30.8,89.2,-20.391
1300,31.7,88.3,-20.039
1350,32.5,87.5,-19.688
1400,33.3,86.7,-18.896
1450,34.2,85.8,-18.193
1500,35.0,85.0,-17.402
1550,35.8,84.2,-16.611
1600,36.7,83.3,-15.293
1650,37.5,82.5,-14.062
1700,38.3,81.7,-13.008
1750,39.2,80.8,-12.041
1800,40.0,80.0,-10.986
1850,40.8,79.2,-10.020
1900,41.7,78.3,-8.965
1950,42.5,77.5,-7.910
2000,43.3,76.7,-6.768
2050,44.2,75.8,-5.713
2100,45.0,75.0,-4.570
2150,45.8,74.2,-3.516
2200,46.7,73.3,-2.461
2250,47.5,72.5,-1.406
2300,48.3,71.7,-0.439
2350,49.2,70.8,0.615
2400,50.0,70.0,1.670
2450,50.8,69.2,2.725
2500,51.7,68.3,3.867
2550,52.5,67.5,4.922
2600,53.3,66.7,5.977
2650,54.2,65.8,7.119
2700,55.0,65.0,8.174
2750,55.8,64.2,9.229
2800,56.7,63.3,10.283
2850,57.5,62.5,11.338
2900,58.3,61.7,12.393
2950,59.2,60.8,13.447
3000,60.0,60.0,14.502
3050,60.8,59.2,15.645
3100,61.7,58.3,16.699
3150,62.5,57.5,17.754
3200,63.3,56.7,18.809
3250,64.2,55.8,19.863
3300,65.0,55.0,20.918
3350,65.8,54.2,21.973
3400,66.7,53.3,23.027
3450,67.5,52.5,24.082
3500,68.3,51.7,25.137
3550,69.2,50.8,26.191
3600,70.0,50.0,27.334
3650,70.8,49.2,28.389
3700,71.7,48.3,29.443
3750,72.5,47.5,30.498
3800,73.3,46.7,31.553
3850,74.2,45.8,32.607
3900,75.0,45.0,33.662
3950,75.8,44.2,34.717
4000,76.7,43.3,35.859
4050,77.5,42.5,36.914
4100,78.3,41.7,37.969
4150,79.2,40.8,39.111
4200,80.0,40.0,40.166
4250,80.8,39.2,41.221
4300,81.7,38.3,42.275
4350,82.5,37.5,43.330
4400,83.3,36.7,44.385
4450,84.2,35.8,45.439
4500,85.0,35.0,46.582
4550,85.8,34.2,47.637
4600,86.7,33.3,48.691
4650,87.5,32.5,49.746
4700,88.3,31.7,50.713
4750,89.2,30.8,51.768
4800,90.0,30.0,52.822
4850,90.8,29.2,53.877
4900,91.7,28.3,54.844
4950,92.5,27.5,55.811
5000,93.3,26.7,56.689
5050,94.2,25.8,57.656
5100,95.0,25.0,58.535
5150,95.8,24.2,59.502
5200,96.7,23.3,60.381
5250,97.5,22.5,61.172
5300,98.3,21.7,61.963
5350,99.2,20.8,62.666
5400,100.0,20.0,63.281
5450,100.0,20.0,63.809
5500,100.0,20.0,64.160
5550,100.0,20.0,64.160
5600,100.0,20.0,64.248
5650,100.0,20.0,64.248
5700,100.0,20.0,64.248
5750,100.0,20.0,64.160
5800,100.0,20.0,64.160
5850,100.0,20.0,64.160
5900,100.0,20.0,64.160
5950,100.0,20.0,64.160
6000,100.0,20.0,64.160
6050,100.0,20.0,64.160
6100,100.0,20.0,64.160
