ms,valve_a_pct,valve_b_pct,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,20.0,100.0,2797,3.415,363.5,2786,3.402,361.5,,,0.000
50,20.0,100.0,2797,3.415,363.5,2786,3.402,361.5,,,0.000
100,20.1,99.9,2797,3.415,363.5,2786,3.402,361.5,,,-7.207
150,20.2,99.8,2797,3.415,363.5,2786,3.402,361.5,,,-7.207
200,20.3,99.7,2345,2.863,281.1,3105,3.791,419.6,2.68077,2.62842,-14.062
250,20.5,99.5,2345,2.863,281.1,3105,3.791,419.6,2.68077,2.62842,-14.062
300,20.7,99.3,2345,2.863,281.1,3105,3.791,419.6,2.68077,2.62842,-14.062
350,21.0,99.0,2345,2.863,281.1,3105,3.791,419.6,2.68077,2.62842,-23.379
400,21.3,98.7,2345,2.863,281.1,3105,3.791,419.6,2.68077,2.62842,-23.379
450,21.6,98.4,1917,2.341,203.1,3433,4.192,479.4,2.58777,2.54281,-23.379
500,22.0,98.0,1917,2.341,203.1,3433,4.192,479.4,2.58777,2.54281,-32.080
550,22.4,97.6,1917,2.341,203.1,3433,4.192,479.4,2.58777,2.54281,-32.080
600,22.8,97.2,1917,2.341,203.1,3433,4.192,479.4,2.58777,2.54281,-32.080
650,23.3,96.7,1628,1.988,150.4,3674,4.486,523.3,2.48539,2.33087,-38.936
700,23.8,96.2,1628,1.988,150.4,3674,4.486,523.3,2.48539,2.33087,-38.936
750,24.4,95.6,1628,1.988,150.4,3674,4.486,523.3,2.48539,2.33087,-38.936
800,24.9,95.1,1628,1.988,150.4,3674,4.486,523.3,2.48539,2.33087,-41.396
850,25.6,94.4,1628,1.988,150.4,3674,4.486,523.3,2.48539,2.33087,-41.396
900,26.2,93.8,1616,1.973,148.2,3897,4.758,563.9,2.49816,2.35587,-41.396
950,26.9,93.1,1616,1.973,148.2,3897,4.758,563.9,2.49816,2.35587,-41.133
1000,27.6,92.4,1616,1.973,148.2,3897,4.758,563.9,2.49816,2.35587,-41.133
1050,28.4,91.6,1616,1.973,148.2,3897,4.758,563.9,2.49816,2.35587,-39.727
1100,29.2,90.8,1751,2.138,172.8,3881,4.739,561.0,2.56150,2.42908,-39.727
1150,30.0,90.0,1751,2.138,172.8,3881,4.739,561.0,2.56150,2.42908,-39.727
1200,30.8,89.2,1751,2.138,172.8,3881,4.739,561.0,2.56150,2.42908,-37.178
1250,31.7,88.3,1751,2.138,172.8,3881,4.739,561.0,2.56150,2.42908,-37.178
1300,32.6,87.4,1862,2.274,193.1,3717,4.538,531.1,2.57819,2.45525,-35.332
1350,33.5,86.5,1862,2.274,193.1,3717,4.538,531.1,2.57819,2.45525,-35.332
1400,34.5,85.5,1862,2.274,193.1,3717,4.538,531.1,2.57819,2.45525,-35.332
1450,35.5,84.5,1862,2.274,193.1,3717,4.538,531.1,2.57819,2.45525,-32.256
1500,36.5,83.5,1862,2.274,193.1,3717,4.538,531.1,2.57819,2.45525,-32.256
1550,37.5,82.5,2019,2.465,221.7,3549,4.333,500.5,2.61741,2.48035,-29.883
1600,38.6,81.4,2019,2.465,221.7,3549,4.333,500.5,2.61741,2.48035,-29.883
1650,39.6,80.4,2019,2.465,221.7,3549,4.333,500.5,2.61741,2.48035,-29.883
1700,40.7,79.3,2019,2.465,221.7,3549,4.333,500.5,2.61741,2.48035,-26.191
1750,41.8,78.2,2019,2.465,221.7,3549,4.333,500.5,2.61741,2.48035,-26.191
