ms,valve_a_pct,valve_b_pct,enc_deg
1,58.7,61.3,0.000
52,57.3,62.7,0.000
103,56.0,64.0,0.000
154,54.7,65.3,0.000
206,53.3,66.7,0.088
257,52.0,68.0,0.088
308,50.7,69.3,0.088
359,49.3,70.7,0.088
411,48.0,72.0,0.176
462,46.7,73.3,0.264
513,45.3,74.7,0.352
564,44.0,76.0,0.352
615,42.7,77.3,0.264
667,41.3,78.7,0.264
718,40.0,80.0,0.176
769,38.7,81.3,0.176
820,37.3,82.7,0.176
871,36.0,84.0,0.088
922,34.7,85.3,0.088
973,33.3,86.7,0.088
1024,32.0,88.0,0.000
1075,30.7,89.3,-0.088
1126,29.3,90.7,0.000
1177,28.0,92.0,-0.088
1228,26.7,93.3,-0.088
1279,25.3,94.7,-0.088
1330,24.0,96.0,-0.176
1381,22.7,97.3,-0.176
1432,21.3,98.7,-0.264
1483,20.0,100.0,-0.352
0,20.0,100.0,-0.439
50,20.0,100.0,-0.879
100,20.0,100.0,-0.879
150,20.0,100.0,-0.879
200,20.0,100.0,-0.879
250,20.0,100.0,-0.879
300,20.0,100.0,-0.879
350,20.0,100.0,-0.879
400,20.0,100.0,-0.879
450,20.0,100.0,-0.879
500,20.0,100.0,-0.879
550,20.0,100.0,-0.879
600,20.0,100.0,-0.879
650,20.8,99.2,-0.879
700,21.7,98.3,-0.967
750,22.5,97.5,-0.967
800,23.3,96.7,-0.879
850,24.2,95.8,0.088
900,25.0,95.0,0.967
950,25.8,94.2,1.582
1000,26.7,93.3,2.197
1050,27.5,92.5,2.812
1100,28.3,91.7,3.428
1150,29.2,90.8,4.043
1200,30.0,90.0,4.658
1250,30.8,89.2,5.977
1300,31.7,88.3,6.855
1350,32.5,87.5,7.822
1400,33.3,86.7,8.789
1450,34.2,85.8,9.756
1500,35.0,85.0,10.811
1550,35.8,84.2,11.777
1600,36.7,83.3,12.744
1650,37.5,82.5,13.799
1700,38.3,81.7,14.678
1750,39.2,80.8,15.732
1800,40.0,80.0,16.787
1850,40.8,79.2,17.842
1900,41.7,78.3,18.896
