ms,valve_a_pct,valve_b_pct,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x1B,tension_0x2B,enc_deg
0,20.0,95.0,829,1.012,4.8,835,1.020,5.9,,,0.000
50,20.0,95.0,829,1.012,4.8,835,1.020,5.9,,,0.000
100,20.1,95.0,829,1.012,4.8,835,1.020,5.9,,,-0.088
150,20.2,95.0,829,1.012,4.8,835,1.020,5.9,,,-0.088
200,20.3,95.0,1484,1.812,124.2,1770,2.161,176.3,2.17232,2.42460,-0.088
250,20.5,95.0,1484,1.812,124.2,1770,2.161,176.3,2.17232,2.42460,-0.088
300,20.7,95.0,1484,1.812,124.2,1770,2.161,176.3,2.17232,2.42460,-0.088
350,21.0,95.0,1484,1.812,124.2,1770,2.161,176.3,2.17232,2.42460,-0.088
400,21.3,95.0,1497,1.828,126.6,2097,2.560,235.9,2.17268,2.42566,0.615
450,21.6,95.0,1497,1.828,126.6,2097,2.560,235.9,2.17268,2.42566,0.615
500,22.0,95.0,1497,1.828,126.6,2097,2.560,235.9,2.17268,2.42566,0.615
550,22.4,95.0,1497,1.828,126.6,2097,2.560,235.9,2.17268,2.42566,10.459
600,22.8,95.0,1531,1.869,132.8,2433,2.971,297.1,2.18179,2.42892,10.459
650,23.3,95.0,1531,1.869,132.8,2433,2.971,297.1,2.18179,2.42892,10.459
700,23.8,95.0,1531,1.869,132.8,2433,2.971,297.1,2.18179,2.42892,15.557
750,24.4,95.0,1531,1.869,132.8,2433,2.971,297.1,2.18179,2.42892,15.557
800,24.9,95.0,1531,1.869,132.8,2433,2.971,297.1,2.18179,2.42892,15.557
850,25.6,94.4,1644,2.007,153.3,2909,3.552,383.9,2.29923,2.48325,16.963
900,26.2,93.8,1644,2.007,153.3,2909,3.552,383.9,2.29923,2.48325,16.963
950,26.9,93.1,1644,2.007,153.3,2909,3.552,383.9,2.29923,2.48325,16.963
1000,27.7,92.3,1644,2.007,153.3,2909,3.552,383.9,2.29923,2.48325,18.721
1050,28.4,91.6,1644,2.007,153.3,2909,3.552,383.9,2.29923,2.48325,18.721
1100,29.2,90.8,1750,2.137,172.7,3341,4.079,462.6,2.46316,2.54991,18.721
1150,30.0,90.0,1750,2.137,172.7,3341,4.079,462.6,2.46316,2.54991,18.809
1200,30.8,89.2,1750,2.137,172.7,3341,4.079,462.6,2.46316,2.54991,18.809
1250,31.7,88.3,1750,2.137,172.7,3341,4.079,462.6,2.46316,2.54991,18.809
1300,32.6,87.4,1848,2.256,190.5,3641,4.446,517.3,2.55472,2.57532,19.072
1350,33.5,86.5,1848,2.256,190.5,3641,4.446,517.3,2.55472,2.57532,19.072
1400,34.5,85.5,1848,2.256,190.5,3641,4.446,517.3,2.55472,2.57532,19.072
1450,35.5,84.5,1848,2.256,190.5,3641,4.446,517.3,2.55472,2.57532,18.105
1500,36.5,83.5,1848,2.256,190.5,3641,4.446,517.3,2.55472,2.57532,18.105
1550,37.5,82.5,2018,2.464,221.5,3603,4.399,510.3,2.62805,2.59504,18.105
1600,38.6,81.4,2018,2.464,221.5,3603,4.399,510.3,2.62805,2.59504,15.557
1650,39.6,80.4,2018,2.464,221.5,3603,4.399,510.3,2.62805,2.59504,15.557
1700,40.7,79.3,2018,2.464,221.5,3603,4.399,510.3,2.62805,2.59504,13.096
1750,41.8,78.2,2165,2.643,248.3,3423,4.179,477.5,2.65076,2.60044,13.096
1800,43.0,77.0,2165,2.643,248.3,3423,4.179,477.5,2.65076,2.60044,13.096
1850,44.1,75.9,2165,2.643,248.3,3423,4.179,477.5,2.65076,2.60044,9.404
1900,45.3,74.7,2165,2.643,248.3,3423,4.179,477.5,2.65076,2.60044,9.404
1950,46.5,73.5,2165,2.643,248.3,3423,4.179,477.5,2.65076,2.60044,9.404
2000,47.6,72.4,2342,2.860,280.5,3232,3.946,442.7,2.68127,2.61339,5.625
2050,48.8,71.2,2342,2.860,280.5,3232,3.946,442.7,2.68127,2.61339,5.625
2100,50.1,69.9,2342,2.860,280.5,3232,3.946,442.7,2.68127,2.61339,5.625
2150,51.3,68.7,2342,2.860,280.5,3232,3.946,442.7,2.68127,2.61339,2.021
2200,52.5,67.5,2342,2.860,280.5,3232,3.946,442.7,2.68127,2.61339,2.021
2250,53.7,66.3,2537,3.098,316.1,3022,3.690,404.5,2.70831,2.61967,2.021
2300,55.0,65.0,2537,3.098,316.1,3022,3.690,404.5,2.70831,2.61967,-1.934
2350,56.2,63.8,2537,3.098,316.1,3022,3.690,404.5,2.70831,2.61967,-1.934
2400,57.5,62.5,2537,3.098,316.1,3022,3.690,404.5,2.70831,2.61967,-1.934
2450,58.7,61.3,2537,3.098,316.1,3022,3.690,404.5,2.70831,2.61967,-5.977
2500,60.0,60.0,2746,3.353,354.2,2822,3.446,368.0,2.71945,2.62327,-5.977
2550,61.3,58.7,2746,3.353,354.2,2822,3.446,368.0,2.71945,2.62327,-5.977
2600,62.5,57.5,2746,3.353,354.2,2822,3.446,368.0,2.71945,2.62327,-9.932
2650,63.8,56.2,2746,3.353,354.2,2822,3.446,368.0,2.71945,2.62327,-9.932
2700,65.0,55.0,2746,3.353,354.2,2822,3.446,368.0,2.71945,2.62327,-9.932
2750,66.3,53.7,2953,3.606,391.9,2617,3.195,330.7,2.72069,2.62309,-14.062
2800,67.5,52.5,2953,3.606,391.9,2617,3.195,330.7,2.72069,2.62309,-14.062
2850,68.7,51.3,2953,3.606,391.9,2617,3.195,330.7,2.72069,2.62309,-16.699
2900,69.9,50.1,2953,3.606,391.9,2617,3.195,330.7,2.72069,2.62309,-16.699
2950,71.2,48.8,2953,3.606,391.9,2617,3.195,330.7,2.72069,2.62309,-16.699
3000,72.4,47.6,3151,3.847,428.0,2411,2.944,293.1,2.71903,2.62214,-20.918
3050,73.6,46.4,3151,3.847,428.0,2411,2.944,293.1,2.71903,2.62214,-20.918
3100,74.7,45.3,3151,3.847,428.0,2411,2.944,293.1,2.71903,2.62214,-20.918
3150,75.9,44.1,3151,3.847,428.0,2411,2.944,293.1,2.71903,2.62214,-24.609
3200,77.0,43.0,3151,3.847,428.0,2411,2.944,293.1,2.71903,2.62214,-24.609
3250,78.2,41.8,3345,4.084,463.3,2223,2.714,258.9,2.69091,2.61553,-24.609
3300,79.3,40.7,3345,4.084,463.3,2223,2.714,258.9,2.69091,2.61553,-28.037
3350,80.4,39.6,3345,4.084,463.3,2223,2.714,258.9,2.69091,2.61553,-28.037
3400,81.4,38.6,3345,4.084,463.3,2223,2.714,258.9,2.69091,2.61553,-28.037
3450,82.5,37.5,3493,4.265,490.3,2072,2.530,231.3,2.66584,2.60410,-31.289
3500,83.5,36.5,3493,4.265,490.3,2072,2.530,231.3,2.66584,2.60410,-31.289
3550,84.5,35.5,3493,4.265,490.3,2072,2.530,231.3,2.66584,2.60410,-33.223
3600,85.5,34.5,3493,4.265,490.3,2072,2.530,231.3,2.66584,2.60410,-33.223
3650,86.5,33.5,3630,4.432,515.3,1938,2.366,206.9,2.63058,2.59393,-33.223
3700,87.4,32.6,3630,4.432,515.3,1938,2.366,206.9,2.63058,2.59393,-35.947
3750,88.3,31.7,3630,4.432,515.3,1938,2.366,206.9,2.63058,2.59393,-35.947
3800,89.2,30.8,3630,4.432,515.3,1938,2.366,206.9,2.63058,2.59393,-35.947
3850,90.0,30.0,3743,4.570,535.9,1817,2.219,184.9,2.60350,2.58035,-38.320
3900,90.8,29.2,3743,4.570,535.9,1817,2.219,184.9,2.60350,2.58035,-38.320
3950,91.6,28.4,3743,4.570,535.9,1817,2.219,184.9,2.60350,2.58035,-38.320
4000,92.4,27.6,3743,4.570,535.9,1817,2.219,184.9,2.60350,2.58035,-40.342
4050,93.1,26.9,3743,4.570,535.9,1817,2.219,184.9,2.60350,2.58035,-40.342
4100,93.8,26.2,3873,4.729,559.5,1693,2.067,162.3,2.57063,2.56681,-40.342
4150,94.4,25.6,3873,4.729,559.5,1693,2.067,162.3,2.57063,2.56681,-42.012
4200,95.0,24.9,3873,4.729,559.5,1693,2.067,162.3,2.57063,2.56681,-42.012
4250,95.0,24.4,3873,4.729,559.5,1693,2.067,162.3,2.57063,2.56681,-42.012
4300,95.0,23.8,3927,4.795,569.4,1627,1.987,150.2,2.55322,2.55983,-43.418
4350,95.0,23.3,3927,4.795,569.4,1627,1.987,150.2,2.55322,2.55983,-43.418
4400,95.0,22.8,3927,4.795,569.4,1627,1.987,150.2,2.55322,2.55983,-43.857
4450,95.0,22.4,3927,4.795,569.4,1627,1.987,150.2,2.55322,2.55983,-43.857
4500,95.0,22.0,3927,4.795,569.4,1547,1.889,135.7,2.52399,2.54643,-44.297
4550,95.0,21.6,3927,4.795,569.4,1547,1.889,135.7,2.52399,2.54643,-44.297
4600,95.0,21.3,3927,4.795,569.4,1547,1.889,135.7,2.52399,2.54643,-44.297
4650,95.0,21.0,3927,4.795,569.4,1547,1.889,135.7,2.52399,2.54643,-44.912
4700,95.0,20.7,3927,4.795,569.4,1547,1.889,135.7,2.52399,2.54643,-44.912
4750,95.0,20.5,3934,4.803,570.7,1496,1.827,126.4,2.50365,2.53977,-45.264
4800,95.0,20.3,3934,4.803,570.7,1496,1.827,126.4,2.50365,2.53977,-45.264
4850,95.0,20.2,3934,4.803,570.7,1496,1.827,126.4,2.50365,2.53977,-45.264
4900,95.0,20.1,3934,4.803,570.7,1496,1.827,126.4,2.50365,2.53977,-45.439
4950,95.0,20.0,3934,4.803,570.7,1496,1.827,126.4,2.50365,2.53977,-45.439
5000,95.0,20.0,3944,4.816,572.5,1479,1.806,123.3,2.49688,2.53448,-45.439
5050,95.0,20.0,3944,4.816,572.5,1479,1.806,123.3,2.49688,2.53448,-45.615
5100,95.0,20.1,3944,4.816,572.5,1479,1.806,123.3,2.49688,2.53448,-45.615
5150,95.0,20.2,3944,4.816,572.5,1479,1.806,123.3,2.49688,2.53448,-45.615
5200,95.0,20.3,3927,4.795,569.4,1471,1.796,121.8,2.49474,2.53488,-45.615
5250,95.0,20.5,3927,4.795,569.4,1471,1.796,121.8,2.49474,2.53488,-45.615
5300,95.0,20.7,3927,4.795,569.4,1471,1.796,121.8,2.49474,2.53488,-45.615
5350,95.0,21.0,3927,4.795,569.4,1471,1.796,121.8,2.49474,2.53488,-45.615
5400,95.0,21.3,3927,4.795,569.4,1471,1.796,121.8,2.49474,2.53488,-45.615
5450,95.0,21.6,3924,4.791,568.8,1482,1.810,123.8,2.49477,2.53418,-45.615
5500,95.0,22.0,3924,4.791,568.8,1482,1.810,123.8,2.49477,2.53418,-45.615
5550,95.0,22.4,3924,4.791,568.8,1482,1.810,123.8,2.49477,2.53418,-45.615
5600,95.0,22.8,3924,4.791,568.8,1482,1.810,123.8,2.49477,2.53418,-45.000
5650,95.0,23.3,3938,4.808,571.4,1565,1.911,138.9,2.49626,2.54793,-45.000
5700,95.0,23.8,3938,4.808,571.4,1565,1.911,138.9,2.49626,2.54793,-45.000
5750,95.0,24.4,3938,4.808,571.4,1565,1.911,138.9,2.49626,2.54793,-44.297
5800,95.0,24.9,3938,4.808,571.4,1565,1.911,138.9,2.49626,2.54793,-44.297
5850,94.4,25.6,3938,4.808,571.4,1565,1.911,138.9,2.49626,2.54793,-43.857
5900,93.8,26.2,3922,4.789,568.5,1656,2.022,155.5,2.52719,2.56150,-43.857
5950,93.1,26.9,3922,4.789,568.5,1656,2.022,155.5,2.52719,2.56150,-43.857
6000,92.4,27.6,3922,4.789,568.5,1656,2.022,155.5,2.52719,2.56150,-42.891
6050,91.6,28.4,3922,4.789,568.5,1656,2.022,155.5,2.52719,2.56150,-42.891
6100,90.8,29.2,3848,4.698,555.0,1758,2.147,174.1,2.55250,2.56952,-41.660
6150,90.0,30.0,3848,4.698,555.0,1758,2.147,174.1,2.55250,2.56952,-41.660
6200,89.2,30.8,3848,4.698,555.0,1758,2.147,174.1,2.55250,2.56952,-41.660
6250,88.3,31.7,3848,4.698,555.0,1758,2.147,174.1,2.55250,2.56952,-39.639
6300,87.4,32.6,3848,4.698,555.0,1758,2.147,174.1,2.55250,2.56952,-39.639
6350,86.5,33.5,3686,4.501,525.5,1887,2.304,197.6,2.57994,2.58128,-39.639
6400,85.5,34.5,3686,4.501,525.5,1887,2.304,197.6,2.57994,2.58128,-37.441
6450,84.5,35.5,3686,4.501,525.5,1887,2.304,197.6,2.57994,2.58128,-37.441
6500,83.5,36.5,3686,4.501,525.5,1887,2.304,197.6,2.57994,2.58128,-37.441
6550,82.5,37.5,3546,4.330,500.0,2023,2.470,222.4,2.60886,2.59156,-35.068
6600,81.4,38.6,3546,4.330,500.0,2023,2.470,222.4,2.60886,2.59156,-35.068
6650,80.4,39.6,3546,4.330,500.0,2023,2.470,222.4,2.60886,2.59156,-33.135
6700,79.3,40.7,3546,4.330,500.0,2023,2.470,222.4,2.60886,2.59156,-33.135
6750,78.2,41.8,3546,4.330,500.0,2023,2.470,222.4,2.60886,2.59156,-33.135
6800,77.0,43.0,3386,4.134,470.8,2200,2.686,254.7,2.64462,2.60667,-29.971
6850,75.9,44.1,3386,4.134,470.8,2200,2.686,254.7,2.64462,2.60667,-29.971
6900,74.7,45.3,3386,4.134,470.8,2200,2.686,254.7,2.64462,2.60667,-27.949
6950,73.5,46.5,3386,4.134,470.8,2200,2.686,254.7,2.64462,2.60667,-27.949
7000,72.4,47.6,3386,4.134,470.8,2200,2.686,254.7,2.64462,2.60667,-27.949
7050,71.2,48.8,3182,3.885,433.6,2387,2.915,288.7,2.67869,2.61818,-24.434
7100,69.9,50.1,3182,3.885,433.6,2387,2.915,288.7,2.67869,2.61818,-24.434
