ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.088
50,20.0,100.0,0.088
100,20.0,100.0,0.088
150,20.0,100.0,0.088
200,20.0,100.0,0.088
250,20.0,100.0,0.088
300,20.0,100.0,0.088
350,20.0,100.0,0.088
400,20.0,100.0,0.088
450,20.0,100.0,-0.176
500,20.0,100.0,-1.230
550,20.0,100.0,-3.428
600,20.0,100.0,-6.416
650,20.8,99.2,-9.053
700,21.7,98.3,-10.811
750,22.5,97.5,-12.217
800,23.3,96.7,-13.711
850,24.2,95.8,-14.854
900,25.0,95.0,-15.557
950,25.8,94.2,-16.084
1000,26.7,93.3,-16.523
1050,27.5,92.5,-16.611
1100,28.3,91.7,-16.787
1150,29.2,90.8,-16.787
1200,30.0,90.0,-16.787
1250,30.8,89.2,-16.699
1300,31.7,88.3,-16.436
1350,32.5,87.5,-16.084
1400,33.3,86.7,-15.732
1450,34.2,85.8,-14.941
1500,35.0,85.0,-14.150
1550,35.8,84.2,-13.447
1600,36.7,83.3,-12.656
1650,37.5,82.5,-11.162
1700,38.3,81.7,-10.020
1750,39.2,80.8,-8.965
1800,40.0,80.0,-8.086
1850,40.8,79.2,-7.031
1900,41.7,78.3,-6.064
1950,42.5,77.5,-4.922
2000,43.3,76.7,-3.867
2050,44.2,75.8,-2.637
2100,45.0,75.0,-1.582
2150,45.8,74.2,-0.527
2200,46.7,73.3,0.527
2250,47.5,72.5,1.582
2300,48.3,71.7,2.637
2350,49.2,70.8,3.691
2400,50.0,70.0,4.746
2450,50.8,69.2,5.801
2500,51.7,68.3,6.943
2550,52.5,67.5,7.910
2600,53.3,66.7,9.053
2650,54.2,65.8,10.020
2700,55.0,65.0,11.162
2750,55.8,64.2,12.217
2800,56.7,63.3,13.271
2850,57.5,62.5,14.326
2900,58.3,61.7,15.381
2950,59.2,60.8,16.436
3000,60.0,60.0,16.875
3050,60.8,59.2,17.842
3100,61.7,58.3,18.721
3150,62.5,57.5,19.775
3200,63.3,56.7,20.654
3250,64.2,55.8,21.885
3300,65.0,55.0,22.939
3350,65.8,54.2,23.994
3400,66.7,53.3,24.961
3450,67.5,52.5,26.104
3500,68.3,51.7,27.158
3550,69.2,50.8,28.213
3600,70.0,50.0,29.268
3650,70.8,49.2,30.322
3700,71.7,48.3,31.465
3750,72.5,47.5,32.520
3800,73.3,46.7,33.574
3850,74.2,45.8,34.629
3900,75.0,45.0,35.684
3950,75.8,44.2,36.738
4000,76.7,43.3,37.793
4050,77.5,42.5,38.848
4100,78.3,41.7,39.902
4150,79.2,40.8,40.957
4200,80.0,40.0,42.100
4250,80.8,39.2,43.154
4300,81.7,38.3,44.209
4350,82.5,37.5,45.352
4400,83.3,36.7,46.406
4450,84.2,35.8,47.461
4500,85.0,35.0,48.428
4550,85.8,34.2,49.482
4600,86.7,33.3,50.537
4650,87.5,32.5,51.592
4700,88.3,31.7,52.646
4750,89.2,30.8,53.701
4800,90.0,30.0,54.668
4850,90.8,29.2,55.635
4900,91.7,28.3,56.514
4950,92.5,27.5,57.393
5000,93.3,26.7,58.096
5050,94.2,25.8,58.887
5100,95.0,25.0,59.590
5150,95.8,24.2,60.293
5200,96.7,23.3,60.908
5250,97.5,22.5,61.436
5300,98.3,21.7,62.051
5350,99.2,20.8,62.578
5400,100.0,20.0,62.930
5450,100.0,20.0,63.281
5500,100.0,20.0,63.545
5550,100.0,20.0,63.545
5600,100.0,20.0,63.545
5650,100.0,20.0,63.545
5700,100.0,20.0,63.545
5750,100.0,20.0,63.545
5800,100.0,20.0,63.545
5850,100.0,20.0,63.545
5900,100.0,20.0,63.545
5950,100.0,20.0,63.545
6000,100.0,20.0,63.545
6050,100.0,20.0,63.545
6100,100.0,20.0,63.545
6150,100.0,20.0,63.545
6200,100.0,20.0,63.545
6250,100.0,20.0,63.633
6300,100.0,20.0,63.633
6350,100.0,20.0,63.633
6400,100.0,20.0,63.633
6450,100.0,20.0,63.721
6500,100.0,20.0,63.721
6550,100.0,20.0,63.721
6600,100.0,20.0,63.721
6650,99.2,20.8,63.721
6700,98.3,21.7,63.721
6750,97.5,22.5,63.809
6800,96.7,23.3,63.809
6850,95.8,24.2,63.018
6900,95.0,25.0,62.139
6950,94.2,25.8,61.699
7000,93.3,26.7,60.996
7050,92.5,27.5,60.557
7100,91.7,28.3,59.766
7150,90.8,29.2,59.238
7200,90.0,30.0,58.535
7250,89.2,30.8,58.008
7300,88.3,31.7,57.217
7350,87.5,32.5,56.426
7400,86.7,33.3,54.932
7450,85.8,34.2,54.053
7500,85.0,35.0,52.822
7550,84.2,35.8,51.855
7600,83.3,36.7,50.713
7650,82.5,37.5,49.746
7700,81.7,38.3,48.604
7750,80.8,39.2,47.637
7800,80.0,40.0,46.406
7850,79.2,40.8,45.439
7900,78.3,41.7,44.297
7950,77.5,42.5,43.330
8000,76.7,43.3,42.188
8050,75.8,44.2,41.133
8100,75.0,45.0,40.078
8150,74.2,45.8,39.023
8200,73.3,46.7,37.969
8250,72.5,47.5,36.826
8300,71.7,48.3,35.859
8350,70.8,49.2,34.717
8400,70.0,50.0,33.750
8450,69.2,50.8,32.607
8500,68.3,51.7,31.641
8550,67.5,52.5,30.498
8600,66.7,53.3,29.531
8650,65.8,54.2,28.301
8700,65.0,55.0,27.246
8750,64.2,55.8,26.279
8800,63.3,56.7,25.225
8850,62.5,57.5,24.170
8900,61.7,58.3,23.115
8950,60.8,59.2,22.148
