ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,0.000
100,20.0,100.0,-0.176
150,20.0,100.0,-1.143
200,20.0,100.0,-2.461
250,20.0,100.0,-3.516
300,20.0,100.0,-3.779
350,20.0,100.0,-3.604
400,20.0,100.0,-3.604
450,20.0,100.0,-5.098
500,20.0,100.0,-8.350
550,20.0,100.0,-11.865
600,20.0,100.0,-13.887
650,20.8,99.2,-14.766
700,21.7,98.3,-16.260
750,22.5,97.5,-18.457
800,23.3,96.7,-19.512
850,24.2,95.8,-19.688
900,25.0,95.0,-20.391
950,25.8,94.2,-20.918
1000,26.7,93.3,-20.918
1050,27.5,92.5,-21.094
1100,28.3,91.7,-21.182
1150,29.2,90.8,-21.094
1200,30.0,90.0,-21.006
1250,30.8,89.2,-20.654
1300,31.7,88.3,-19.951
1350,32.5,87.5,-19.248
1400,33.3,86.7,-18.457
1450,34.2,85.8,-17.754
1500,35.0,85.0,-16.523
1550,35.8,84.2,-15.117
1600,36.7,83.3,-14.150
1650,37.5,82.5,-13.184
1700,38.3,81.7,-12.217
1750,39.2,80.8,-11.250
1800,40.0,80.0,-10.195
1850,40.8,79.2,-9.229
1900,41.7,78.3,-8.262
1950,42.5,77.5,-7.207
2000,43.3,76.7,-6.064
2050,44.2,75.8,-4.922
2101,45.0,75.0,-3.955
2150,45.8,74.2,-2.900
2200,46.7,73.3,-1.846
2250,47.5,72.5,-0.703
2300,48.3,71.7,0.176
2350,49.2,70.8,1.318
2400,50.0,70.0,2.285
2450,50.8,69.2,3.428
2500,51.7,68.3,4.395
2550,52.5,67.5,5.537
2600,53.3,66.7,6.592
2650,54.2,65.8,7.734
2700,55.0,65.0,8.701
2750,55.8,64.2,9.844
2800,56.7,63.3,10.898
2850,57.5,62.5,12.041
2900,58.3,61.7,13.008
2950,59.2,60.8,14.062
3000,60.0,60.0,15.117
3050,60.8,59.2,16.260
3100,61.7,58.3,17.227
3150,62.5,57.5,18.281
3200,63.3,56.7,19.336
3250,64.2,55.8,20.479
3300,65.0,55.0,21.445
3350,65.8,54.2,22.588
3400,66.7,53.3,23.555
3450,67.5,52.5,24.609
3500,68.3,51.7,25.664
3550,69.2,50.8,26.807
3600,70.0,50.0,27.861
3650,70.8,49.2,28.916
3700,71.7,48.3,29.971
3750,72.5,47.5,31.025
3800,73.3,46.7,32.080
3850,74.2,45.8,33.135
3900,75.0,45.0,34.277
3950,75.8,44.2,35.244
4000,76.7,43.3,36.387
4050,77.5,42.5,37.441
4100,78.3,41.7,38.496
4150,79.2,40.8,39.551
4200,80.0,40.0,40.605
4250,80.8,39.2,41.660
4300,81.7,38.3,42.803
4350,82.5,37.5,43.857
4400,83.3,36.7,44.912
4450,84.2,35.8,45.967
4500,85.0,35.0,47.021
4550,85.8,34.2,48.076
4600,86.7,33.3,49.131
4650,87.5,32.5,50.186
4700,88.3,31.7,51.240
4750,89.2,30.8,52.295
4800,90.0,30.0,53.350
4850,90.8,29.2,54.316
4900,91.7,28.3,55.371
4950,92.5,27.5,56.250
5000,93.3,26.7,57.305
5050,94.2,25.8,58.184
5100,95.0,25.0,59.150
5150,95.8,24.2,60.029
5200,96.7,23.3,60.908
5250,97.5,22.5,61.699
5300,98.3,21.7,62.490
5350,99.2,20.8,63.281
5400,100.0,20.0,63.984
5450,100.0,20.0,64.600
5500,100.0,20.0,64.863
5550,100.0,20.0,64.775
5600,100.0,20.0,64.688
5650,100.0,20.0,64.688
5700,100.0,20.0,64.688
5750,100.0,20.0,64.688
5800,100.0,20.0,64.688
5850,100.0,20.0,64.688
5900,100.0,20.0,64.688
5950,100.0,20.0,64.688
6000,100.0,20.0,64.688
6050,100.0,20.0,64.688
6100,100.0,20.0,64.688
