ms,valve_a_pct,valve_b_pct,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,20.0,100.0,2801,3.420,364.2,2794,3.411,362.9,,,0.000
50,20.0,100.0,2801,3.420,364.2,2794,3.411,362.9,,,0.000
100,20.1,99.9,2801,3.420,364.2,2794,3.411,362.9,,,-7.471
150,20.2,99.8,2801,3.420,364.2,2794,3.411,362.9,,,-7.471
200,20.3,99.7,2362,2.884,284.2,3112,3.800,420.9,2.53771,2.53983,-13.711
250,20.5,99.5,2362,2.884,284.2,3112,3.800,420.9,2.53771,2.53983,-13.711
300,20.7,99.3,2362,2.884,284.2,3112,3.800,420.9,2.53771,2.53983,-13.711
350,21.0,99.0,2362,2.884,284.2,3112,3.800,420.9,2.53771,2.53983,-21.797
400,21.3,98.7,2362,2.884,284.2,3112,3.800,420.9,2.53771,2.53983,-21.797
450,21.6,98.4,1901,2.321,200.2,3469,4.236,485.9,2.41711,2.32154,-21.797
500,22.0,98.0,1901,2.321,200.2,3469,4.236,485.9,2.41711,2.32154,-30.146
550,22.4,97.6,1901,2.321,200.2,3469,4.236,485.9,2.41711,2.32154,-30.146
600,22.8,97.2,1901,2.321,200.2,3469,4.236,485.9,2.41711,2.32154,-33.750
651,23.3,96.7,1649,2.013,154.3,3700,4.518,528.0,2.23381,2.26754,-33.750
700,23.8,96.2,1649,2.013,154.3,3700,4.518,528.0,2.23381,2.26754,-37.090
750,24.4,95.6,1649,2.013,154.3,3700,4.518,528.0,2.23381,2.26754,-37.090
800,24.9,95.1,1649,2.013,154.3,3700,4.518,528.0,2.23381,2.26754,-37.090
850,25.6,94.4,1649,2.013,154.3,3700,4.518,528.0,2.23381,2.26754,-38.760
900,26.2,93.8,1607,1.962,146.6,3894,4.755,563.4,2.23693,2.26770,-38.760
950,26.9,93.1,1607,1.962,146.6,3894,4.755,563.4,2.23693,2.26770,-38.760
1000,27.6,92.4,1607,1.962,146.6,3894,4.755,563.4,2.23693,2.26770,-37.354
1050,28.4,91.6,1607,1.962,146.6,3894,4.755,563.4,2.23693,2.26770,-37.354
1100,29.2,90.8,1607,1.962,146.6,3894,4.755,563.4,2.23693,2.26770,-37.354
1150,30.0,90.0,1771,2.162,176.5,3822,4.667,550.2,2.35213,2.26724,-35.332
1200,30.8,89.2,1771,2.162,176.5,3822,4.667,550.2,2.35213,2.26724,-35.332
1250,31.7,88.3,1771,2.162,176.5,3822,4.667,550.2,2.35213,2.26724,-33.486
1300,32.6,87.4,1771,2.162,176.5,3822,4.667,550.2,2.35213,2.26724,-33.486
1350,33.6,86.4,1892,2.310,198.5,3679,4.492,524.2,2.39055,2.26686,-33.486
1400,34.5,85.5,1892,2.310,198.5,3679,4.492,524.2,2.39055,2.26686,-30.410
1450,35.5,84.5,1892,2.310,198.5,3679,4.492,524.2,2.39055,2.26686,-30.410
1500,36.5,83.5,1892,2.310,198.5,3679,4.492,524.2,2.39055,2.26686,-28.213
1550,37.5,82.5,1892,2.310,198.5,3679,4.492,524.2,2.39055,2.26686,-28.213
1600,38.6,81.4,2050,2.503,227.3,3508,4.283,493.0,2.47206,2.38174,-28.213
1650,39.6,80.4,2050,2.503,227.3,3508,4.283,493.0,2.47206,2.38174,-24.785
1700,40.7,79.3,2050,2.503,227.3,3508,4.283,493.0,2.47206,2.38174,-24.785
1750,41.8,78.2,2050,2.503,227.3,3508,4.283,493.0,2.47206,2.38174,-22.061
1800,43.0,77.0,2050,2.503,227.3,3508,4.283,493.0,2.47206,2.38174,-22.061
1850,44.1,75.9,2228,2.720,259.8,3325,4.060,459.7,2.53203,2.47003,-22.061
1900,45.3,74.7,2228,2.720,259.8,3325,4.060,459.7,2.53203,2.47003,-17.754
1950,46.5,73.5,2228,2.720,259.8,3325,4.060,459.7,2.53203,2.47003,-17.754
2000,47.6,72.4,2228,2.720,259.8,3325,4.060,459.7,2.53203,2.47003,-14.854
2050,48.8,71.2,2384,2.911,288.2,3170,3.871,431.4,2.56944,2.57049,-14.854
2100,50.1,69.9,2384,2.911,288.2,3170,3.871,431.4,2.56944,2.57049,-14.854
2150,51.3,68.7,2384,2.911,288.2,3170,3.871,431.4,2.56944,2.57049,-10.635
2200,52.5,67.5,2384,2.911,288.2,3170,3.871,431.4,2.56944,2.57049,-10.635
2250,53.7,66.3,2384,2.911,288.2,3170,3.871,431.4,2.56944,2.57049,-10.635
2300,55.0,65.0,2579,3.149,323.7,2978,3.636,396.4,2.59155,2.59398,-5.801
2350,56.2,63.8,2579,3.149,323.7,2978,3.636,396.4,2.59155,2.59398,-5.801
2400,57.5,62.5,2579,3.149,323.7,2978,3.636,396.4,2.59155,2.59398,-2.637
2450,58.7,61.3,2579,3.149,323.7,2978,3.636,396.4,2.59155,2.59398,-2.637
2500,60.0,60.0,2747,3.354,354.3,2808,3.429,365.5,2.60479,2.60490,-2.637
2550,61.3,58.7,2747,3.354,354.3,2808,3.429,365.5,2.60479,2.60490,1.934
2600,62.5,57.5,2747,3.354,354.3,2808,3.429,365.5,2.60479,2.60490,1.934
2650,63.8,56.2,2747,3.354,354.3,2808,3.429,365.5,2.60479,2.60490,5.098
2700,65.0,55.0,2747,3.354,354.3,2808,3.429,365.5,2.60479,2.60490,5.098
2750,66.3,53.7,2957,3.611,392.6,2605,3.181,328.5,2.60264,2.60520,8.086
2800,67.5,52.5,2957,3.611,392.6,2605,3.181,328.5,2.60264,2.60520,8.086
2850,68.7,51.3,2957,3.611,392.6,2605,3.181,328.5,2.60264,2.60520,8.086
2900,70.0,50.0,2957,3.611,392.6,2605,3.181,328.5,2.60264,2.60520,12.568
2950,71.2,48.8,2957,3.611,392.6,2605,3.181,328.5,2.60264,2.60520,12.568
3000,72.4,47.6,3158,3.856,429.2,2406,2.938,292.2,2.57465,2.57550,12.568
3050,73.6,46.4,3158,3.856,429.2,2406,2.938,292.2,2.57465,2.57550,17.051
3100,74.7,45.3,3158,3.856,429.2,2406,2.938,292.2,2.57465,2.57550,17.051
3150,75.9,44.1,3158,3.856,429.2,2406,2.938,292.2,2.57465,2.57550,17.051
3200,77.0,43.0,3158,3.856,429.2,2406,2.938,292.2,2.57465,2.57550,21.621
3250,78.2,41.8,3344,4.083,463.1,2210,2.698,256.5,2.53095,2.53281,21.621
3300,79.3,40.7,3344,4.083,463.1,2210,2.698,256.5,2.53095,2.53281,24.434
3350,80.4,39.6,3344,4.083,463.1,2210,2.698,256.5,2.53095,2.53281,24.434
3400,81.4,38.6,3344,4.083,463.1,2210,2.698,256.5,2.53095,2.53281,27.246
3450,82.5,37.5,3485,4.255,488.8,2070,2.527,231.0,2.47303,2.47829,27.246
3500,83.5,36.5,3485,4.255,488.8,2070,2.527,231.0,2.47303,2.47829,27.246
3550,84.5,35.5,3485,4.255,488.8,2070,2.527,231.0,2.47303,2.47829,31.289
3600,85.5,34.5,3485,4.255,488.8,2070,2.527,231.0,2.47303,2.47829,31.289
3650,86.5,33.5,3485,4.255,488.8,2070,2.527,231.0,2.47303,2.47829,31.289
3700,87.4,32.6,3652,4.459,519.3,1905,2.326,200.9,2.38107,2.38621,35.068
3750,88.3,31.7,3652,4.459,519.3,1905,2.326,200.9,2.38107,2.38621,35.068
3800,89.2,30.8,3652,4.459,519.3,1905,2.326,200.9,2.38107,2.38621,37.354
3850,90.0,30.0,3652,4.459,519.3,1905,2.326,200.9,2.38107,2.38621,37.354
3900,90.8,29.2,3768,4.601,540.4,1798,2.195,181.4,2.26428,2.26697,37.354
3950,91.6,28.4,3768,4.601,540.4,1798,2.195,181.4,2.26428,2.26697,40.518
4000,92.4,27.6,3768,4.601,540.4,1798,2.195,181.4,2.26428,2.26697,40.518
4050,93.1,26.9,3768,4.601,540.4,1798,2.195,181.4,2.26428,2.26697,40.518
4100,93.8,26.2,3882,4.740,561.2,1700,2.076,163.5,2.19628,2.26672,43.154
4150,94.4,25.6,3882,4.740,561.2,1700,2.076,163.5,2.19628,2.26672,43.154
4200,95.1,24.9,3882,4.740,561.2,1700,2.076,163.5,2.19628,2.26672,43.154
4250,95.6,24.4,3882,4.740,561.2,1700,2.076,163.5,2.19628,2.26672,45.264
4300,96.2,23.8,3882,4.740,561.2,1700,2.076,163.5,2.19628,2.26672,45.264
4350,96.7,23.3,3969,4.846,577.0,1594,1.946,144.2,2.19661,2.26644,45.264
4400,97.2,22.8,3969,4.846,577.0,1594,1.946,144.2,2.19661,2.26644,46.934
4450,97.6,22.4,3969,4.846,577.0,1594,1.946,144.2,2.19661,2.26644,46.934
4500,98.0,22.0,3969,4.846,577.0,1594,1.946,144.2,2.19661,2.26644,46.934
4550,98.4,21.6,3969,4.846,577.0,1594,1.946,144.2,2.19661,2.26644,48.076
4600,98.7,21.3,4039,4.932,589.8,1519,1.855,130.6,2.19720,2.26677,48.076
4650,99.0,21.0,4039,4.932,589.8,1519,1.855,130.6,2.19720,2.26677,48.691
4700,99.3,20.7,4039,4.932,589.8,1519,1.855,130.6,2.19720,2.26677,48.691
4750,99.5,20.5,4039,4.932,589.8,1519,1.855,130.6,2.19720,2.26677,49.131
4800,99.7,20.3,4078,4.979,596.9,1486,1.814,124.6,2.19697,2.26663,49.131
4850,99.8,20.2,4078,4.979,596.9,1486,1.814,124.6,2.19697,2.26663,49.131
4900,99.9,20.1,4078,4.979,596.9,1486,1.814,124.6,2.19697,2.26663,49.570
4950,100.0,20.0,4078,4.979,596.9,1486,1.814,124.6,2.19697,2.26663,49.570
5000,100.0,20.0,4085,4.988,598.2,1469,1.794,121.5,2.19711,2.26664,49.570
5050,100.0,20.0,4085,4.988,598.2,1469,1.794,121.5,2.19711,2.26664,49.658
5100,99.9,20.1,4085,4.988,598.2,1469,1.794,121.5,2.19711,2.26664,49.658
5150,99.8,20.2,4085,4.988,598.2,1469,1.794,121.5,2.19711,2.26664,49.658
5200,99.7,20.3,4085,4.988,598.2,1469,1.794,121.5,2.19711,2.26664,49.746
5250,99.5,20.5,4086,4.989,598.4,1474,1.800,122.4,2.19770,2.26726,49.746
5300,99.3,20.7,4086,4.989,598.4,1474,1.800,122.4,2.19770,2.26726,49.746
5350,99.0,21.0,4086,4.989,598.4,1474,1.800,122.4,2.19770,2.26726,49.746
5400,98.7,21.3,4086,4.989,598.4,1474,1.800,122.4,2.19770,2.26726,49.746
5450,98.4,21.6,4086,4.989,598.4,1474,1.800,122.4,2.19770,2.26726,49.746
5500,98.0,22.0,4072,4.972,595.8,1502,1.834,127.5,2.19681,2.26642,49.746
5550,97.6,22.4,4072,4.972,595.8,1502,1.834,127.5,2.19681,2.26642,49.395
5600,97.2,22.8,4072,4.972,595.8,1502,1.834,127.5,2.19681,2.26642,49.395
5650,96.7,23.3,4072,4.972,595.8,1502,1.834,127.5,2.19681,2.26642,49.395
5700,96.2,23.8,4072,4.972,595.8,1502,1.834,127.5,2.19681,2.26642,48.164
5750,95.6,24.4,3988,4.869,580.5,1598,1.951,145.0,2.19678,2.26666,48.164
5800,95.1,24.9,3988,4.869,580.5,1598,1.951,145.0,2.19678,2.26666,48.164
5850,94.4,25.6,3988,4.869,580.5,1598,1.951,145.0,2.19678,2.26666,46.670
5900,93.8,26.2,3988,4.869,580.5,1598,1.951,145.0,2.19678,2.26666,46.670
5950,93.1,26.9,3988,4.869,580.5,1598,1.951,145.0,2.19678,2.26666,46.670
6000,92.4,27.6,3878,4.735,560.5,1700,2.076,163.5,2.19682,2.26735,44.648
6050,91.6,28.4,3878,4.735,560.5,1700,2.076,163.5,2.19682,2.26735,44.648
6100,90.8,29.2,3878,4.735,560.5,1700,2.076,163.5,2.19682,2.26735,44.648
6150,90.0,30.0,3878,4.735,560.5,1700,2.076,163.5,2.19682,2.26735,42.275
6200,89.2,30.8,3878,4.735,560.5,1700,2.076,163.5,2.19682,2.26735,42.275
6250,88.3,31.7,3734,4.559,534.2,1833,2.238,187.8,2.26518,2.26647,40.342
6300,87.4,32.6,3734,4.559,534.2,1833,2.238,187.8,2.26518,2.26647,40.342
6350,86.4,33.6,3734,4.559,534.2,1833,2.238,187.8,2.26518,2.26647,40.342
6400,85.5,34.5,3734,4.559,534.2,1833,2.238,187.8,2.26518,2.26647,37.090
6450,84.5,35.5,3734,4.559,534.2,1833,2.238,187.8,2.26518,2.26647,37.090
6500,83.5,36.5,3594,4.388,508.7,1978,2.415,214.2,2.38589,2.38714,37.090
6550,82.5,37.5,3594,4.388,508.7,1978,2.415,214.2,2.38589,2.38714,33.750
6600,81.4,38.6,3594,4.388,508.7,1978,2.415,214.2,2.38589,2.38714,33.750
6650,80.4,39.6,3594,4.388,508.7,1978,2.415,214.2,2.38589,2.38714,33.750
6700,79.3,40.7,3594,4.388,508.7,1978,2.415,214.2,2.38589,2.38714,29.795
6750,78.2,41.8,3410,4.164,475.2,2152,2.628,245.9,2.49568,2.49720,29.795
