ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,0.000
100,20.0,100.0,0.000
150,20.0,100.0,0.000
200,20.0,100.0,0.000
250,20.0,100.0,0.000
300,20.0,100.0,0.000
350,20.0,100.0,0.000
400,20.0,100.0,-0.352
450,20.0,100.0,-2.021
500,20.0,100.0,-5.449
550,20.0,100.0,-10.283
600,20.0,100.0,-14.238
650,20.8,99.2,-15.996
700,21.7,98.3,-15.996
750,22.5,97.5,-16.084
800,23.3,96.7,-16.963
850,24.2,95.8,-18.281
900,25.0,95.0,-18.193
950,25.8,94.2,-18.809
1001,26.7,93.3,-19.248
1050,27.5,92.5,-19.248
1100,28.3,91.7,-19.248
1150,29.2,90.8,-19.248
1200,30.0,90.0,-19.248
1250,30.8,89.2,-19.072
1300,31.7,88.3,-18.721
1350,32.5,87.5,-17.842
1400,33.3,86.7,-16.963
1450,34.2,85.8,-16.084
1500,35.0,85.0,-15.469
1550,35.8,84.2,-15.117
1600,36.7,83.3,-14.590
1650,37.5,82.5,-13.799
1700,38.3,81.7,-13.008
1750,39.2,80.8,-12.305
1800,40.0,80.0,-11.602
1850,40.8,79.2,-10.986
1900,41.7,78.3,-10.283
1950,42.5,77.5,-9.580
2000,43.3,76.7,-8.877
2050,44.2,75.8,-8.174
2100,45.0,75.0,-7.559
2150,45.8,74.2,-6.855
2200,46.7,73.3,-6.152
2250,47.5,72.5,-5.449
2300,48.3,71.7,-4.746
2350,49.2,70.8,-4.043
2400,50.0,70.0,-3.340
2450,50.8,69.2,-2.637
2500,51.7,68.3,-1.934
2550,52.5,67.5,-1.230
2600,53.3,66.7,-0.527
2650,54.2,65.8,0.176
2700,55.0,65.0,0.967
2750,55.8,64.2,1.758
2800,56.7,63.3,2.461
2850,57.5,62.5,3.164
2900,58.3,61.7,3.867
2950,59.2,60.8,4.570
3000,60.0,60.0,5.273
3050,60.8,59.2,5.889
3100,61.7,58.3,6.592
3150,62.5,57.5,7.295
3200,63.3,56.7,7.998
3250,64.2,55.8,8.701
3300,65.0,55.0,9.053
3350,65.8,54.2,9.141
3400,66.7,53.3,9.229
3450,67.5,52.5,9.316
3500,68.3,51.7,9.404
3550,69.2,50.8,9.492
3600,70.0,50.0,9.580
3650,70.8,49.2,9.668
3700,71.7,48.3,9.756
3750,72.5,47.5,9.844
3800,73.3,46.7,10.020
3850,74.2,45.8,10.107
3900,75.0,45.0,10.195
3950,75.8,44.2,10.371
4000,76.7,43.3,10.459
4050,77.5,42.5,10.635
4100,78.3,41.7,10.723
4150,79.2,40.8,10.898
4200,80.0,40.0,10.986
4250,80.8,39.2,11.074
4300,81.7,38.3,11.250
4351,82.5,37.5,11.338
4400,83.3,36.7,11.426
4450,84.2,35.8,11.514
4500,85.0,35.0,11.602
4550,85.8,34.2,11.689
4600,86.7,33.3,11.777
4650,87.5,32.5,11.865
4700,88.3,31.7,11.953
4750,89.2,30.8,12.041
4800,90.0,30.0,12.041
4850,90.8,29.2,12.129
4900,91.7,28.3,12.217
4950,92.5,27.5,12.217
5000,93.3,26.7,12.305
5050,94.2,25.8,12.393
5100,95.0,25.0,12.480
5150,95.8,24.2,12.480
5200,96.7,23.3,12.568
5250,97.5,22.5,12.568
5300,98.3,21.7,12.656
5350,99.2,20.8,12.656
5400,100.0,20.0,12.744
5450,100.0,20.0,12.832
5500,100.0,20.0,12.832
5550,100.0,20.0,12.832
5600,100.0,20.0,12.832
5650,100.0,20.0,12.832
5700,100.0,20.0,12.832
5750,100.0,20.0,12.832
5800,100.0,20.0,12.832
5850,100.0,20.0,12.832
5900,100.0,20.0,12.832
5950,100.0,20.0,12.832
6000,100.0,20.0,12.832
6050,100.0,20.0,12.832
6100,100.0,20.0,12.832
