ms,valve_a_pct,valve_b_pct,enc_deg
1,59.0,61.0,0.000
54,58.0,62.0,-0.088
105,57.0,63.0,-0.176
156,56.0,64.0,-0.176
207,55.0,65.0,-0.176
258,54.0,66.0,-0.176
310,53.0,67.0,-0.264
361,52.0,68.0,-0.176
412,51.0,69.0,-0.264
463,50.0,70.0,-0.264
515,49.0,71.0,-0.264
566,48.0,72.0,-0.352
617,47.0,73.0,-0.352
668,46.0,74.0,-0.352
720,45.0,75.0,-0.439
771,44.0,76.0,-0.527
822,43.0,77.0,-0.527
873,42.0,78.0,-0.527
924,41.0,79.0,-0.527
975,40.0,80.0,-0.615
1027,39.0,81.0,-0.527
1078,38.0,82.0,-0.527
1129,37.0,83.0,-0.527
1180,36.0,84.0,-0.527
1231,35.0,85.0,-0.527
1282,34.0,86.0,-0.527
1333,33.0,87.0,-0.527
1384,32.0,88.0,-0.527
1436,31.0,89.0,-0.527
1487,30.0,90.0,-0.527
1538,29.0,91.0,-0.527
1589,28.0,92.0,-0.615
1640,27.0,93.0,-0.615
1691,26.0,94.0,-0.615
1742,25.0,95.0,-0.615
1794,24.0,96.0,-0.615
1845,23.0,97.0,-0.615
1896,22.0,98.0,-0.615
1947,21.0,99.0,-0.615
1998,20.0,100.0,-0.615
0,20.0,100.0,-0.615
50,20.0,100.0,-0.967
100,20.0,100.0,-0.967
150,20.0,100.0,-0.967
200,20.0,100.0,-0.967
250,20.0,100.0,-1.055
300,20.0,100.0,-1.055
350,20.0,100.0,-1.055
400,20.0,100.0,-1.055
450,20.0,100.0,-1.055
500,20.0,100.0,-1.055
550,20.0,100.0,-1.055
600,20.0,100.0,-1.055
650,20.8,99.2,-1.055
700,21.7,98.3,-1.055
750,22.5,97.5,-1.055
800,23.3,96.7,-1.055
850,24.2,95.8,-0.088
900,25.0,95.0,0.791
950,25.8,94.2,1.934
1000,26.7,93.3,2.725
1050,27.5,92.5,3.604
1100,28.3,91.7,4.395
1150,29.2,90.8,5.361
1200,30.0,90.0,6.240
1250,30.8,89.2,7.119
1300,31.7,88.3,7.998
1350,32.5,87.5,8.965
1400,33.3,86.7,9.932
1450,34.2,85.8,10.898
1500,35.0,85.0,11.865
1550,35.8,84.2,12.920
1600,36.7,83.3,13.887
1650,37.5,82.5,14.854
1700,38.3,81.7,15.820
1750,39.2,80.8,16.787
1800,40.0,80.0,17.842
1850,40.8,79.2,18.896
1900,41.7,78.3,19.951
1950,42.5,77.5,21.094
2000,43.3,76.7,22.148
2050,44.2,75.8,23.115
2100,45.0,75.0,24.258
2150,45.8,74.2,25.225
2200,46.7,73.3,26.367
2250,47.5,72.5,27.334
2300,48.3,71.7,28.389
2350,49.2,70.8,29.355
2400,50.0,70.0,30.410
2450,50.8,69.2,31.465
2500,51.7,68.3,32.520
2550,52.5,67.5,33.662
2600,53.3,66.7,34.717
2650,54.2,65.8,35.771
2700,55.0,65.0,36.826
2750,55.8,64.2,37.969
2800,56.7,63.3,39.023
2850,57.5,62.5,40.078
2900,58.3,61.7,41.133
2950,59.2,60.8,42.188
3000,60.0,60.0,43.242
3050,60.8,59.2,44.297
3100,61.7,58.3,45.352
3150,62.5,57.5,46.406
3200,63.3,56.7,47.461
3250,64.2,55.8,48.604
3300,65.0,55.0,49.658
3350,65.8,54.2,50.713
3400,66.7,53.3,51.768
3450,67.5,52.5,52.822
3500,68.3,51.7,53.877
3550,69.2,50.8,54.844
3600,70.0,50.0,55.986
3650,70.8,49.2,57.041
3700,71.7,48.3,58.096
3750,72.5,47.5,59.150
3800,73.3,46.7,60.293
3850,74.2,45.8,61.348
3900,75.0,45.0,62.402
3950,75.8,44.2,63.457
4000,76.7,43.3,64.600
4050,77.5,42.5,65.654
4100,78.3,41.7,66.797
4150,79.2,40.8,67.852
4200,80.0,40.0,68.906
4250,80.8,39.2,69.961
4300,81.7,38.3,71.104
4350,82.5,37.5,72.158
4400,83.3,36.7,73.125
4450,84.2,35.8,74.268
4500,85.0,35.0,75.322
4550,85.8,34.2,76.377
4600,86.7,33.3,77.432
4650,87.5,32.5,78.486
4700,88.3,31.7,79.541
4750,89.2,30.8,80.596
4800,90.0,30.0,81.650
4850,90.8,29.2,82.617
4900,91.7,28.3,83.584
4950,92.5,27.5,84.639
5000,93.3,26.7,85.518
5050,94.2,25.8,86.484
5100,95.0,25.0,87.363
5150,95.8,24.2,88.242
5200,96.7,23.3,89.121
5250,97.5,22.5,89.912
5300,98.3,21.7,90.615
5350,99.2,20.8,91.318
5400,100.0,20.0,91.846
5450,100.0,20.0,92.373
5500,100.0,20.0,92.637
5550,100.0,20.0,92.637
5600,100.0,20.0,92.637
5650,100.0,20.0,92.637
5700,100.0,20.0,92.725
