ms,valve_a_pct,valve_b_pct,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,20.0,95.0,823,1.005,3.7,538,0.657,-48.2,,,0.000
50,20.0,95.0,823,1.005,3.7,538,0.657,-48.2,,,0.000
100,20.1,95.0,823,1.005,3.7,538,0.657,-48.2,,,0.264
151,20.2,95.0,823,1.005,3.7,538,0.657,-48.2,,,0.264
200,20.3,95.0,1488,1.817,124.9,917,1.120,20.9,2.17847,2.24524,0.264
250,20.5,95.0,1488,1.817,124.9,917,1.120,20.9,2.17847,2.24524,3.164
300,20.7,95.0,1488,1.817,124.9,917,1.120,20.9,2.17847,2.24524,3.164
350,21.0,95.0,1488,1.817,124.9,917,1.120,20.9,2.17847,2.24524,3.164
400,21.3,95.0,1488,1.817,124.9,917,1.120,20.9,2.17847,2.24524,5.098
450,21.6,95.0,1510,1.844,128.9,1026,1.253,40.7,2.17833,2.24488,5.098
500,22.0,95.0,1510,1.844,128.9,1026,1.253,40.7,2.17833,2.24488,11.514
550,22.4,95.0,1510,1.844,128.9,1026,1.253,40.7,2.17833,2.24488,11.514
600,22.8,95.0,1510,1.844,128.9,1026,1.253,40.7,2.17833,2.24488,13.447
650,23.3,95.0,1570,1.917,139.9,1135,1.386,60.6,2.17878,2.24561,13.447
700,23.8,95.0,1570,1.917,139.9,1135,1.386,60.6,2.17878,2.24561,13.447
750,24.4,95.0,1570,1.917,139.9,1135,1.386,60.6,2.17878,2.24561,17.754
800,24.9,95.0,1570,1.917,139.9,1135,1.386,60.6,2.17878,2.24561,17.754
850,25.6,94.4,1570,1.917,139.9,1135,1.386,60.6,2.17878,2.24561,19.512
900,26.2,93.8,1660,2.027,156.3,1274,1.556,85.9,2.27917,2.24545,19.512
950,26.9,93.1,1660,2.027,156.3,1274,1.556,85.9,2.27917,2.24545,20.127
1000,27.6,92.4,1660,2.027,156.3,1274,1.556,85.9,2.27917,2.24545,20.127
1050,28.4,91.6,1660,2.027,156.3,1274,1.556,85.9,2.27917,2.24545,20.127
1100,29.2,90.8,1761,2.150,174.7,1329,1.623,95.9,2.36795,2.24515,20.127
1150,30.0,90.0,1761,2.150,174.7,1329,1.623,95.9,2.36795,2.24515,20.127
1200,30.8,89.2,1761,2.150,174.7,1329,1.623,95.9,2.36795,2.24515,18.193
1250,31.7,88.3,1761,2.150,174.7,1329,1.623,95.9,2.36795,2.24515,18.193
1300,32.6,87.4,1761,2.150,174.7,1329,1.623,95.9,2.36795,2.24515,18.193
1350,33.5,86.5,1890,2.308,198.2,1378,1.683,104.9,2.43486,2.29860,15.293
1400,34.5,85.5,1890,2.308,198.2,1378,1.683,104.9,2.43486,2.29860,15.293
1450,35.5,84.5,1890,2.308,198.2,1378,1.683,104.9,2.43486,2.29860,13.359
1500,36.5,83.5,1890,2.308,198.2,1378,1.683,104.9,2.43486,2.29860,13.359
1550,37.5,82.5,2009,2.453,219.9,1396,1.705,108.1,2.47966,2.37296,11.074
1600,38.6,81.4,2009,2.453,219.9,1396,1.705,108.1,2.47966,2.37296,11.074
1650,39.6,80.4,2009,2.453,219.9,1396,1.705,108.1,2.47966,2.37296,11.074
1700,40.7,79.3,2009,2.453,219.9,1396,1.705,108.1,2.47966,2.37296,8.086
1750,41.8,78.2,2154,2.630,246.3,1427,1.742,113.8,2.51706,2.47743,8.086
1800,43.0,77.0,2154,2.630,246.3,1427,1.742,113.8,2.51706,2.47743,8.086
1850,44.1,75.9,2154,2.630,246.3,1427,1.742,113.8,2.51706,2.47743,4.395
1900,45.3,74.7,2154,2.630,246.3,1427,1.742,113.8,2.51706,2.47743,4.395
1950,46.5,73.5,2154,2.630,246.3,1427,1.742,113.8,2.51706,2.47743,4.395
2000,47.6,72.4,2344,2.862,280.9,1470,1.795,121.6,2.56354,2.54859,0.264
2050,48.8,71.2,2344,2.862,280.9,1470,1.795,121.6,2.56354,2.54859,0.264
2100,50.1,69.9,2344,2.862,280.9,1470,1.795,121.6,2.56354,2.54859,-2.549
2150,51.3,68.7,2344,2.862,280.9,1470,1.795,121.6,2.56354,2.54859,-2.549
2200,52.5,67.5,2507,3.061,310.6,1494,1.824,126.0,2.58603,2.59390,-5.186
2250,53.7,66.3,2507,3.061,310.6,1494,1.824,126.0,2.58603,2.59390,-5.186
2302,55.0,65.0,2507,3.061,310.6,1494,1.824,126.0,2.58603,2.59390,-7.822
2350,56.2,63.8,2507,3.061,310.6,1494,1.824,126.0,2.58603,2.59390,-7.822
2400,57.5,62.5,2507,3.061,310.6,1494,1.824,126.0,2.58603,2.59390,-7.822
2450,58.7,61.3,2695,3.291,344.9,1541,1.882,134.6,2.60962,2.62789,-12.393
2500,60.0,60.0,2695,3.291,344.9,1541,1.882,134.6,2.60962,2.62789,-12.393
2550,61.3,58.7,2695,3.291,344.9,1541,1.882,134.6,2.60962,2.62789,-12.393
2600,62.5,57.5,2695,3.291,344.9,1541,1.882,134.6,2.60962,2.62789,-16.963
2650,63.8,56.2,2859,3.491,374.8,1554,1.897,136.9,2.60894,2.63373,-16.963
2700,65.0,55.0,2859,3.491,374.8,1554,1.897,136.9,2.60894,2.63373,-16.963
2750,66.3,53.7,2859,3.491,374.8,1554,1.897,136.9,2.60894,2.63373,-21.445
2800,67.5,52.5,2859,3.491,374.8,1554,1.897,136.9,2.60894,2.63373,-21.445
2850,68.7,51.3,3038,3.709,407.4,1606,1.961,146.4,2.60143,2.63066,-24.609
2900,69.9,50.1,3038,3.709,407.4,1606,1.961,146.4,2.60143,2.63066,-24.609
2950,71.2,48.8,3038,3.709,407.4,1606,1.961,146.4,2.60143,2.63066,-24.609
3000,72.4,47.6,3038,3.709,407.4,1606,1.961,146.4,2.60143,2.63066,-29.092
3050,73.6,46.4,3038,3.709,407.4,1606,1.961,146.4,2.60143,2.63066,-29.092
3100,74.7,45.3,3221,3.933,440.7,1658,2.024,155.9,2.56182,2.60856,-29.092
3150,75.9,44.1,3221,3.933,440.7,1658,2.024,155.9,2.56182,2.60856,-33.398
3200,77.0,43.0,3221,3.933,440.7,1658,2.024,155.9,2.56182,2.60856,-33.398
