ms,valve_a_pct,valve_b_pct,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,20.0,100.0,2803,3.422,364.6,2787,3.403,361.6,,,0.000
50,20.0,100.0,2803,3.422,364.6,2787,3.403,361.6,,,0.000
100,20.1,99.9,2803,3.422,364.6,2787,3.403,361.6,,,-6.855
150,20.2,99.8,2803,3.422,364.6,2787,3.403,361.6,,,-6.855
200,20.3,99.7,2359,2.880,283.6,3100,3.785,418.7,2.66703,2.68289,-6.855
250,20.5,99.5,2359,2.880,283.6,3100,3.785,418.7,2.66703,2.68289,-15.469
300,20.7,99.3,2359,2.880,283.6,3100,3.785,418.7,2.66703,2.68289,-15.469
350,21.0,99.0,2359,2.880,283.6,3100,3.785,418.7,2.66703,2.68289,-21.797
400,21.3,98.7,2011,2.455,220.2,3373,4.118,468.4,2.59026,2.59170,-21.797
450,21.6,98.4,2011,2.455,220.2,3373,4.118,468.4,2.59026,2.59170,-27.246
500,22.0,98.0,2011,2.455,220.2,3373,4.118,468.4,2.59026,2.59170,-27.246
550,22.4,97.6,2011,2.455,220.2,3373,4.118,468.4,2.59026,2.59170,-32.607
600,22.8,97.2,2011,2.455,220.2,3373,4.118,468.4,2.59026,2.59170,-32.607
650,23.3,96.7,1632,1.993,151.2,3664,4.474,521.5,2.49385,2.33309,-37.441
700,23.8,96.2,1632,1.993,151.2,3664,4.474,521.5,2.49385,2.33309,-37.441
750,24.4,95.6,1632,1.993,151.2,3664,4.474,521.5,2.49385,2.33309,-37.441
800,24.9,95.1,1632,1.993,151.2,3664,4.474,521.5,2.49385,2.33309,-40.166
850,25.6,94.4,1632,1.993,151.2,3664,4.474,521.5,2.49385,2.33309,-40.166
900,26.2,93.8,1611,1.967,147.3,3904,4.767,565.2,2.50210,2.34679,-40.166
950,26.9,93.1,1611,1.967,147.3,3904,4.767,565.2,2.50210,2.34679,-40.078
1000,27.6,92.4,1611,1.967,147.3,3904,4.767,565.2,2.50210,2.34679,-40.078
1050,28.4,91.6,1611,1.967,147.3,3904,4.767,565.2,2.50210,2.34679,-38.672
1100,29.2,90.8,1611,1.967,147.3,3904,4.767,565.2,2.50210,2.34679,-38.672
1150,30.0,90.0,1769,2.160,176.1,3821,4.665,550.1,2.56172,2.45495,-38.672
