ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,0.000
100,20.0,100.0,0.000
150,20.0,100.0,0.000
200,20.0,100.0,0.000
251,20.0,100.0,0.000
300,20.0,100.0,0.000
350,20.0,100.0,0.000
400,20.0,100.0,-0.527
450,20.0,100.0,-2.988
500,20.0,100.0,-6.943
550,20.0,100.0,-11.602
600,20.0,100.0,-15.205
650,20.8,99.2,-15.820
700,21.7,98.3,-15.820
750,22.5,97.5,-16.172
800,23.3,96.7,-17.490
850,24.2,95.8,-18.457
900,25.0,95.0,-18.281
950,25.8,94.2,-18.633
1000,26.7,93.3,-18.984
1050,27.5,92.5,-18.984
1100,28.3,91.7,-18.984
1150,29.2,90.8,-18.984
1200,30.0,90.0,-18.984
1250,30.8,89.2,-18.809
1300,31.7,88.3,-18.281
1350,32.5,87.5,-17.402
1400,33.3,86.7,-16.611
1450,34.2,85.8,-15.820
1500,35.0,85.0,-15.205
1550,35.8,84.2,-14.854
1600,36.7,83.3,-14.238
1650,37.5,82.5,-13.535
1700,38.3,81.7,-12.744
1750,39.2,80.8,-12.041
1800,40.0,80.0,-11.338
1850,40.8,79.2,-10.723
1900,41.7,78.3,-10.020
1950,42.5,77.5,-9.316
2000,43.3,76.7,-8.613
2050,44.2,75.8,-7.910
2100,45.0,75.0,-7.295
2150,45.8,74.2,-6.680
2200,46.7,73.3,-5.977
2250,47.5,72.5,-5.273
2300,48.3,71.7,-4.570
2350,49.2,70.8,-3.867
2400,50.0,70.0,-3.164
2450,50.8,69.2,-2.373
2500,51.7,68.3,-1.758
2550,52.5,67.5,-1.055
2600,53.3,66.7,-0.352
2650,54.2,65.8,0.439
2700,55.0,65.0,1.143
2750,55.8,64.2,1.846
2800,56.7,63.3,2.549
2850,57.5,62.5,3.340
2900,58.3,61.7,4.131
2950,59.2,60.8,4.746
3000,60.0,60.0,5.449
3050,60.8,59.2,6.064
3100,61.7,58.3,6.855
3150,62.5,57.5,7.471
3200,63.3,56.7,8.174
3250,64.2,55.8,8.877
3300,65.0,55.0,8.965
3350,65.8,54.2,8.965
3400,66.7,53.3,9.053
3450,67.5,52.5,9.141
3500,68.3,51.7,9.229
3550,69.2,50.8,9.316
3600,70.0,50.0,9.492
3650,70.8,49.2,9.580
3700,71.7,48.3,9.668
3750,72.5,47.5,9.756
3800,73.3,46.7,9.932
3850,74.2,45.8,10.020
3900,75.0,45.0,10.107
3950,75.8,44.2,10.283
4000,76.7,43.3,10.371
4050,77.5,42.5,10.547
4100,78.3,41.7,10.635
4150,79.2,40.8,10.811
4200,80.0,40.0,10.898
4250,80.8,39.2,10.986
4300,81.7,38.3,11.162
4350,82.5,37.5,11.250
4400,83.3,36.7,11.338
4450,84.2,35.8,11.426
4500,85.0,35.0,11.514
4550,85.8,34.2,11.602
4600,86.7,33.3,11.689
4650,87.5,32.5,11.777
4700,88.3,31.7,11.865
4750,89.2,30.8,11.953
4800,90.0,30.0,11.953
4850,90.8,29.2,12.041
4900,91.7,28.3,12.129
4950,92.5,27.5,12.217
5000,93.3,26.7,12.217
5050,94.2,25.8,12.305
5100,95.0,25.0,12.393
5150,95.8,24.2,12.393
5200,96.7,23.3,12.480
5250,97.5,22.5,12.480
5300,98.3,21.7,12.568
5350,99.2,20.8,12.656
5400,100.0,20.0,12.656
5450,100.0,20.0,12.744
5500,100.0,20.0,12.744
5550,100.0,20.0,12.744
5600,100.0,20.0,12.744
5650,100.0,20.0,12.744
5700,100.0,20.0,12.744
5750,100.0,20.0,12.744
5800,100.0,20.0,12.744
5850,100.0,20.0,12.744
5900,100.0,20.0,12.744
5950,100.0,20.0,12.744
6000,100.0,20.0,12.744
6050,100.0,20.0,12.744
6100,100.0,20.0,12.744
