ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,0.000
100,20.0,100.0,0.000
150,20.0,100.0,0.000
200,20.0,100.0,0.000
250,20.0,100.0,0.000
300,20.0,100.0,0.000
350,20.0,100.0,0.000
400,20.0,100.0,-0.088
450,20.0,100.0,-0.088
500,20.0,100.0,-0.088
550,20.0,100.0,-0.088
600,20.0,100.0,-0.088
650,20.8,99.2,-0.088
700,21.7,98.3,-0.088
750,22.5,97.5,-0.088
800,23.3,96.7,-0.088
850,24.2,95.8,-0.088
900,25.0,95.0,-0.088
950,25.8,94.2,-0.176
1000,26.7,93.3,-0.088
1050,27.5,92.5,0.000
1100,28.3,91.7,0.000
1150,29.2,90.8,0.000
1200,30.0,90.0,0.000
1250,30.8,89.2,-0.088
1300,31.7,88.3,-0.088
1350,32.5,87.5,0.000
1400,33.3,86.7,0.000
1450,34.2,85.8,0.000
1500,35.0,85.0,0.352
1550,35.8,84.2,0.879
1600,36.7,83.3,1.055
1650,37.5,82.5,1.670
1700,38.3,81.7,2.725
1750,39.2,80.8,3.164
1800,40.0,80.0,3.252
1850,40.8,79.2,3.252
1900,41.7,78.3,3.252
1950,42.5,77.5,3.516
2000,43.3,76.7,3.516
2050,44.2,75.8,3.516
2100,45.0,75.0,3.604
2150,45.8,74.2,4.043
2200,46.7,73.3,4.922
2250,47.5,72.5,5.889
2300,48.3,71.7,6.768
2350,49.2,70.8,7.646
2400,50.0,70.0,8.525
2450,50.8,69.2,9.492
2500,51.7,68.3,10.371
2550,52.5,67.5,11.338
2600,53.3,66.7,12.217
2650,54.2,65.8,13.184
2700,55.0,65.0,14.062
2750,55.8,64.2,15.029
2800,56.7,63.3,15.996
2850,57.5,62.5,16.875
2900,58.3,61.7,17.754
2950,59.2,60.8,18.633
3000,60.0,60.0,19.512
3050,60.8,59.2,20.391
3100,61.7,58.3,21.270
3150,62.5,57.5,22.236
3200,63.3,56.7,23.203
3250,64.2,55.8,24.082
3300,65.0,55.0,25.049
3350,65.8,54.2,26.016
3400,66.7,53.3,26.895
3450,67.5,52.5,27.861
3500,68.3,51.7,28.740
3550,69.2,50.8,29.707
3600,70.0,50.0,30.586
3650,70.8,49.2,31.553
3700,71.7,48.3,32.432
3750,72.5,47.5,33.398
3800,73.3,46.7,34.277
3850,74.2,45.8,35.244
3900,75.0,45.0,36.035
3950,75.8,44.2,36.914
4000,76.7,43.3,37.705
4050,77.5,42.5,38.496
4100,78.3,41.7,39.287
4150,79.2,40.8,40.078
4200,80.0,40.0,40.957
4250,80.8,39.2,41.748
4300,81.7,38.3,42.539
4350,82.5,37.5,43.330
4400,83.3,36.7,44.121
4450,84.2,35.8,44.912
4500,85.0,35.0,45.703
4550,85.8,34.2,46.494
4600,86.7,33.3,47.285
4650,87.5,32.5,47.988
4700,88.3,31.7,48.779
4750,89.2,30.8,49.482
4800,90.0,30.0,50.186
4850,90.8,29.2,50.889
4900,91.7,28.3,51.592
4950,92.5,27.5,52.207
5000,93.3,26.7,52.822
5050,94.2,25.8,53.525
5100,95.0,25.0,54.141
5150,95.8,24.2,54.756
5200,96.7,23.3,55.371
5250,97.5,22.5,55.898
5300,98.3,21.7,56.514
5350,99.2,20.8,57.041
5400,100.0,20.0,57.568
5450,100.0,20.0,58.096
5500,100.0,20.0,58.447
5550,100.0,20.0,58.447
5600,100.0,20.0,58.447
5650,100.0,20.0,58.447
5700,100.0,20.0,58.447
5750,100.0,20.0,58.447
5800,100.0,20.0,58.359
5850,100.0,20.0,58.359
5900,100.0,20.0,58.359
5950,100.0,20.0,58.359
6000,100.0,20.0,58.359
6050,100.0,20.0,58.359
6100,100.0,20.0,58.359
6150,100.0,20.0,58.359
6200,100.0,20.0,58.359
