ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,0.000
100,20.0,100.0,0.000
150,20.0,100.0,0.000
200,20.0,100.0,0.000
250,20.0,100.0,0.000
300,20.0,100.0,-0.352
350,20.0,100.0,-2.109
400,20.0,100.0,-6.152
450,20.0,100.0,-11.689
500,20.0,100.0,-17.314
550,20.0,100.0,-21.445
600,20.0,100.0,-22.148
650,20.8,99.2,-22.148
700,21.7,98.3,-22.500
750,22.5,97.5,-23.818
800,23.3,96.7,-25.664
850,24.2,95.8,-25.488
900,25.0,95.0,-25.576
950,25.8,94.2,-26.016
1000,26.7,93.3,-26.543
1050,27.5,92.5,-26.543
1100,28.3,91.7,-26.543
1150,29.2,90.8,-26.543
1200,30.0,90.0,-26.543
1250,30.8,89.2,-26.279
1300,31.7,88.3,-25.752
1350,32.5,87.5,-25.049
1400,33.3,86.7,-24.170
1450,34.2,85.8,-23.203
1500,35.0,85.0,-22.588
1550,35.8,84.2,-22.236
1600,36.7,83.3,-21.885
1650,37.5,82.5,-21.094
1700,38.3,81.7,-20.303
1750,39.2,80.8,-19.424
1800,40.0,80.0,-18.809
1850,40.8,79.2,-18.281
1900,41.7,78.3,-17.666
1950,42.5,77.5,-16.787
2000,43.3,76.7,-15.996
2050,44.2,75.8,-15.381
2100,45.0,75.0,-14.854
2150,45.8,74.2,-14.150
2200,46.7,73.3,-13.447
2250,47.5,72.5,-12.744
2300,48.3,71.7,-12.041
2350,49.2,70.8,-11.338
2400,50.0,70.0,-10.547
2450,50.8,69.2,-9.844
2500,51.7,68.3,-9.141
2550,52.5,67.5,-8.525
2600,53.3,66.7,-7.822
2650,54.2,65.8,-7.031
2700,55.0,65.0,-6.328
2750,55.8,64.2,-5.625
2800,56.7,63.3,-4.834
2850,57.5,62.5,-4.043
2900,58.3,61.7,-3.340
2950,59.2,60.8,-2.725
3000,60.0,60.0,-2.021
3050,60.8,59.2,-1.318
3100,61.7,58.3,-0.615
3150,62.5,57.5,0.088
3200,63.3,56.7,0.791
3250,64.2,55.8,1.494
3300,65.0,55.0,1.758
3350,65.8,54.2,1.758
3400,66.7,53.3,1.934
3450,67.5,52.5,2.021
3500,68.3,51.7,2.109
3550,69.2,50.8,2.197
3600,70.0,50.0,2.285
3650,70.8,49.2,2.373
3700,71.7,48.3,2.461
3750,72.5,47.5,2.549
3800,73.3,46.7,2.725
3850,74.2,45.8,2.812
3900,75.0,45.0,2.900
3950,75.8,44.2,3.076
4000,76.7,43.3,3.164
4050,77.5,42.5,3.340
4100,78.3,41.7,3.428
4150,79.2,40.8,3.516
4200,80.0,40.0,3.691
4250,80.8,39.2,3.779
4300,81.7,38.3,3.867
4350,82.5,37.5,3.955
4400,83.3,36.7,4.043
4450,84.2,35.8,4.219
4500,85.0,35.0,4.307
4550,85.8,34.2,4.307
4600,86.7,33.3,4.395
4650,87.5,32.5,4.482
4700,88.3,31.7,4.570
4750,89.2,30.8,4.658
4800,90.0,30.0,4.746
4850,90.8,29.2,4.746
4900,91.7,28.3,4.834
4950,92.5,27.5,4.922
5000,93.3,26.7,4.922
5050,94.2,25.8,5.010
5100,95.0,25.0,5.098
5150,95.8,24.2,5.098
5200,96.7,23.3,5.186
5250,97.5,22.5,5.186
5300,98.3,21.7,5.273
5350,99.2,20.8,5.361
5400,100.0,20.0,5.361
5450,100.0,20.0,5.449
5500,100.0,20.0,5.449
5550,100.0,20.0,5.449
5600,100.0,20.0,5.449
5650,100.0,20.0,5.449
5700,100.0,20.0,5.449
5750,100.0,20.0,5.449
5800,100.0,20.0,5.449
5850,100.0,20.0,5.449
5900,100.0,20.0,5.449
5950,100.0,20.0,5.449
6000,100.0,20.0,5.449
6050,100.0,20.0,5.449
