ms,valve_a_pct,valve_b_pct,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,20.0,95.0,826,1.009,4.3,817,0.998,2.6,,,0.000
50,20.0,95.0,826,1.009,4.3,817,0.998,2.6,,,0.000
100,20.1,95.0,826,1.009,4.3,817,0.998,2.6,,,0.352
150,20.2,95.0,826,1.009,4.3,817,0.998,2.6,,,0.352
200,20.3,95.0,1487,1.816,124.7,1853,2.263,191.4,2.19854,2.26891,3.076
250,20.5,95.0,1487,1.816,124.7,1853,2.263,191.4,2.19854,2.26891,3.076
300,20.7,95.0,1487,1.816,124.7,1853,2.263,191.4,2.19854,2.26891,4.570
350,21.0,95.0,1487,1.816,124.7,1853,2.263,191.4,2.19854,2.26891,4.570
400,21.3,95.0,1487,1.816,124.7,1853,2.263,191.4,2.19854,2.26891,4.570
450,21.6,95.0,1512,1.846,129.3,2401,2.932,291.3,2.19841,2.26884,6.152
500,22.0,95.0,1512,1.846,129.3,2401,2.932,291.3,2.19841,2.26884,6.152
550,22.4,95.0,1512,1.846,129.3,2401,2.932,291.3,2.19841,2.26884,12.568
600,22.8,95.0,1512,1.846,129.3,2401,2.932,291.3,2.19841,2.26884,12.568
650,23.3,95.0,1563,1.908,138.6,2840,3.468,371.3,2.19953,2.26867,12.568
700,23.8,95.0,1563,1.908,138.6,2840,3.468,371.3,2.19953,2.26867,16.348
750,24.4,95.0,1563,1.908,138.6,2840,3.468,371.3,2.19953,2.26867,16.348
800,24.9,95.0,1563,1.908,138.6,2840,3.468,371.3,2.19953,2.26867,18.896
850,25.6,94.4,1563,1.908,138.6,2840,3.468,371.3,2.19953,2.26867,18.896
900,26.2,93.8,1662,2.029,156.6,3321,4.055,459.0,2.19885,2.26873,18.896
950,26.9,93.1,1662,2.029,156.6,3321,4.055,459.0,2.19885,2.26873,20.479
1000,27.6,92.4,1662,2.029,156.6,3321,4.055,459.0,2.19885,2.26873,20.479
1050,28.4,91.6,1662,2.029,156.6,3321,4.055,459.0,2.19885,2.26873,21.006
1100,29.2,90.8,1749,2.136,172.5,3639,4.443,516.9,2.26230,2.26846,21.006
1150,30.0,90.0,1749,2.136,172.5,3639,4.443,516.9,2.26230,2.26846,21.006
1200,30.8,89.2,1749,2.136,172.5,3639,4.443,516.9,2.26230,2.26846,20.918
1250,31.7,88.3,1749,2.136,172.5,3639,4.443,516.9,2.26230,2.26846,20.918
1300,32.6,87.4,1862,2.274,193.1,3724,4.547,532.4,2.36769,2.26821,20.918
1350,33.5,86.5,1862,2.274,193.1,3724,4.547,532.4,2.36769,2.26821,18.809
1400,34.5,85.5,1862,2.274,193.1,3724,4.547,532.4,2.36769,2.26821,18.809
1450,35.5,84.5,1862,2.274,193.1,3724,4.547,532.4,2.36769,2.26821,16.787
1500,36.5,83.5,1985,2.424,215.5,3594,4.388,508.7,2.44741,2.30021,16.787
1550,37.5,82.5,1985,2.424,215.5,3594,4.388,508.7,2.44741,2.30021,16.787
1600,38.6,81.4,1985,2.424,215.5,3594,4.388,508.7,2.44741,2.30021,12.920
1650,39.6,80.4,1985,2.424,215.5,3594,4.388,508.7,2.44741,2.30021,12.920
1700,40.7,79.3,1985,2.424,215.5,3594,4.388,508.7,2.44741,2.30021,10.459
1750,41.8,78.2,2155,2.631,246.5,3407,4.160,474.6,2.51155,2.37861,10.459
1800,43.0,77.0,2155,2.631,246.5,3407,4.160,474.6,2.51155,2.37861,10.459
1850,44.1,75.9,2155,2.631,246.5,3407,4.160,474.6,2.51155,2.37861,6.328
1900,45.3,74.7,2155,2.631,246.5,3407,4.160,474.6,2.51155,2.37861,6.328
1950,46.5,73.5,2155,2.631,246.5,3407,4.160,474.6,2.51155,2.37861,6.328
2000,47.6,72.4,2350,2.869,282.0,3216,3.927,439.8,2.55846,2.46568,1.846
2050,48.8,71.2,2350,2.869,282.0,3216,3.927,439.8,2.55846,2.46568,1.846
2100,50.1,69.9,2350,2.869,282.0,3216,3.927,439.8,2.55846,2.46568,1.846
2150,51.3,68.7,2350,2.869,282.0,3216,3.927,439.8,2.55846,2.46568,-2.461
2200,52.5,67.5,2501,3.054,309.5,3060,3.736,411.4,2.58663,2.52253,-2.461
2250,53.7,66.3,2501,3.054,309.5,3060,3.736,411.4,2.58663,2.52253,-5.361
2300,55.0,65.0,2501,3.054,309.5,3060,3.736,411.4,2.58663,2.52253,-5.361
2350,56.2,63.8,2501,3.054,309.5,3060,3.736,411.4,2.58663,2.52253,-8.613
2400,57.5,62.5,2663,3.252,339.0,2892,3.531,380.8,2.60172,2.53938,-8.613
2450,58.7,61.3,2663,3.252,339.0,2892,3.531,380.8,2.60172,2.53938,-8.613
2500,60.0,60.0,2663,3.252,339.0,2892,3.531,380.8,2.60172,2.53938,-13.008
2550,61.3,58.7,2663,3.252,339.0,2892,3.531,380.8,2.60172,2.53938,-13.008
2600,62.5,57.5,2827,3.452,368.9,2731,3.335,351.4,2.60709,2.55233,-16.260
2650,63.8,56.2,2827,3.452,368.9,2731,3.335,351.4,2.60709,2.55233,-16.260
2700,65.0,55.0,2827,3.452,368.9,2731,3.335,351.4,2.60709,2.55233,-16.260
2750,66.3,53.7,2827,3.452,368.9,2731,3.335,351.4,2.60709,2.55233,-20.830
2800,67.5,52.5,2827,3.452,368.9,2731,3.335,351.4,2.60709,2.55233,-20.830
2850,68.7,51.3,3036,3.707,407.0,2522,3.079,313.3,2.58929,2.54267,-23.818
2900,69.9,50.1,3036,3.707,407.0,2522,3.079,313.3,2.58929,2.54267,-23.818
2950,71.2,48.8,3036,3.707,407.0,2522,3.079,313.3,2.58929,2.54267,-26.807
3000,72.4,47.6,3036,3.707,407.0,2522,3.079,313.3,2.58929,2.54267,-26.807
3050,73.6,46.4,3186,3.890,434.3,2354,2.874,282.7,2.57096,2.51260,-29.883
3100,74.7,45.3,3186,3.890,434.3,2354,2.874,282.7,2.57096,2.51260,-29.883
3150,75.9,44.1,3186,3.890,434.3,2354,2.874,282.7,2.57096,2.51260,-29.883
3200,77.0,43.0,3186,3.890,434.3,2354,2.874,282.7,2.57096,2.51260,-34.189
3250,78.2,41.8,3186,3.890,434.3,2354,2.874,282.7,2.57096,2.51260,-34.189
