ms,valve_a_pct,valve_b_pct,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,20.0,100.0,2795,3.413,363.1,2780,3.394,360.4,,,0.000
50,20.0,100.0,2795,3.413,363.1,2780,3.394,360.4,,,0.000
100,20.1,99.9,2795,3.413,363.1,2780,3.394,360.4,,,-7.031
150,20.2,99.8,2795,3.413,363.1,2780,3.394,360.4,,,-7.031
200,20.3,99.7,2349,2.868,281.8,3116,3.805,421.6,2.56356,2.53970,-13.535
250,20.5,99.5,2349,2.868,281.8,3116,3.805,421.6,2.56356,2.53970,-13.535
300,20.7,99.3,2349,2.868,281.8,3116,3.805,421.6,2.56356,2.53970,-13.535
350,21.0,99.0,2349,2.868,281.8,3116,3.805,421.6,2.56356,2.53970,-21.357
400,21.3,98.7,2004,2.447,218.9,3388,4.137,471.2,2.44353,2.34366,-21.357
450,21.6,98.4,2004,2.447,218.9,3388,4.137,471.2,2.44353,2.34366,-26.719
500,22.0,98.0,2004,2.447,218.9,3388,4.137,471.2,2.44353,2.34366,-26.719
550,22.4,97.6,2004,2.447,218.9,3388,4.137,471.2,2.44353,2.34366,-26.719
600,22.8,97.2,2004,2.447,218.9,3388,4.137,471.2,2.44353,2.34366,-34.805
650,23.3,96.7,1650,2.015,154.4,3687,4.502,525.6,2.23168,2.26712,-34.805
700,23.8,96.2,1650,2.015,154.4,3687,4.502,525.6,2.23168,2.26712,-38.584
750,24.4,95.6,1650,2.015,154.4,3687,4.502,525.6,2.23168,2.26712,-38.584
800,24.9,95.1,1650,2.015,154.4,3687,4.502,525.6,2.23168,2.26712,-39.902
850,25.6,94.4,1599,1.952,145.1,3887,4.746,562.1,2.19684,2.26703,-39.902
900,26.2,93.8,1599,1.952,145.1,3887,4.746,562.1,2.19684,2.26703,-40.342
950,26.9,93.1,1599,1.952,145.1,3887,4.746,562.1,2.19684,2.26703,-40.342
1000,27.6,92.4,1599,1.952,145.1,3887,4.746,562.1,2.19684,2.26703,-40.342
1050,28.4,91.6,1599,1.952,145.1,3887,4.746,562.1,2.19684,2.26703,-38.057
1100,29.2,90.8,1754,2.142,173.4,3882,4.740,561.2,2.34181,2.26701,-38.057
