ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,0.000
100,20.0,100.0,0.000
150,20.0,100.0,0.000
200,20.0,100.0,0.000
250,20.0,100.0,0.000
300,20.0,100.0,-0.527
350,20.0,100.0,-3.076
400,20.0,100.0,-7.383
450,20.0,100.0,-13.096
500,20.0,100.0,-18.193
550,20.0,100.0,-20.127
600,20.0,100.0,-20.127
650,20.8,99.2,-20.654
700,21.7,98.3,-22.324
750,22.5,97.5,-24.082
800,23.3,96.7,-24.258
850,24.2,95.8,-24.170
900,25.0,95.0,-24.609
950,25.8,94.2,-25.225
1000,26.7,93.3,-25.312
1051,27.5,92.5,-25.312
1100,28.3,91.7,-25.312
1150,29.2,90.8,-25.312
1200,30.0,90.0,-25.137
1250,30.8,89.2,-24.785
1300,31.7,88.3,-24.170
1350,32.5,87.5,-23.555
1400,33.3,86.7,-22.764
1450,34.2,85.8,-22.061
1500,35.0,85.0,-21.621
1550,35.8,84.2,-21.094
1600,36.7,83.3,-20.566
1650,37.5,82.5,-19.775
1700,38.3,81.7,-18.984
1750,39.2,80.8,-18.369
1800,40.0,80.0,-17.842
1850,40.8,79.2,-17.139
1900,41.7,78.3,-16.348
1950,42.5,77.5,-15.557
2000,43.3,76.7,-14.854
2050,44.2,75.8,-14.150
2100,45.0,75.0,-13.447
2150,45.8,74.2,-12.832
2200,46.7,73.3,-12.217
2250,47.5,72.5,-11.514
2300,48.3,71.7,-10.811
2350,49.2,70.8,-10.020
2400,50.0,70.0,-9.316
2450,50.8,69.2,-8.701
2500,51.7,68.3,-7.998
2550,52.5,67.5,-7.295
2600,53.3,66.7,-6.592
2650,54.2,65.8,-5.889
2700,55.0,65.0,-5.186
2750,55.8,64.2,-4.482
2800,56.7,63.3,-3.779
2850,57.5,62.5,-3.076
2900,58.3,61.7,-2.373
2950,59.2,60.8,-1.670
3000,60.0,60.0,-0.967
3050,60.8,59.2,-0.264
3100,61.7,58.3,0.439
3150,62.5,57.5,0.879
3200,63.3,56.7,0.879
3250,64.2,55.8,0.967
3300,65.0,55.0,1.143
3350,65.8,54.2,1.230
3400,66.7,53.3,1.318
3450,67.5,52.5,1.406
3500,68.3,51.7,1.494
3550,69.2,50.8,1.582
3600,70.0,50.0,1.758
3650,70.8,49.2,1.846
3700,71.7,48.3,1.934
3750,72.5,47.5,2.021
3800,73.3,46.7,2.197
3850,74.2,45.8,2.373
3900,75.0,45.0,2.461
3950,75.8,44.2,2.637
4000,76.7,43.3,2.725
4050,77.5,42.5,2.812
4100,78.3,41.7,2.988
4150,79.2,40.8,3.076
4200,80.0,40.0,3.252
4250,80.8,39.2,3.340
4300,81.7,38.3,3.428
4350,82.5,37.5,3.604
4400,83.3,36.7,3.691
4450,84.2,35.8,3.779
4500,85.0,35.0,3.867
4550,85.8,34.2,3.955
4600,86.7,33.3,4.043
4650,87.5,32.5,4.131
4700,88.3,31.7,4.219
4750,89.2,30.8,4.307
4800,90.0,30.0,4.395
4850,90.8,29.2,4.482
4900,91.7,28.3,4.482
4950,92.5,27.5,4.570
5000,93.3,26.7,4.658
5050,94.2,25.8,4.746
5100,95.0,25.0,4.746
5150,95.8,24.2,4.834
5200,96.7,23.3,4.922
5250,97.5,22.5,5.010
5300,98.3,21.7,5.010
5350,99.2,20.8,5.098
5400,100.0,20.0,5.186
5450,100.0,20.0,5.186
5500,100.0,20.0,5.273
5550,100.0,20.0,5.273
5600,100.0,20.0,5.273
5650,100.0,20.0,5.273
5700,100.0,20.0,5.273
5750,100.0,20.0,5.273
5800,100.0,20.0,5.273
5850,100.0,20.0,5.273
5900,100.0,20.0,5.273
5950,100.0,20.0,5.273
6000,100.0,20.0,5.273
6053,100.0,20.0,5.273
