ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,0.000
100,20.0,100.0,0.000
150,20.0,100.0,0.000
200,20.0,100.0,0.000
250,20.0,100.0,0.000
300,20.0,100.0,0.000
350,20.0,100.0,0.000
400,20.0,100.0,0.879
450,20.0,100.0,4.482
500,20.0,100.0,8.525
550,20.0,100.0,10.811
600,20.0,100.0,13.359
650,20.8,99.2,15.469
700,21.7,98.3,17.666
750,22.5,97.5,18.721
800,23.3,96.7,19.336
850,24.2,95.8,20.127
900,25.0,95.0,20.918
950,25.8,94.2,21.270
1000,26.7,93.3,21.709
1050,27.5,92.5,22.061
1100,28.3,91.7,22.412
1150,29.2,90.8,22.676
1200,30.0,90.0,22.852
1250,30.8,89.2,23.027
1300,31.7,88.3,23.027
1350,32.5,87.5,23.027
1400,33.3,86.7,23.027
1450,34.2,85.8,23.027
1500,35.0,85.0,22.676
1550,35.8,84.2,22.061
1600,36.7,83.3,21.445
1650,37.5,82.5,20.303
1700,38.3,81.7,19.512
1750,39.2,80.8,18.721
1800,40.0,80.0,17.930
1850,40.8,79.2,17.227
1900,41.7,78.3,16.523
1950,42.5,77.5,15.645
2000,43.3,76.7,14.854
2050,44.2,75.8,13.975
2100,45.0,75.0,13.184
2150,45.8,74.2,12.305
2200,46.7,73.3,11.426
2250,47.5,72.5,10.547
2300,48.3,71.7,9.756
2350,49.2,70.8,8.789
2400,50.0,70.0,7.910
2450,50.8,69.2,7.031
2500,51.7,68.3,6.152
2550,52.5,67.5,5.273
2600,53.3,66.7,4.395
2650,54.2,65.8,3.428
2700,55.0,65.0,2.549
2750,55.8,64.2,1.582
2800,56.7,63.3,0.703
2850,57.5,62.5,-0.264
2900,58.3,61.7,-1.230
2950,59.2,60.8,-2.109
3001,60.0,60.0,-2.988
3050,60.8,59.2,-3.691
3100,61.7,58.3,-4.658
3150,62.5,57.5,-5.361
3200,63.3,56.7,-6.152
3250,64.2,55.8,-7.119
3300,65.0,55.0,-7.998
3350,65.8,54.2,-8.877
3400,66.7,53.3,-9.756
3450,67.5,52.5,-10.635
3500,68.3,51.7,-11.338
3550,69.2,50.8,-12.041
3600,70.0,50.0,-12.832
3650,70.8,49.2,-13.535
3700,71.7,48.3,-14.326
3750,72.5,47.5,-15.029
3800,73.3,46.7,-15.645
3850,74.2,45.8,-16.436
3900,75.0,45.0,-17.402
3950,75.8,44.2,-18.193
4000,76.7,43.3,-18.984
4050,77.5,42.5,-19.775
4100,78.3,41.7,-20.566
4150,79.2,40.8,-21.445
4200,80.0,40.0,-22.324
4250,80.8,39.2,-23.115
4300,81.7,38.3,-23.994
4350,82.5,37.5,-24.785
4400,83.3,36.7,-25.752
4450,84.2,35.8,-28.828
4500,85.0,35.0,-29.531
4550,85.8,34.2,-30.410
4600,86.7,33.3,-31.289
4650,87.5,32.5,-31.816
4700,88.3,31.7,-32.432
4750,89.2,30.8,-33.398
4800,90.0,30.0,-34.014
4850,90.8,29.2,-34.541
4900,91.7,28.3,-35.156
4950,92.5,27.5,-35.859
5000,93.3,26.7,-36.475
5050,94.2,25.8,-37.002
5100,95.0,25.0,-37.617
5150,95.8,24.2,-38.145
5200,96.7,23.3,-38.672
5250,97.5,22.5,-39.199
5300,98.3,21.7,-39.551
5350,99.2,20.8,-40.078
5400,100.0,20.0,-40.430
5450,100.0,20.0,-40.693
5500,100.0,20.0,-40.693
5550,100.0,20.0,-40.693
5600,100.0,20.0,-40.693
5650,100.0,20.0,-40.693
5700,100.0,20.0,-40.693
5750,100.0,20.0,-40.693
5800,100.0,20.0,-40.693
5850,100.0,20.0,-40.693
5900,100.0,20.0,-40.693
5950,100.0,20.0,-40.693
6000,100.0,20.0,-40.693
6050,100.0,20.0,-40.693
