ms,valve_a_pct,valve_b_pct,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x1B,tension_0x2B,enc_deg
1650,39.6,80.4,2028,2.476,223.3,3619,4.419,513.3,2.62291,2.59560,16.699
1700,40.7,79.3,2028,2.476,223.3,3619,4.419,513.3,2.62291,2.59560,16.699
1750,41.8,78.2,2159,2.636,247.2,3425,4.182,477.9,2.64888,2.60187,13.008
1800,43.0,77.0,2159,2.636,247.2,3425,4.182,477.9,2.64888,2.60187,13.008
1850,44.1,75.9,2159,2.636,247.2,3425,4.182,477.9,2.64888,2.60187,13.008
1900,45.3,74.7,2159,2.636,247.2,3425,4.182,477.9,2.64888,2.60187,9.756
1950,46.5,73.5,2305,2.814,273.8,3263,3.984,448.4,2.67550,2.61001,9.756
2000,47.6,72.4,2305,2.814,273.8,3263,3.984,448.4,2.67550,2.61001,9.756
2050,48.8,71.2,2305,2.814,273.8,3263,3.984,448.4,2.67550,2.61001,5.977
2100,50.1,69.9,2305,2.814,273.8,3263,3.984,448.4,2.67550,2.61001,5.977
2150,51.3,68.7,2462,3.006,302.4,3096,3.780,417.9,2.69923,2.61645,3.428
2200,52.5,67.5,2462,3.006,302.4,3096,3.780,417.9,2.69923,2.61645,3.428
2250,53.7,66.3,2462,3.006,302.4,3096,3.780,417.9,2.69923,2.61645,0.791
2300,55.0,65.0,2462,3.006,302.4,3096,3.780,417.9,2.69923,2.61645,0.791
2350,56.2,63.8,2462,3.006,302.4,3096,3.780,417.9,2.69923,2.61645,0.791
2400,57.5,62.5,2660,3.248,338.5,2896,3.536,381.5,2.71815,2.62234,-3.340
2450,58.7,61.3,2660,3.248,338.5,2896,3.536,381.5,2.71815,2.62234,-3.340
2500,60.0,60.0,2660,3.248,338.5,2896,3.536,381.5,2.71815,2.62234,-5.977
2550,61.3,58.7,2660,3.248,338.5,2896,3.536,381.5,2.71815,2.62234,-5.977
2600,62.5,57.5,2660,3.248,338.5,2896,3.536,381.5,2.71815,2.62234,-5.977
2650,63.8,56.2,2869,3.503,376.6,2699,3.295,345.6,2.72026,2.62441,-10.107
2700,65.0,55.0,2869,3.503,376.6,2699,3.295,345.6,2.72026,2.62441,-10.107
2750,66.3,53.7,2869,3.503,376.6,2699,3.295,345.6,2.72026,2.62441,-12.656
2800,67.5,52.5,2869,3.503,376.6,2699,3.295,345.6,2.72026,2.62441,-12.656
2850,68.7,51.3,2869,3.503,376.6,2699,3.295,345.6,2.72026,2.62441,-12.656
2900,70.0,50.0,3072,3.751,413.6,2491,3.042,307.7,2.72000,2.62386,-17.051
2950,71.2,48.8,3072,3.751,413.6,2491,3.042,307.7,2.72000,2.62386,-17.051
3000,72.4,47.6,3072,3.751,413.6,2491,3.042,307.7,2.72000,2.62386,-19.688
3050,73.5,46.5,3072,3.751,413.6,2491,3.042,307.7,2.72000,2.62386,-19.688
3100,74.7,45.3,3231,3.945,442.5,2331,2.846,278.5,2.71120,2.62206,-19.688
3150,75.9,44.1,3231,3.945,442.5,2331,2.846,278.5,2.71120,2.62206,-23.203
3200,77.0,43.0,3231,3.945,442.5,2331,2.846,278.5,2.71120,2.62206,-23.203
3250,78.2,41.8,3231,3.945,442.5,2331,2.846,278.5,2.71120,2.62206,-25.488
3300,79.3,40.7,3231,3.945,442.5,2331,2.846,278.5,2.71120,2.62206,-25.488
3350,80.4,39.6,3417,4.172,476.4,2141,2.614,243.9,2.68094,2.61054,-27.773
3400,81.4,38.6,3417,4.172,476.4,2141,2.614,243.9,2.68094,2.61054,-27.773
3450,82.5,37.5,3417,4.172,476.4,2141,2.614,243.9,2.68094,2.61054,-27.773
3500,83.5,36.5,3417,4.172,476.4,2141,2.614,243.9,2.68094,2.61054,-30.762
3550,84.5,35.5,3551,4.336,500.9,2000,2.442,218.2,2.64875,2.60031,-30.762
3600,85.5,34.5,3551,4.336,500.9,2000,2.442,218.2,2.64875,2.60031,-32.695
3650,86.5,33.5,3551,4.336,500.9,2000,2.442,218.2,2.64875,2.60031,-32.695
3700,87.4,32.6,3551,4.336,500.9,2000,2.442,218.2,2.64875,2.60031,-34.453
3750,88.3,31.7,3551,4.336,500.9,2000,2.442,218.2,2.64875,2.60031,-34.453
3800,89.2,30.8,3720,4.542,531.7,1853,2.263,191.4,2.61343,2.58504,-34.453
3850,90.0,30.0,3720,4.542,531.7,1853,2.263,191.4,2.61343,2.58504,-36.914
3900,90.8,29.2,3720,4.542,531.7,1853,2.263,191.4,2.61343,2.58504,-36.914
3950,91.6,28.4,3720,4.542,531.7,1853,2.263,191.4,2.61343,2.58504,-38.320
4000,92.4,27.6,3824,4.669,550.6,1739,2.123,170.7,2.58617,2.57282,-38.320
4050,93.1,26.9,3824,4.669,550.6,1739,2.123,170.7,2.58617,2.57282,-38.320
4100,93.8,26.2,3824,4.669,550.6,1739,2.123,170.7,2.58617,2.57282,-40.166
4150,94.4,25.6,3824,4.669,550.6,1739,2.123,170.7,2.58617,2.57282,-40.166
4200,95.0,24.9,3915,4.780,567.2,1650,2.015,154.4,2.56247,2.56481,-41.221
4250,95.0,24.4,3915,4.780,567.2,1650,2.015,154.4,2.56247,2.56481,-41.221
4300,95.0,23.8,3915,4.780,567.2,1650,2.015,154.4,2.56247,2.56481,-41.221
4350,95.0,23.3,3915,4.780,567.2,1650,2.015,154.4,2.56247,2.56481,-42.363
4400,95.0,22.8,3915,4.780,567.2,1650,2.015,154.4,2.56247,2.56481,-42.363
4450,95.0,22.4,3926,4.794,569.2,1560,1.905,138.0,2.53291,2.55076,-42.363
4500,95.0,22.0,3926,4.794,569.2,1560,1.905,138.0,2.53291,2.55076,-42.979
4550,95.0,21.6,3926,4.794,569.2,1560,1.905,138.0,2.53291,2.55076,-42.979
4600,95.0,21.3,3926,4.794,569.2,1560,1.905,138.0,2.53291,2.55076,-42.979
4650,95.0,21.0,3919,4.785,567.9,1512,1.846,129.3,2.51295,2.54495,-43.594
4700,95.0,20.7,3919,4.785,567.9,1512,1.846,129.3,2.51295,2.54495,-43.594
4750,95.0,20.5,3919,4.785,567.9,1512,1.846,129.3,2.51295,2.54495,-43.594
4800,95.0,20.3,3919,4.785,567.9,1512,1.846,129.3,2.51295,2.54495,-43.945
4850,95.0,20.2,3919,4.785,567.9,1512,1.846,129.3,2.51295,2.54495,-43.945
4900,95.0,20.1,3923,4.790,568.7,1468,1.792,121.3,2.50292,2.53625,-43.945
4950,95.0,20.0,3923,4.790,568.7,1468,1.792,121.3,2.50292,2.53625,-44.209
5000,95.0,20.0,3923,4.790,568.7,1468,1.792,121.3,2.50292,2.53625,-44.209
5050,95.0,20.0,3923,4.790,568.7,1468,1.792,121.3,2.50292,2.53625,-44.297
5100,95.0,20.1,3923,4.790,568.7,1468,1.792,121.3,2.50292,2.53625,-44.297
5150,95.0,20.2,3930,4.799,569.9,1473,1.799,122.2,2.49882,2.53558,-44.297
5200,95.0,20.3,3930,4.799,569.9,1473,1.799,122.2,2.49882,2.53558,-44.297
5250,95.0,20.5,3930,4.799,569.9,1473,1.799,122.2,2.49882,2.53558,-44.297
5300,95.0,20.7,3930,4.799,569.9,1473,1.799,122.2,2.49882,2.53558,-44.297
5350,95.0,21.0,3932,4.801,570.3,1467,1.791,121.1,2.49879,2.53592,-44.297
5400,95.0,21.3,3932,4.801,570.3,1467,1.791,121.1,2.49879,2.53592,-44.297
5450,95.0,21.6,3932,4.801,570.3,1467,1.791,121.1,2.49879,2.53592,-44.297
5500,95.0,22.0,3932,4.801,570.3,1467,1.791,121.1,2.49879,2.53592,-44.297
5550,95.0,22.4,3929,4.797,569.7,1532,1.871,132.9,2.49929,2.54180,-43.945
5600,95.0,22.8,3929,4.797,569.7,1532,1.871,132.9,2.49929,2.54180,-43.945
5650,95.0,23.3,3929,4.797,569.7,1532,1.871,132.9,2.49929,2.54180,-43.418
5700,95.0,23.8,3929,4.797,569.7,1532,1.871,132.9,2.49929,2.54180,-43.418
5750,95.0,24.4,3929,4.797,569.7,1532,1.871,132.9,2.49929,2.54180,-43.418
5800,95.0,24.9,3936,4.806,571.0,1621,1.979,149.2,2.51473,2.55629,-42.803
5850,94.4,25.6,3936,4.806,571.0,1621,1.979,149.2,2.51473,2.55629,-42.803
5900,93.8,26.2,3936,4.806,571.0,1621,1.979,149.2,2.51473,2.55629,-42.803
5950,93.1,26.9,3936,4.806,571.0,1621,1.979,149.2,2.51473,2.55629,-42.012
6000,92.4,27.6,3936,4.806,571.0,1621,1.979,149.2,2.51473,2.55629,-42.012
6050,91.6,28.4,3883,4.741,561.4,1726,2.107,168.3,2.55369,2.57013,-41.045
6100,90.8,29.2,3883,4.741,561.4,1726,2.107,168.3,2.55369,2.57013,-41.045
6150,90.0,30.0,3883,4.741,561.4,1726,2.107,168.3,2.55369,2.57013,-39.727
6200,89.2,30.8,3883,4.741,561.4,1726,2.107,168.3,2.55369,2.57013,-39.727
6250,88.3,31.7,3740,4.567,535.3,1833,2.238,187.8,2.56740,2.57694,-38.320
6300,87.4,32.6,3740,4.567,535.3,1833,2.238,187.8,2.56740,2.57694,-38.320
6350,86.5,33.5,3740,4.567,535.3,1833,2.238,187.8,2.56740,2.57694,-38.320
6400,85.5,34.5,3740,4.567,535.3,1833,2.238,187.8,2.56740,2.57694,-36.123
6450,84.5,35.5,3625,4.426,514.3,1947,2.377,208.6,2.59407,2.58544,-36.123
6500,83.5,36.5,3625,4.426,514.3,1947,2.377,208.6,2.59407,2.58544,-36.123
6550,82.5,37.5,3625,4.426,514.3,1947,2.377,208.6,2.59407,2.58544,-33.750
6600,81.4,38.6,3625,4.426,514.3,1947,2.377,208.6,2.59407,2.58544,-33.750
6650,80.4,39.6,3625,4.426,514.3,1947,2.377,208.6,2.59407,2.58544,-31.816
6700,79.3,40.7,3444,4.205,481.4,2120,2.589,240.1,2.62679,2.60030,-31.816
6750,78.2,41.8,3444,4.205,481.4,2120,2.589,240.1,2.62679,2.60030,-30.059
6800,77.0,43.0,3444,4.205,481.4,2120,2.589,240.1,2.62679,2.60030,-30.059
6850,75.9,44.1,3444,4.205,481.4,2120,2.589,240.1,2.62679,2.60030,-30.059
6900,74.7,45.3,3444,4.205,481.4,2120,2.589,240.1,2.62679,2.60030,-26.807
6950,73.5,46.5,3256,3.976,447.1,2312,2.823,275.1,2.66653,2.61492,-26.807
7000,72.4,47.6,3256,3.976,447.1,2312,2.823,275.1,2.66653,2.61492,-24.697
7050,71.2,48.8,3256,3.976,447.1,2312,2.823,275.1,2.66653,2.61492,-24.697
7100,69.9,50.1,3256,3.976,447.1,2312,2.823,275.1,2.66653,2.61492,-24.697
7150,68.7,51.3,3256,3.976,447.1,2312,2.823,275.1,2.66653,2.61492,-21.182
7200,67.5,52.5,3070,3.748,413.2,2500,3.053,309.3,2.69434,2.62291,-21.182
7250,66.3,53.7,3070,3.748,413.2,2500,3.053,309.3,2.69434,2.62291,-18.721
7300,65.0,55.0,3070,3.748,413.2,2500,3.053,309.3,2.69434,2.62291,-18.721
7350,63.8,56.2,3070,3.748,413.2,2500,3.053,309.3,2.69434,2.62291,-18.721
7400,62.5,57.5,3070,3.748,413.2,2500,3.053,309.3,2.69434,2.62291,-14.414
7450,61.3,58.7,2849,3.479,372.9,2691,3.286,344.1,2.71458,2.62457,-14.414
7500,60.0,60.0,2849,3.479,372.9,2691,3.286,344.1,2.71458,2.62457,-14.414
7550,58.7,61.3,2849,3.479,372.9,2691,3.286,344.1,2.71458,2.62457,-10.459
7600,57.5,62.5,2849,3.479,372.9,2691,3.286,344.1,2.71458,2.62457,-10.459
7650,56.2,63.8,2849,3.479,372.9,2691,3.286,344.1,2.71458,2.62457,-7.646
7700,55.0,65.0,2650,3.236,336.7,2920,3.565,385.9,2.72087,2.62469,-7.646
7750,53.7,66.3,2650,3.236,336.7,2920,3.565,385.9,2.72087,2.62469,-4.922
7800,52.5,67.5,2650,3.236,336.7,2920,3.565,385.9,2.72087,2.62469,-4.922
7850,51.3,68.7,2650,3.236,336.7,2920,3.565,385.9,2.72087,2.62469,-2.197
7900,50.1,69.9,2650,3.236,336.7,2920,3.565,385.9,2.72087,2.62469,-2.197
7950,48.8,71.2,2454,2.996,301.0,3108,3.795,420.1,2.72037,2.62341,-2.197
8000,47.6,72.4,2454,2.996,301.0,3108,3.795,420.1,2.72037,2.62341,-1.934
8050,46.4,73.6,2454,2.996,301.0,3108,3.795,420.1,2.72037,2.62341,-1.934
8100,45.3,74.7,2454,2.996,301.0,3108,3.795,420.1,2.72037,2.62341,-1.934
8150,44.1,75.9,2297,2.805,272.3,3269,3.991,449.5,2.71504,2.61943,-1.934
8200,43.0,77.0,2297,2.805,272.3,3269,3.991,449.5,2.71504,2.61943,-1.934
8250,41.8,78.2,2297,2.805,272.3,3269,3.991,449.5,2.71504,2.61943,-1.934
8300,40.7,79.3,2297,2.805,272.3,3269,3.991,449.5,2.71504,2.61943,-1.934
8350,39.6,80.4,2297,2.805,272.3,3269,3.991,449.5,2.71504,2.61943,-1.934
8400,38.6,81.4,2112,2.579,238.6,3454,4.217,483.2,2.67469,2.60866,-1.934
8450,37.5,82.5,2112,2.579,238.6,3454,4.217,483.2,2.67469,2.60866,-1.934
8500,36.5,83.5,2112,2.579,238.6,3454,4.217,483.2,2.67469,2.60866,-1.934
8550,35.5,84.5,2112,2.579,238.6,3454,4.217,483.2,2.67469,2.60866,-1.934
8600,34.5,85.5,1957,2.389,210.4,3600,4.396,509.8,2.63511,2.59858,-1.934
8650,33.5,86.5,1957,2.389,210.4,3600,4.396,509.8,2.63511,2.59858,-1.934
8700,32.6,87.4,1957,2.389,210.4,3600,4.396,509.8,2.63511,2.59858,-1.934
8750,31.7,88.3,1957,2.389,210.4,3600,4.396,509.8,2.63511,2.59858,-1.934
8800,30.8,89.2,1957,2.389,210.4,3600,4.396,509.8,2.63511,2.59858,-1.934
8850,30.0,90.0,1824,2.227,186.1,3733,4.558,534.0,2.60000,2.58522,-1.934
8900,29.2,90.8,1824,2.227,186.1,3733,4.558,534.0,2.60000,2.58522,-1.934
8950,28.4,91.6,1824,2.227,186.1,3733,4.558,534.0,2.60000,2.58522,-1.934
9000,27.6,92.4,1824,2.227,186.1,3733,4.558,534.0,2.60000,2.58522,-1.934
9050,26.9,93.1,1824,2.227,186.1,3733,4.558,534.0,2.60000,2.58522,-1.934
9100,26.2,93.8,1690,2.063,161.7,3862,4.716,557.5,2.56032,2.57310,-1.934
9150,25.6,94.4,1690,2.063,161.7,3862,4.716,557.5,2.56032,2.57310,-1.934
9200,24.9,95.0,1690,2.063,161.7,3862,4.716,557.5,2.56032,2.57310,-1.934
9250,24.4,95.0,1690,2.063,161.7,3862,4.716,557.5,2.56032,2.57310,-1.934
9300,23.8,95.0,1690,2.063,161.7,3862,4.716,557.5,2.56032,2.57310,-1.934
9350,23.3,95.0,1591,1.943,143.7,3930,4.799,569.9,2.52873,2.56304,-1.934
9400,22.8,95.0,1591,1.943,143.7,3930,4.799,569.9,2.52873,2.56304,-1.934
9450,22.4,95.0,1591,1.943,143.7,3930,4.799,569.9,2.52873,2.56304,-1.934
9500,22.0,95.0,1591,1.943,143.7,3930,4.799,569.9,2.52873,2.56304,-1.934
9550,21.6,95.0,1591,1.943,143.7,3930,4.799,569.9,2.52873,2.56304,-1.934
9600,21.3,95.0,1517,1.852,130.2,3920,4.786,568.1,2.50537,2.55101,-1.934
9650,21.0,95.0,1517,1.852,130.2,3920,4.786,568.1,2.50537,2.55101,-1.934
9700,20.7,95.0,1517,1.852,130.2,3920,4.786,568.1,2.50537,2.55101,-1.934
9750,20.5,95.0,1517,1.852,130.2,3920,4.786,568.1,2.50537,2.55101,-1.934
9800,20.3,95.0,1478,1.805,123.1,3932,4.801,570.3,2.49154,2.54448,-1.934
9850,20.2,95.0,1478,1.805,123.1,3932,4.801,570.3,2.49154,2.54448,-1.934
9900,20.1,95.0,1478,1.805,123.1,3932,4.801,570.3,2.49154,2.54448,-1.934
9950,20.0,95.0,1478,1.805,123.1,3932,4.801,570.3,2.49154,2.54448,-1.934
