ms,valve_a_pct,valve_b_pct,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,20.0,95.0,828,1.011,4.6,829,1.012,4.8,,,0.000
50,20.0,95.0,828,1.011,4.6,829,1.012,4.8,,,0.000
100,20.1,95.0,828,1.011,4.6,829,1.012,4.8,,,0.000
150,20.2,95.0,828,1.011,4.6,829,1.012,4.8,,,0.000
200,20.3,95.0,1485,1.813,124.4,1939,2.368,207.1,2.25850,2.33935,0.000
250,20.5,95.0,1485,1.813,124.4,1939,2.368,207.1,2.25850,2.33935,2.637
300,20.7,95.0,1485,1.813,124.4,1939,2.368,207.1,2.25850,2.33935,2.637
350,21.0,95.0,1485,1.813,124.4,1939,2.368,207.1,2.25850,2.33935,2.637
400,21.3,95.0,1485,1.813,124.4,1939,2.368,207.1,2.25850,2.33935,5.977
450,21.6,95.0,1514,1.849,129.7,2601,3.176,327.7,2.25890,2.33834,5.977
500,22.0,95.0,1514,1.849,129.7,2601,3.176,327.7,2.25890,2.33834,14.854
550,22.4,95.0,1514,1.849,129.7,2601,3.176,327.7,2.25890,2.33834,14.854
600,22.8,95.0,1514,1.849,129.7,2601,3.176,327.7,2.25890,2.33834,14.854
650,23.3,95.0,1574,1.922,140.6,3156,3.853,428.9,2.26099,2.33888,19.072
700,23.8,95.0,1574,1.922,140.6,3156,3.853,428.9,2.26099,2.33888,19.072
