ms,valve_a_pct,valve_b_pct,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
4150,94.4,25.6,3805,4.646,547.2,1760,2.149,174.5,2.25207,2.26828,-57.217
4200,95.0,24.9,3918,4.784,567.7,1651,2.016,154.6,2.19786,2.26831,-57.217
4250,95.0,24.4,3918,4.784,567.7,1651,2.016,154.6,2.19786,2.26831,-57.217
4300,95.0,23.8,3918,4.784,567.7,1651,2.016,154.6,2.19786,2.26831,-59.150
4350,95.0,23.3,3918,4.784,567.7,1651,2.016,154.6,2.19786,2.26831,-59.150
4400,95.0,22.8,3931,4.800,570.1,1579,1.928,141.5,2.19859,2.26768,-59.766
4450,95.0,22.4,3931,4.800,570.1,1579,1.928,141.5,2.19859,2.26768,-59.766
4500,95.0,22.0,3931,4.800,570.1,1579,1.928,141.5,2.19859,2.26768,-59.766
4550,95.0,21.6,3931,4.800,570.1,1579,1.928,141.5,2.19859,2.26768,-60.645
4600,95.0,21.3,3931,4.800,570.1,1527,1.864,132.0,2.19859,2.26875,-60.645
4650,95.0,21.0,3931,4.800,570.1,1527,1.864,132.0,2.19859,2.26875,-60.645
4700,95.0,20.7,3931,4.800,570.1,1527,1.864,132.0,2.19859,2.26875,-61.172
4750,95.0,20.5,3931,4.800,570.1,1527,1.864,132.0,2.19859,2.26875,-61.172
4800,95.0,20.3,3931,4.800,570.1,1527,1.864,132.0,2.19859,2.26875,-61.436
4850,95.0,20.2,3932,4.801,570.3,1470,1.795,121.6,2.19912,2.26861,-61.436
4900,95.0,20.1,3932,4.801,570.3,1470,1.795,121.6,2.19912,2.26861,-61.436
4950,95.0,20.0,3932,4.801,570.3,1470,1.795,121.6,2.19912,2.26861,-61.611
5000,95.0,20.0,3932,4.801,570.3,1470,1.795,121.6,2.19912,2.26861,-61.611
5050,95.0,20.0,3934,4.803,570.7,1474,1.800,122.4,2.19948,2.26880,-61.611
5100,95.0,20.1,3934,4.803,570.7,1474,1.800,122.4,2.19948,2.26880,-61.787
5150,95.0,20.2,3934,4.803,570.7,1474,1.800,122.4,2.19948,2.26880,-61.787
5200,95.0,20.3,3934,4.803,570.7,1474,1.800,122.4,2.19948,2.26880,-61.787
5250,95.0,20.5,3930,4.799,569.9,1470,1.795,121.6,2.19893,2.26853,-61.787
5300,95.0,20.7,3930,4.799,569.9,1470,1.795,121.6,2.19893,2.26853,-61.787
5350,95.0,21.0,3930,4.799,569.9,1470,1.795,121.6,2.19893,2.26853,-61.787
5400,95.0,21.3,3930,4.799,569.9,1470,1.795,121.6,2.19893,2.26853,-61.787
5450,95.0,21.6,3930,4.799,569.9,1470,1.795,121.6,2.19893,2.26853,-61.787
5500,95.0,22.0,3934,4.803,570.7,1506,1.839,128.2,2.19856,2.26804,-61.787
5550,95.0,22.4,3934,4.803,570.7,1506,1.839,128.2,2.19856,2.26804,-61.348
5600,95.0,22.8,3934,4.803,570.7,1506,1.839,128.2,2.19856,2.26804,-61.348
5650,95.0,23.3,3934,4.803,570.7,1506,1.839,128.2,2.19856,2.26804,-61.348
5700,95.0,23.8,3933,4.802,570.5,1588,1.939,143.1,2.19836,2.26834,-60.557
5750,95.0,24.4,3933,4.802,570.5,1588,1.939,143.1,2.19836,2.26834,-60.557
5800,95.0,24.9,3933,4.802,570.5,1588,1.939,143.1,2.19836,2.26834,-60.557
5850,94.4,25.6,3933,4.802,570.5,1588,1.939,143.1,2.19836,2.26834,-59.678
5900,93.8,26.2,3933,4.802,570.5,1658,2.024,155.9,2.19799,2.26777,-59.678
5950,93.1,26.9,3933,4.802,570.5,1658,2.024,155.9,2.19799,2.26777,-58.799
6000,92.4,27.6,3933,4.802,570.5,1658,2.024,155.9,2.19799,2.26777,-58.799
6050,91.6,28.4,3933,4.802,570.5,1658,2.024,155.9,2.19799,2.26777,-57.744
6100,90.8,29.2,3933,4.802,570.5,1658,2.024,155.9,2.19799,2.26777,-57.744
6150,90.0,30.0,3835,4.683,552.6,1779,2.172,177.9,2.22248,2.26713,-57.744
6200,89.2,30.8,3835,4.683,552.6,1779,2.172,177.9,2.22248,2.26713,-54.756
6250,88.3,31.7,3835,4.683,552.6,1779,2.172,177.9,2.22248,2.26713,-54.756
6300,87.4,32.6,3835,4.683,552.6,1779,2.172,177.9,2.22248,2.26713,-52.822
6350,86.4,33.6,3689,4.504,526.0,1886,2.303,197.4,2.30573,2.30342,-52.822
6400,85.5,34.5,3689,4.504,526.0,1886,2.303,197.4,2.30573,2.30342,-52.822
6450,84.5,35.5,3689,4.504,526.0,1886,2.303,197.4,2.30573,2.30342,-49.482
6500,83.5,36.5,3689,4.504,526.0,1886,2.303,197.4,2.30573,2.30342,-49.482
6550,82.5,37.5,3689,4.504,526.0,1886,2.303,197.4,2.30573,2.30342,-49.482
6600,81.4,38.6,3520,4.298,495.2,2050,2.503,227.3,2.42752,2.40870,-45.703
6650,80.4,39.6,3520,4.298,495.2,2050,2.503,227.3,2.42752,2.40870,-45.703
6700,79.3,40.7,3520,4.298,495.2,2050,2.503,227.3,2.42752,2.40870,-45.703
6750,78.2,41.8,3520,4.298,495.2,2050,2.503,227.3,2.42752,2.40870,-41.660
6800,77.0,43.0,3520,4.298,495.2,2050,2.503,227.3,2.42752,2.40870,-41.660
6850,75.9,44.1,3310,4.042,456.9,2222,2.713,258.7,2.50289,2.51191,-41.660
6900,74.7,45.3,3310,4.042,456.9,2222,2.713,258.7,2.50289,2.51191,-37.441
6950,73.5,46.5,3310,4.042,456.9,2222,2.713,258.7,2.50289,2.51191,-37.441
7000,72.4,47.6,3310,4.042,456.9,2222,2.713,258.7,2.50289,2.51191,-37.441
7050,71.2,48.8,3310,4.042,456.9,2222,2.713,258.7,2.50289,2.51191,-32.959
7100,69.9,50.1,3144,3.839,426.7,2422,2.957,295.1,2.55940,2.58030,-32.959
7150,68.7,51.3,3144,3.839,426.7,2422,2.957,295.1,2.55940,2.58030,-30.059
7200,67.5,52.5,3144,3.839,426.7,2422,2.957,295.1,2.55940,2.58030,-30.059
7250,66.3,53.7,3144,3.839,426.7,2422,2.957,295.1,2.55940,2.58030,-30.059
7300,65.0,55.0,3144,3.839,426.7,2422,2.957,295.1,2.55940,2.58030,-25.400
7350,63.8,56.2,2938,3.587,389.2,2617,3.195,330.7,2.59566,2.61618,-25.400
7400,62.5,57.5,2938,3.587,389.2,2617,3.195,330.7,2.59566,2.61618,-25.400
7450,61.3,58.7,2938,3.587,389.2,2617,3.195,330.7,2.59566,2.61618,-20.918
7500,60.0,60.0,2938,3.587,389.2,2617,3.195,330.7,2.59566,2.61618,-20.918
7550,58.7,61.3,2778,3.392,360.0,2783,3.398,360.9,2.60450,2.62102,-17.666
7600,57.5,62.5,2778,3.392,360.0,2783,3.398,360.9,2.60450,2.62102,-17.666
7650,56.2,63.8,2778,3.392,360.0,2783,3.398,360.9,2.60450,2.62102,-17.666
7700,55.0,65.0,2778,3.392,360.0,2783,3.398,360.9,2.60450,2.62102,-13.096
7750,53.7,66.3,2611,3.188,329.6,2950,3.602,391.3,2.60616,2.61708,-13.096
7800,52.5,67.5,2611,3.188,329.6,2950,3.602,391.3,2.60616,2.61708,-10.107
7850,51.3,68.7,2611,3.188,329.6,2950,3.602,391.3,2.60616,2.61708,-10.107
7900,50.0,70.0,2611,3.188,329.6,2950,3.602,391.3,2.60616,2.61708,-10.107
7950,48.8,71.2,2451,2.993,300.4,3120,3.810,422.3,2.59626,2.59111,-5.273
8000,47.6,72.4,2451,2.993,300.4,3120,3.810,422.3,2.59626,2.59111,-5.273
8050,46.4,73.6,2451,2.993,300.4,3120,3.810,422.3,2.59626,2.59111,-2.285
8100,45.3,74.7,2451,2.993,300.4,3120,3.810,422.3,2.59626,2.59111,-2.285
8150,44.1,75.9,2295,2.802,272.0,3273,3.996,450.2,2.57007,2.55362,0.703
8200,43.0,77.0,2295,2.802,272.0,3273,3.996,450.2,2.57007,2.55362,0.703
8250,41.8,78.2,2295,2.802,272.0,3273,3.996,450.2,2.57007,2.55362,0.703
8300,40.7,79.3,2295,2.802,272.0,3273,3.996,450.2,2.57007,2.55362,4.834
8350,39.6,80.4,2295,2.802,272.0,3273,3.996,450.2,2.57007,2.55362,4.834
8400,38.6,81.4,2108,2.574,237.9,3458,4.222,483.9,2.52893,2.45815,7.559
8450,37.5,82.5,2108,2.574,237.9,3458,4.222,483.9,2.52893,2.45815,7.559
8500,36.5,83.5,2108,2.574,237.9,3458,4.222,483.9,2.52893,2.45815,7.559
8550,35.5,84.5,2108,2.574,237.9,3458,4.222,483.9,2.52893,2.45815,11.426
8600,34.5,85.5,2108,2.574,237.9,3458,4.222,483.9,2.52893,2.45815,11.426
8650,33.5,86.5,1939,2.368,207.1,3615,4.414,512.5,2.47060,2.31612,11.426
8700,32.6,87.4,1939,2.368,207.1,3615,4.414,512.5,2.47060,2.31612,15.117
8750,31.7,88.3,1939,2.368,207.1,3615,4.414,512.5,2.47060,2.31612,15.117
8800,30.8,89.2,1939,2.368,207.1,3615,4.414,512.5,2.47060,2.31612,15.117
8850,30.0,90.0,1939,2.368,207.1,3615,4.414,512.5,2.47060,2.31612,18.457
8900,29.2,90.8,1794,2.190,180.7,3780,4.615,542.6,2.37955,2.26861,18.457
8950,28.4,91.6,1794,2.190,180.7,3780,4.615,542.6,2.37955,2.26861,20.391
9000,27.6,92.4,1794,2.190,180.7,3780,4.615,542.6,2.37955,2.26861,20.391
9050,26.9,93.1,1794,2.190,180.7,3780,4.615,542.6,2.37955,2.26861,20.391
9100,26.2,93.8,1794,2.190,180.7,3780,4.615,542.6,2.37955,2.26861,22.939
9150,25.6,94.4,1668,2.037,157.7,3888,4.747,562.3,2.30788,2.26850,22.939
9200,24.9,95.0,1668,2.037,157.7,3888,4.747,562.3,2.30788,2.26850,22.939
9250,24.4,95.0,1668,2.037,157.7,3888,4.747,562.3,2.30788,2.26850,25.049
9300,23.8,95.0,1668,2.037,157.7,3888,4.747,562.3,2.30788,2.26850,25.049
9350,23.3,95.0,1668,2.037,157.7,3888,4.747,562.3,2.30788,2.26850,25.049
9400,22.8,95.0,1582,1.932,142.0,3930,4.799,569.9,2.25092,2.26796,26.279
9450,22.4,95.0,1582,1.932,142.0,3930,4.799,569.9,2.25092,2.26796,26.279
9500,22.0,95.0,1582,1.932,142.0,3930,4.799,569.9,2.25092,2.26796,26.982
9550,21.6,95.0,1582,1.932,142.0,3930,4.799,569.9,2.25092,2.26796,26.982
9600,21.3,95.0,1582,1.932,142.0,3930,4.799,569.9,2.25092,2.26796,26.982
9650,21.0,95.0,1508,1.841,128.6,3922,4.789,568.5,2.19836,2.26866,27.773
9700,20.7,95.0,1508,1.841,128.6,3922,4.789,568.5,2.19836,2.26866,27.773
9750,20.5,95.0,1508,1.841,128.6,3922,4.789,568.5,2.19836,2.26866,28.125
9800,20.3,95.0,1508,1.841,128.6,3922,4.789,568.5,2.19836,2.26866,28.125
9850,20.2,95.0,1484,1.812,124.2,3923,4.790,568.7,2.19847,2.26859,28.389
9900,20.1,95.0,1484,1.812,124.2,3923,4.790,568.7,2.19847,2.26859,28.389
9950,20.0,95.0,1484,1.812,124.2,3923,4.790,568.7,2.19847,2.26859,28.564
