ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,0.352
100,20.0,100.0,0.791
150,20.0,100.0,1.143
200,20.0,100.0,1.582
250,20.0,100.0,1.846
300,20.0,100.0,2.109
350,20.0,100.0,2.285
400,20.0,100.0,2.373
450,20.0,100.0,2.373
500,20.0,100.0,2.461
550,20.0,100.0,2.549
600,20.0,100.0,2.461
650,20.8,99.2,2.197
700,21.7,98.3,1.846
750,22.5,97.5,1.494
800,23.3,96.7,1.230
850,24.2,95.8,0.791
900,25.0,95.0,0.527
950,25.8,94.2,0.264
1000,26.7,93.3,0.088
1050,27.5,92.5,0.000
1100,28.3,91.7,-0.088
1150,29.2,90.8,-0.088
1200,30.0,90.0,-0.088
1250,30.8,89.2,-0.088
1300,31.7,88.3,-0.176
1350,32.5,87.5,-0.088
1400,33.3,86.7,0.176
1450,34.2,85.8,0.439
1500,35.0,85.0,0.703
1550,35.8,84.2,0.879
1600,36.7,83.3,1.143
1650,37.5,82.5,1.318
1700,38.3,81.7,1.406
1750,39.2,80.8,1.494
1800,40.0,80.0,1.494
1850,40.8,79.2,1.582
1900,41.7,78.3,1.582
1950,42.5,77.5,1.670
2000,43.3,76.7,1.670
2050,44.2,75.8,1.582
2100,45.0,75.0,1.406
2150,45.8,74.2,1.143
2200,46.7,73.3,0.967
2250,47.5,72.5,0.791
2300,48.3,71.7,0.615
2350,49.2,70.8,0.527
2400,50.0,70.0,0.439
2450,50.8,69.2,0.439
2500,51.7,68.3,0.439
2551,52.5,67.5,0.439
2600,53.3,66.7,0.439
2650,54.2,65.8,0.439
2700,55.0,65.0,0.439
2750,55.8,64.2,0.439
2800,56.7,63.3,0.615
2850,57.5,62.5,0.879
2900,58.3,61.7,1.055
2950,59.2,60.8,1.143
3000,60.0,60.0,1.318
3050,60.8,59.2,1.406
3100,61.7,58.3,1.494
3150,62.5,57.5,1.494
3200,63.3,56.7,1.494
3250,64.2,55.8,1.494
3300,65.0,55.0,1.582
3350,65.8,54.2,1.582
3400,66.7,53.3,1.582
3450,67.5,52.5,1.406
3500,68.3,51.7,1.318
3550,69.2,50.8,1.230
3600,70.0,50.0,1.143
3650,70.8,49.2,1.143
3700,71.7,48.3,1.055
3750,72.5,47.5,1.055
3800,73.3,46.7,1.055
3850,74.2,45.8,1.055
3900,75.0,45.0,1.055
3950,75.8,44.2,1.055
4000,76.7,43.3,0.967
4050,77.5,42.5,1.143
4100,78.3,41.7,1.230
4150,79.2,40.8,1.318
4200,80.0,40.0,1.406
4250,80.8,39.2,1.494
4300,81.7,38.3,1.494
4350,82.5,37.5,1.494
4400,83.3,36.7,1.582
4450,84.2,35.8,1.582
4500,85.0,35.0,1.582
4550,85.8,34.2,1.582
4600,86.7,33.3,1.670
4650,87.5,32.5,1.670
4700,88.3,31.7,1.670
4750,89.2,30.8,1.670
4800,90.0,30.0,1.670
4850,90.8,29.2,1.670
4900,91.7,28.3,1.670
4950,92.5,27.5,1.670
5000,93.3,26.7,1.670
5050,94.2,25.8,1.670
5100,95.0,25.0,1.670
5150,95.8,24.2,1.670
5200,96.7,23.3,1.670
5250,97.5,22.5,1.670
5300,98.3,21.7,1.670
5350,99.2,20.8,1.670
5400,100.0,20.0,1.670
5450,100.0,20.0,1.670
5500,100.0,20.0,1.670
5550,100.0,20.0,1.670
5600,100.0,20.0,1.670
5650,100.0,20.0,1.670
5700,100.0,20.0,1.670
5750,100.0,20.0,1.670
5800,100.0,20.0,1.670
5850,100.0,20.0,1.670
