ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,0.000
100,20.0,100.0,0.000
150,20.0,100.0,0.000
200,20.0,100.0,0.000
250,20.0,100.0,0.000
300,20.0,100.0,0.000
350,20.0,100.0,0.000
400,20.0,100.0,-0.088
450,20.0,100.0,-0.879
500,20.0,100.0,-2.900
550,20.0,100.0,-5.713
600,20.0,100.0,-7.910
650,20.8,99.2,-9.756
700,21.7,98.3,-11.074
750,22.5,97.5,-12.744
800,23.3,96.7,-14.590
850,24.2,95.8,-15.732
900,25.0,95.0,-16.260
950,25.8,94.2,-16.875
1000,26.7,93.3,-17.314
1050,27.5,92.5,-17.490
1100,28.3,91.7,-17.578
1150,29.2,90.8,-17.666
1200,30.0,90.0,-17.666
1250,30.8,89.2,-17.578
1300,31.7,88.3,-17.402
1350,32.5,87.5,-16.963
1400,33.3,86.7,-16.172
1450,34.2,85.8,-15.381
1500,35.0,85.0,-14.590
1550,35.8,84.2,-13.887
1600,36.7,83.3,-12.480
1650,37.5,82.5,-11.250
1700,38.3,81.7,-10.195
1750,39.2,80.8,-9.229
1800,40.0,80.0,-8.174
1850,40.8,79.2,-7.295
1900,41.7,78.3,-6.152
1950,42.5,77.5,-5.098
2000,43.3,76.7,-4.219
2050,44.2,75.8,-3.164
2100,45.0,75.0,-2.197
2150,45.8,74.2,-1.318
2200,46.7,73.3,-0.439
2250,47.5,72.5,0.439
2300,48.3,71.7,1.318
2350,49.2,70.8,2.373
2400,50.0,70.0,3.428
2450,50.8,69.2,4.570
2500,51.7,68.3,5.625
2550,52.5,67.5,6.680
2600,53.3,66.7,7.822
2650,54.2,65.8,8.877
2700,55.0,65.0,10.020
2750,55.8,64.2,11.074
2800,56.7,63.3,12.129
2850,57.5,62.5,13.271
2900,58.3,61.7,14.238
2950,59.2,60.8,15.381
3000,60.0,60.0,16.436
3050,60.8,59.2,17.490
3100,61.7,58.3,18.545
3150,62.5,57.5,19.600
3200,63.3,56.7,20.742
3250,64.2,55.8,21.709
3300,65.0,55.0,22.852
3350,65.8,54.2,23.906
3400,66.7,53.3,24.873
3450,67.5,52.5,25.840
3500,68.3,51.7,26.895
3550,69.2,50.8,27.949
3600,70.0,50.0,29.092
3650,70.8,49.2,30.146
3700,71.7,48.3,31.201
3750,72.5,47.5,32.256
3800,73.3,46.7,33.311
3850,74.2,45.8,34.365
3900,75.0,45.0,35.244
3950,75.8,44.2,36.387
4000,76.7,43.3,37.441
4050,77.5,42.5,38.320
4100,78.3,41.7,39.463
4150,79.2,40.8,40.518
4200,80.0,40.0,41.572
4250,80.8,39.2,42.627
4300,81.7,38.3,43.770
4350,82.5,37.5,44.824
4400,83.3,36.7,45.879
4450,84.2,35.8,47.021
4500,85.0,35.0,47.988
4550,85.8,34.2,49.043
4600,86.7,33.3,49.922
4650,87.5,32.5,50.977
4700,88.3,31.7,52.119
4750,89.2,30.8,53.086
4800,90.0,30.0,54.141
4850,90.8,29.2,55.107
4900,91.7,28.3,56.074
4950,92.5,27.5,57.041
5000,93.3,26.7,58.008
5050,94.2,25.8,58.887
5100,95.0,25.0,59.854
5150,95.8,24.2,60.732
5200,96.7,23.3,61.611
5250,97.5,22.5,62.402
5300,98.3,21.7,63.105
5350,99.2,20.8,63.896
5400,100.0,20.0,64.512
5450,100.0,20.0,65.039
5500,100.0,20.0,65.391
5550,100.0,20.0,65.391
5600,100.0,20.0,65.391
5650,100.0,20.0,65.391
5700,100.0,20.0,65.391
5750,100.0,20.0,65.391
5800,100.0,20.0,65.391
5850,100.0,20.0,65.391
5900,100.0,20.0,65.391
5950,100.0,20.0,65.391
6000,100.0,20.0,65.391
6050,100.0,20.0,65.391
6100,100.0,20.0,65.391
6150,100.0,20.0,65.391
6200,100.0,20.0,65.391
6250,100.0,20.0,65.391
6300,100.0,20.0,65.391
6350,100.0,20.0,65.391
6400,100.0,20.0,65.479
6450,100.0,20.0,65.479
6500,100.0,20.0,65.479
6550,100.0,20.0,65.479
6600,100.0,20.0,65.479
6650,99.2,20.8,65.479
6700,98.3,21.7,65.566
6750,97.5,22.5,65.566
6800,96.7,23.3,65.566
6850,95.8,24.2,64.688
6900,95.0,25.0,63.193
6950,94.2,25.8,62.490
7000,93.3,26.7,61.523
7050,92.5,27.5,60.732
7100,91.7,28.3,59.766
7150,90.8,29.2,58.887
7200,90.0,30.0,58.008
7250,89.2,30.8,57.041
7300,88.3,31.7,56.074
7350,87.5,32.5,55.107
7400,86.7,33.3,54.053
7450,85.8,34.2,52.998
7500,85.0,35.0,51.943
7550,84.2,35.8,50.977
7600,83.3,36.7,50.010
7650,82.5,37.5,48.955
7700,81.7,38.3,47.900
7750,80.8,39.2,46.846
7800,80.0,40.0,45.703
7850,79.2,40.8,44.648
7900,78.3,41.7,43.594
7950,77.5,42.5,42.539
8000,76.7,43.3,41.484
8050,75.8,44.2,40.430
8100,75.0,45.0,39.287
8150,74.2,45.8,38.320
8200,73.3,46.7,37.178
8250,72.5,47.5,36.211
8300,71.7,48.3,35.068
8350,70.8,49.2,34.102
8400,70.0,50.0,33.047
8450,69.2,50.8,31.904
8500,68.3,51.7,30.850
8550,67.5,52.5,29.883
8600,66.7,53.3,28.740
8650,65.8,54.2,27.686
8700,65.0,55.0,26.631
8750,64.2,55.8,25.576
8800,63.3,56.7,24.521
8850,62.5,57.5,23.555
8900,61.7,58.3,22.412
8950,60.8,59.2,21.445
