ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,0.000
100,20.0,100.0,0.000
150,20.0,100.0,0.000
200,20.0,100.0,0.000
250,20.0,100.0,0.000
300,20.0,100.0,0.527
350,20.0,100.0,3.955
400,20.0,100.0,8.613
450,20.0,100.0,11.514
500,20.0,100.0,14.590
550,20.0,100.0,17.051
600,20.0,100.0,19.600
650,20.8,99.2,21.357
700,21.7,98.3,22.764
750,22.5,97.5,23.818
800,23.3,96.7,24.697
850,24.2,95.8,25.312
900,25.0,95.0,25.928
950,25.8,94.2,26.455
1000,26.7,93.3,26.895
1050,27.5,92.5,27.334
1100,28.3,91.7,27.598
1150,29.2,90.8,27.861
1200,30.0,90.0,28.037
1250,30.8,89.2,28.213
1300,31.7,88.3,28.213
1350,32.5,87.5,28.301
1400,33.3,86.7,28.301
1450,34.2,85.8,28.037
1500,35.0,85.0,27.686
1550,35.8,84.2,26.982
1600,36.7,83.3,26.279
1650,37.5,82.5,25.400
1700,38.3,81.7,24.785
1750,39.2,80.8,24.170
1800,40.0,80.0,23.379
1850,40.8,79.2,22.676
1900,41.7,78.3,22.061
1950,42.5,77.5,21.270
2000,43.3,76.7,20.479
2050,44.2,75.8,19.512
2100,45.0,75.0,18.721
2150,45.8,74.2,17.930
2200,46.7,73.3,17.051
2250,47.5,72.5,16.172
2300,48.3,71.7,15.205
2350,49.2,70.8,14.326
2400,50.0,70.0,13.447
2450,50.8,69.2,12.568
2500,51.7,68.3,11.689
2550,52.5,67.5,10.723
2600,53.3,66.7,9.932
2650,54.2,65.8,8.965
2700,55.0,65.0,8.086
2750,55.8,64.2,7.119
2800,56.7,63.3,6.152
2850,57.5,62.5,5.273
2900,58.3,61.7,4.307
2950,59.2,60.8,3.340
3000,60.0,60.0,2.461
3050,60.8,59.2,1.406
3100,61.7,58.3,0.439
3150,62.5,57.5,-0.615
3200,63.3,56.7,-1.582
3250,64.2,55.8,-2.461
3300,65.0,55.0,-3.428
3350,65.8,54.2,-4.395
3400,66.7,53.3,-5.361
3450,67.5,52.5,-6.328
3500,68.3,51.7,-7.295
3550,69.2,50.8,-8.262
3600,70.0,50.0,-9.316
3650,70.8,49.2,-10.195
3700,71.7,48.3,-11.074
3750,72.5,47.5,-12.041
3800,73.3,46.7,-12.920
3850,74.2,45.8,-13.799
3900,75.0,45.0,-14.766
3950,75.8,44.2,-15.645
4000,76.7,43.3,-16.611
4050,77.5,42.5,-17.402
4100,78.3,41.7,-18.281
4150,79.2,40.8,-19.160
4200,80.0,40.0,-19.951
4250,80.8,39.2,-20.830
4300,81.7,38.3,-21.621
4350,82.5,37.5,-22.412
4400,83.3,36.7,-23.115
4450,84.2,35.8,-23.818
4500,85.0,35.0,-24.434
4550,85.8,34.2,-24.521
4600,86.7,33.3,-24.521
4650,87.5,32.5,-24.521
4700,88.3,31.7,-24.521
4750,89.2,30.8,-24.521
4800,90.0,30.0,-24.521
4850,90.8,29.2,-24.521
4900,91.7,28.3,-24.521
4950,92.5,27.5,-24.521
5000,93.3,26.7,-24.521
5050,94.2,25.8,-24.521
5100,95.0,25.0,-24.521
5150,95.8,24.2,-24.521
5200,96.7,23.3,-24.521
5250,97.5,22.5,-24.521
5300,98.3,21.7,-24.521
5350,99.2,20.8,-24.521
5400,100.0,20.0,-24.521
5450,100.0,20.0,-24.521
5500,100.0,20.0,-24.521
5550,100.0,20.0,-24.521
5600,100.0,20.0,-24.521
5650,100.0,20.0,-24.521
5700,100.0,20.0,-24.521
5750,100.0,20.0,-24.521
5800,100.0,20.0,-24.521
5850,100.0,20.0,-24.521
5900,100.0,20.0,-24.521
5950,100.0,20.0,-24.521
6000,100.0,20.0,-24.521
6050,100.0,20.0,-24.521
