ms,valve_a_pct,valve_b_pct,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,20.0,95.0,831,1.015,5.2,824,1.006,3.9,,,0.000
50,20.0,95.0,831,1.015,5.2,824,1.006,3.9,,,0.000
100,20.1,95.0,831,1.015,5.2,824,1.006,3.9,,,0.352
150,20.2,95.0,831,1.015,5.2,824,1.006,3.9,,,0.352
200,20.3,95.0,1491,1.821,125.5,1797,2.194,181.2,2.19301,2.26248,0.352
250,20.5,95.0,1491,1.821,125.5,1797,2.194,181.2,2.19301,2.26248,3.955
300,20.7,95.0,1491,1.821,125.5,1797,2.194,181.2,2.19301,2.26248,3.955
350,21.0,95.0,1491,1.821,125.5,1797,2.194,181.2,2.19301,2.26248,3.340
400,21.3,95.0,1502,1.834,127.5,2205,2.692,255.6,2.19332,2.26171,3.340
450,21.6,95.0,1502,1.834,127.5,2205,2.692,255.6,2.19332,2.26171,4.658
500,22.0,95.0,1502,1.834,127.5,2205,2.692,255.6,2.19332,2.26171,4.658
550,22.4,95.0,1502,1.834,127.5,2205,2.692,255.6,2.19332,2.26171,11.338
600,22.8,95.0,1552,1.895,136.6,2614,3.192,330.1,2.19313,2.26240,11.338
650,23.3,95.0,1552,1.895,136.6,2614,3.192,330.1,2.19313,2.26240,11.338
700,23.8,95.0,1552,1.895,136.6,2614,3.192,330.1,2.19313,2.26240,15.557
750,24.4,95.0,1552,1.895,136.6,2614,3.192,330.1,2.19313,2.26240,15.557
800,24.9,95.0,1619,1.977,148.8,3017,3.684,403.6,2.19378,2.26214,15.557
850,25.6,94.4,1619,1.977,148.8,3017,3.684,403.6,2.19378,2.26214,19.512
900,26.2,93.8,1619,1.977,148.8,3017,3.684,403.6,2.19378,2.26214,19.512
950,26.9,93.1,1619,1.977,148.8,3017,3.684,403.6,2.19378,2.26214,19.512
1000,27.6,92.4,1619,1.977,148.8,3017,3.684,403.6,2.19378,2.26214,21.445
1050,28.4,91.6,1723,2.104,167.7,3458,4.222,483.9,2.19405,2.26247,21.445
1100,29.2,90.8,1723,2.104,167.7,3458,4.222,483.9,2.19405,2.26247,21.973
1150,30.0,90.0,1723,2.104,167.7,3458,4.222,483.9,2.19405,2.26247,21.973
1200,30.8,89.2,1723,2.104,167.7,3458,4.222,483.9,2.19405,2.26247,21.973
1250,31.7,88.3,1723,2.104,167.7,3458,4.222,483.9,2.19405,2.26247,21.973
1300,32.6,87.4,1858,2.269,192.3,3704,4.523,528.7,2.38591,2.26236,21.973
1350,33.6,86.4,1858,2.269,192.3,3704,4.523,528.7,2.38591,2.26236,20.479
1400,34.5,85.5,1858,2.269,192.3,3704,4.523,528.7,2.38591,2.26236,20.479
1450,35.5,84.5,1858,2.269,192.3,3704,4.523,528.7,2.38591,2.26236,20.479
1500,36.5,83.5,1984,2.422,215.3,3614,4.413,512.3,2.46051,2.32382,17.490
1550,37.5,82.5,1984,2.422,215.3,3614,4.413,512.3,2.46051,2.32382,17.490
1600,38.6,81.4,1984,2.422,215.3,3614,4.413,512.3,2.46051,2.32382,17.490
1650,39.6,80.4,1984,2.422,215.3,3614,4.413,512.3,2.46051,2.32382,13.711
1700,40.7,79.3,1984,2.422,215.3,3614,4.413,512.3,2.46051,2.32382,13.711
1750,41.8,78.2,2147,2.621,245.0,3410,4.164,475.2,2.51354,2.43534,13.711
1800,43.0,77.0,2147,2.621,245.0,3410,4.164,475.2,2.51354,2.43534,9.932
1850,44.1,75.9,2147,2.621,245.0,3410,4.164,475.2,2.51354,2.43534,9.932
1900,45.3,74.7,2147,2.621,245.0,3410,4.164,475.2,2.51354,2.43534,9.932
1950,46.5,73.5,2147,2.621,245.0,3410,4.164,475.2,2.51354,2.43534,5.361
2000,47.6,72.4,2343,2.861,280.7,3221,3.933,440.7,2.55694,2.51186,5.361
2050,48.8,71.2,2343,2.861,280.7,3221,3.933,440.7,2.55694,2.51186,2.549
2100,50.1,69.9,2343,2.861,280.7,3221,3.933,440.7,2.55694,2.51186,2.549
2150,51.3,68.7,2343,2.861,280.7,3221,3.933,440.7,2.55694,2.51186,2.549
2200,52.5,67.5,2343,2.861,280.7,3221,3.933,440.7,2.55694,2.51186,-2.021
2250,53.7,66.3,2537,3.098,316.1,3018,3.685,403.7,2.58565,2.57337,-2.021
2300,55.0,65.0,2537,3.098,316.1,3018,3.685,403.7,2.58565,2.57337,-5.098
2350,56.2,63.8,2537,3.098,316.1,3018,3.685,403.7,2.58565,2.57337,-5.098
2400,57.5,62.5,2537,3.098,316.1,3018,3.685,403.7,2.58565,2.57337,-8.350
2450,58.7,61.3,2704,3.302,346.5,2854,3.485,373.8,2.60257,2.59629,-8.350
2500,60.0,60.0,2704,3.302,346.5,2854,3.485,373.8,2.60257,2.59629,-11.426
2550,61.3,58.7,2704,3.302,346.5,2854,3.485,373.8,2.60257,2.59629,-11.426
2600,62.5,57.5,2704,3.302,346.5,2854,3.485,373.8,2.60257,2.59629,-11.426
2650,63.8,56.2,2862,3.495,375.3,2682,3.275,342.5,2.60524,2.60229,-16.348
2700,65.0,55.0,2862,3.495,375.3,2682,3.275,342.5,2.60524,2.60229,-16.348
2750,66.3,53.7,2862,3.495,375.3,2682,3.275,342.5,2.60524,2.60229,-16.348
2800,67.5,52.5,2862,3.495,375.3,2682,3.275,342.5,2.60524,2.60229,-21.006
2850,68.7,51.3,3029,3.698,405.7,2520,3.077,313.0,2.60235,2.60254,-21.006
2900,70.0,50.0,3029,3.698,405.7,2520,3.077,313.0,2.60235,2.60254,-23.994
2950,71.2,48.8,3029,3.698,405.7,2520,3.077,313.0,2.60235,2.60254,-23.994
3000,72.4,47.6,3029,3.698,405.7,2520,3.077,313.0,2.60235,2.60254,-27.158
3050,73.6,46.4,3029,3.698,405.7,2520,3.077,313.0,2.60235,2.60254,-27.158
3100,74.7,45.3,3232,3.946,442.7,2331,2.846,278.5,2.56396,2.58230,-27.158
3150,75.9,44.1,3232,3.946,442.7,2331,2.846,278.5,2.56396,2.58230,-31.641
3200,77.0,43.0,3232,3.946,442.7,2331,2.846,278.5,2.56396,2.58230,-31.641
3250,78.2,41.8,3232,3.946,442.7,2331,2.846,278.5,2.56396,2.58230,-31.641
3300,79.3,40.7,3232,3.946,442.7,2331,2.846,278.5,2.56396,2.58230,-36.123
3350,80.4,39.6,3415,4.170,476.1,2141,2.614,243.9,2.52687,2.53192,-36.123
3400,81.4,38.6,3415,4.170,476.1,2141,2.614,243.9,2.52687,2.53192,-38.936
3450,82.5,37.5,3415,4.170,476.1,2141,2.614,243.9,2.52687,2.53192,-38.936
3500,83.5,36.5,3415,4.170,476.1,2141,2.614,243.9,2.52687,2.53192,-41.748
3550,84.5,35.5,3553,4.338,501.2,1999,2.441,218.0,2.44734,2.45322,-41.748
3600,85.5,34.5,3553,4.338,501.2,1999,2.441,218.0,2.44734,2.45322,-41.748
3650,86.5,33.5,3553,4.338,501.2,1999,2.441,218.0,2.44734,2.45322,-45.703
3700,87.4,32.6,3553,4.338,501.2,1999,2.441,218.0,2.44734,2.45322,-45.703
3750,88.3,31.7,3685,4.499,525.3,1872,2.286,194.9,2.37266,2.37559,-45.703
3800,89.2,30.8,3685,4.499,525.3,1872,2.286,194.9,2.37266,2.37559,-49.219
3850,90.0,30.0,3685,4.499,525.3,1872,2.286,194.9,2.37266,2.37559,-49.219
3900,90.8,29.2,3685,4.499,525.3,1872,2.286,194.9,2.37266,2.37559,-51.328
3950,91.6,28.4,3685,4.499,525.3,1872,2.286,194.9,2.37266,2.37559,-51.328
4000,92.4,27.6,3816,4.659,549.2,1739,2.123,170.7,2.25916,2.26238,-51.328
4050,93.1,26.9,3816,4.659,549.2,1739,2.123,170.7,2.25916,2.26238,-53.965
