ms,valve_a_pct,valve_b_pct,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x1B,tension_0x2B,enc_deg
0,20.0,95.0,826,1.009,4.3,831,1.015,5.2,,,0.000
50,20.0,95.0,826,1.009,4.3,831,1.015,5.2,,,0.000
100,20.1,95.0,826,1.009,4.3,831,1.015,5.2,,,0.000
150,20.2,95.0,826,1.009,4.3,831,1.015,5.2,,,0.000
200,20.3,95.0,1489,1.818,125.1,1774,2.166,177.0,2.17282,2.42345,0.000
250,20.5,95.0,1489,1.818,125.1,1774,2.166,177.0,2.17282,2.42345,0.000
300,20.7,95.0,1489,1.818,125.1,1774,2.166,177.0,2.17282,2.42345,0.000
350,21.0,95.0,1489,1.818,125.1,1774,2.166,177.0,2.17282,2.42345,0.088
400,21.3,95.0,1489,1.818,125.1,1774,2.166,177.0,2.17282,2.42345,0.088
450,21.6,95.0,1508,1.841,128.6,2208,2.696,256.1,2.17446,2.42973,0.088
500,22.0,95.0,1508,1.841,128.6,2208,2.696,256.1,2.17446,2.42973,4.658
550,22.4,95.0,1508,1.841,128.6,2208,2.696,256.1,2.17446,2.42973,4.658
600,22.8,95.0,1508,1.841,128.6,2208,2.696,256.1,2.17446,2.42973,7.031
650,23.3,95.0,1564,1.910,138.8,2541,3.103,316.8,2.20078,2.42837,7.031
700,23.8,95.0,1564,1.910,138.8,2541,3.103,316.8,2.20078,2.42837,9.053
750,24.4,95.0,1564,1.910,138.8,2541,3.103,316.8,2.20078,2.42837,9.053
800,24.9,95.0,1564,1.910,138.8,2541,3.103,316.8,2.20078,2.42837,9.053
850,25.6,94.4,1564,1.910,138.8,2541,3.103,316.8,2.20078,2.42837,10.195
900,26.2,93.8,1659,2.026,156.1,2998,3.661,400.1,2.35166,2.48558,10.195
950,26.9,93.1,1659,2.026,156.1,2998,3.661,400.1,2.35166,2.48558,11.953
1000,27.6,92.4,1659,2.026,156.1,2998,3.661,400.1,2.35166,2.48558,11.953
1050,28.4,91.6,1659,2.026,156.1,2998,3.661,400.1,2.35166,2.48558,11.953
1100,29.2,90.8,1659,2.026,156.1,2998,3.661,400.1,2.35166,2.48558,11.953
1150,30.0,90.0,1767,2.158,175.8,3404,4.156,474.1,2.47300,2.55351,12.217
1200,30.8,89.2,1767,2.158,175.8,3404,4.156,474.1,2.47300,2.55351,12.217
1250,31.7,88.3,1767,2.158,175.8,3404,4.156,474.1,2.47300,2.55351,12.217
1300,32.6,87.4,1767,2.158,175.8,3404,4.156,474.1,2.47300,2.55351,12.393
1350,33.5,86.5,1767,2.158,175.8,3404,4.156,474.1,2.47300,2.55351,12.393
1400,34.5,85.5,1920,2.344,203.6,3654,4.462,519.6,2.59605,2.58659,12.393
1450,35.5,84.5,1920,2.344,203.6,3654,4.462,519.6,2.59605,2.58659,11.426
1500,36.5,83.5,1920,2.344,203.6,3654,4.462,519.6,2.59605,2.58659,11.426
1550,37.5,82.5,1920,2.344,203.6,3654,4.462,519.6,2.59605,2.58659,9.932
1600,38.6,81.4,2047,2.499,226.8,3547,4.331,500.1,2.63897,2.59581,9.932
