ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,0.000
100,20.0,100.0,0.000
150,20.0,100.0,0.000
200,20.0,100.0,0.000
250,20.0,100.0,0.000
300,20.0,100.0,0.000
350,20.0,100.0,0.000
400,20.0,100.0,-0.352
450,20.0,100.0,-2.021
500,20.0,100.0,-5.537
550,20.0,100.0,-10.107
600,20.0,100.0,-14.326
650,20.8,99.2,-16.260
700,21.7,98.3,-16.260
750,22.5,97.5,-16.348
800,23.3,96.7,-17.139
850,24.2,95.8,-18.457
900,25.0,95.0,-18.369
950,25.8,94.2,-18.896
1000,26.7,93.3,-19.336
1050,27.5,92.5,-19.336
1100,28.3,91.7,-19.336
1150,29.2,90.8,-19.336
1200,30.0,90.0,-19.336
1250,30.8,89.2,-19.248
1300,31.7,88.3,-18.896
1350,32.5,87.5,-18.281
1400,33.3,86.7,-17.402
1450,34.2,85.8,-16.348
1500,35.0,85.0,-15.645
1550,35.8,84.2,-15.205
1600,36.7,83.3,-14.766
1650,37.5,82.5,-14.062
1700,38.3,81.7,-13.271
1750,39.2,80.8,-12.480
1800,40.0,80.0,-11.777
1850,40.8,79.2,-11.162
1900,41.7,78.3,-10.547
1950,42.5,77.5,-9.844
2000,43.3,76.7,-9.141
2050,44.2,75.8,-8.438
2100,45.0,75.0,-7.822
2150,45.8,74.2,-7.119
2200,46.7,73.3,-6.328
2250,47.5,72.5,-5.625
2300,48.3,71.7,-5.010
2350,49.2,70.8,-4.307
2400,50.0,70.0,-3.604
2450,50.8,69.2,-2.900
2500,51.7,68.3,-2.197
2550,52.5,67.5,-1.582
2600,53.3,66.7,-0.879
2650,54.2,65.8,-0.088
2700,55.0,65.0,0.703
2750,55.8,64.2,1.494
2800,56.7,63.3,2.197
2850,57.5,62.5,2.900
2900,58.3,61.7,3.604
2950,59.2,60.8,4.307
3000,60.0,60.0,5.010
3050,60.8,59.2,5.625
3100,61.7,58.3,6.328
3150,62.5,57.5,7.031
3200,63.3,56.7,7.734
3250,64.2,55.8,8.438
3300,65.0,55.0,8.789
3350,65.8,54.2,8.877
3400,66.7,53.3,8.965
3450,67.5,52.5,9.053
3500,68.3,51.7,9.141
3550,69.2,50.8,9.229
3600,70.0,50.0,9.316
3650,70.8,49.2,9.404
3700,71.7,48.3,9.492
3750,72.5,47.5,9.668
3800,73.3,46.7,9.756
3850,74.2,45.8,9.844
3900,75.0,45.0,10.020
3950,75.8,44.2,10.107
4000,76.7,43.3,10.283
4050,77.5,42.5,10.371
4100,78.3,41.7,10.459
4150,79.2,40.8,10.635
4200,80.0,40.0,10.723
4250,80.8,39.2,10.898
4300,81.7,38.3,10.986
4350,82.5,37.5,11.074
4400,83.3,36.7,11.162
4450,84.2,35.8,11.250
4500,85.0,35.0,11.338
4550,85.8,34.2,11.426
4600,86.7,33.3,11.514
4650,87.5,32.5,11.602
4700,88.3,31.7,11.689
4750,89.2,30.8,11.777
4800,90.0,30.0,11.865
4850,90.8,29.2,11.865
4900,91.7,28.3,11.953
4950,92.5,27.5,12.041
5002,93.4,26.6,12.041
5050,94.2,25.8,12.129
5100,95.0,25.0,12.217
5150,95.8,24.2,12.217
5200,96.7,23.3,12.305
5250,97.5,22.5,12.393
5300,98.3,21.7,12.393
5350,99.2,20.8,12.480
5400,100.0,20.0,12.480
5450,100.0,20.0,12.568
5500,100.0,20.0,12.568
5550,100.0,20.0,12.568
5600,100.0,20.0,12.568
5650,100.0,20.0,12.568
5700,100.0,20.0,12.568
5750,100.0,20.0,12.568
5800,100.0,20.0,12.568
5850,100.0,20.0,12.568
5900,100.0,20.0,12.568
5950,100.0,20.0,12.568
6000,100.0,20.0,12.568
6050,100.0,20.0,12.568
6100,100.0,20.0,12.568
