ms,valve_a_pct,valve_b_pct,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x1B,tension_0x2B,enc_deg
1200,30.8,89.2,1502,1.834,127.5,1542,1.883,134.8,2.46355,2.55063,12.568
1250,31.7,88.3,1502,1.834,127.5,1542,1.883,134.8,2.46355,2.55063,12.568
1300,32.6,87.4,2606,3.182,328.7,2571,3.139,322.3,2.55362,2.57484,12.656
1350,33.6,86.4,2606,3.182,328.7,2571,3.139,322.3,2.55362,2.57484,12.656
1400,34.5,85.5,2606,3.182,328.7,2571,3.139,322.3,2.55362,2.57484,12.656
1450,35.5,84.5,2606,3.182,328.7,2571,3.139,322.3,2.55362,2.57484,11.426
1500,36.5,83.5,2606,3.182,328.7,2571,3.139,322.3,2.55362,2.57484,11.426
1550,37.5,82.5,1746,2.132,171.9,3847,4.697,554.8,2.62265,2.59266,9.668
1600,38.6,81.4,1746,2.132,171.9,3847,4.697,554.8,2.62265,2.59266,9.668
1650,39.6,80.4,1746,2.132,171.9,3847,4.697,554.8,2.62265,2.59266,9.668
1700,40.7,79.3,1746,2.132,171.9,3847,4.697,554.8,2.62265,2.59266,6.240
1750,41.8,78.2,1746,2.132,171.9,3847,4.697,554.8,2.62265,2.59266,6.240
1800,43.0,77.0,3656,4.464,520.0,270,0.330,-97.0,2.64626,2.60152,4.219
1850,44.1,75.9,3656,4.464,520.0,270,0.330,-97.0,2.64626,2.60152,4.219
1900,45.3,74.7,3656,4.464,520.0,270,0.330,-97.0,2.64626,2.60152,2.285
1950,46.5,73.5,3656,4.464,520.0,270,0.330,-97.0,2.64626,2.60152,2.285
2000,47.6,72.4,3656,4.464,520.0,270,0.330,-97.0,2.64626,2.60152,2.285
2050,48.8,71.2,2193,2.678,253.4,1033,1.261,42.0,2.67793,2.61379,-1.758
2100,50.1,69.9,2193,2.678,253.4,1033,1.261,42.0,2.67793,2.61379,-1.758
2150,51.3,68.7,2193,2.678,253.4,1033,1.261,42.0,2.67793,2.61379,-1.758
2200,52.5,67.5,2193,2.678,253.4,1033,1.261,42.0,2.67793,2.61379,-5.273
2250,53.7,66.3,3195,3.901,436.0,1547,1.889,135.7,2.70480,2.61820,-5.273
2300,55.0,65.0,3195,3.901,436.0,1547,1.889,135.7,2.70480,2.61820,-5.273
2350,56.2,63.8,3195,3.901,436.0,1547,1.889,135.7,2.70480,2.61820,-9.492
2400,57.5,62.5,3195,3.901,436.0,1547,1.889,135.7,2.70480,2.61820,-9.492
2450,58.7,61.3,3195,3.901,436.0,1547,1.889,135.7,2.70480,2.61820,-9.492
2500,60.0,60.0,2749,3.357,354.7,2825,3.449,368.6,2.71700,2.62247,-13.623
2550,61.3,58.7,2749,3.357,354.7,2825,3.449,368.6,2.71700,2.62247,-13.623
2600,62.5,57.5,2749,3.357,354.7,2825,3.449,368.6,2.71700,2.62247,-16.172
2650,63.8,56.2,2749,3.357,354.7,2825,3.449,368.6,2.71700,2.62247,-16.172
2700,65.0,55.0,2910,3.553,384.1,2645,3.230,335.8,2.71819,2.62368,-16.172
2750,66.3,53.7,2910,3.553,384.1,2645,3.230,335.8,2.71819,2.62368,-19.863
2800,67.5,52.5,2910,3.553,384.1,2645,3.230,335.8,2.71819,2.62368,-19.863
2850,68.7,51.3,2910,3.553,384.1,2645,3.230,335.8,2.71819,2.62368,-19.863
2900,70.0,50.0,3070,3.748,413.2,2486,3.035,306.8,2.71747,2.62379,-24.082
2950,71.2,48.8,3070,3.748,413.2,2486,3.035,306.8,2.71747,2.62379,-24.082
3000,72.4,47.6,3070,3.748,413.2,2486,3.035,306.8,2.71747,2.62379,-24.082
3050,73.6,46.4,3070,3.748,413.2,2486,3.035,306.8,2.71747,2.62379,-27.861
3100,74.7,45.3,3070,3.748,413.2,2486,3.035,306.8,2.71747,2.62379,-27.861
3150,75.9,44.1,3271,3.994,449.8,2278,2.781,268.9,2.70481,2.61942,-30.410
3200,77.0,43.0,3271,3.994,449.8,2278,2.781,268.9,2.70481,2.61942,-30.410
3250,78.2,41.8,3271,3.994,449.8,2278,2.781,268.9,2.70481,2.61942,-32.695
3300,79.3,40.7,3271,3.994,449.8,2278,2.781,268.9,2.70481,2.61942,-32.695
3350,80.4,39.6,3271,3.994,449.8,2278,2.781,268.9,2.70481,2.61942,-32.695
3400,81.4,38.6,3457,4.221,483.7,2101,2.565,236.6,2.66925,2.60662,-36.035
3450,82.5,37.5,3457,4.221,483.7,2101,2.565,236.6,2.66925,2.60662,-36.035
3500,83.5,36.5,3457,4.221,483.7,2101,2.565,236.6,2.66925,2.60662,-37.881
3550,84.5,35.5,3457,4.221,483.7,2101,2.565,236.6,2.66925,2.60662,-37.881
3600,85.5,34.5,3590,4.383,508.0,1971,2.407,212.9,2.63616,2.59575,-39.902
3650,86.5,33.5,3590,4.383,508.0,1971,2.407,212.9,2.63616,2.59575,-39.902
3700,87.4,32.6,3590,4.383,508.0,1971,2.407,212.9,2.63616,2.59575,-39.902
3750,88.3,31.7,3590,4.383,508.0,1971,2.407,212.9,2.63616,2.59575,-42.451
3800,89.2,30.8,3590,4.383,508.0,1971,2.407,212.9,2.63616,2.59575,-42.451
3850,90.0,30.0,3746,4.574,536.4,1826,2.230,186.5,2.60220,2.58005,-42.451
3900,90.8,29.2,3746,4.574,536.4,1826,2.230,186.5,2.60220,2.58005,-44.561
3950,91.6,28.4,3746,4.574,536.4,1826,2.230,186.5,2.60220,2.58005,-44.561
4000,92.4,27.6,3746,4.574,536.4,1826,2.230,186.5,2.60220,2.58005,-44.561
4050,93.1,26.9,3746,4.574,536.4,1826,2.230,186.5,2.60220,2.58005,-46.582
4100,93.8,26.2,3869,4.724,558.8,1698,2.073,163.2,2.56897,2.56691,-46.582
4150,94.4,25.6,3869,4.724,558.8,1698,2.073,163.2,2.56897,2.56691,-47.725
4200,95.0,24.9,3869,4.724,558.8,1698,2.073,163.2,2.56897,2.56691,-47.725
4250,95.0,24.4,3869,4.724,558.8,1698,2.073,163.2,2.56897,2.56691,-48.691
4300,95.0,23.8,3938,4.808,571.4,1609,1.965,147.0,2.54789,2.55907,-48.691
4350,95.0,23.3,3938,4.808,571.4,1609,1.965,147.0,2.54789,2.55907,-49.307
4400,95.0,22.8,3938,4.808,571.4,1609,1.965,147.0,2.54789,2.55907,-49.307
4450,95.0,22.4,3938,4.808,571.4,1609,1.965,147.0,2.54789,2.55907,-49.307
4500,95.0,22.0,3938,4.808,571.4,1609,1.965,147.0,2.54789,2.55907,-50.010
4550,95.0,21.6,3927,4.795,569.4,1535,1.874,133.5,2.52160,2.54503,-50.010
4600,95.0,21.3,3927,4.795,569.4,1535,1.874,133.5,2.52160,2.54503,-50.361
4650,95.0,21.0,3927,4.795,569.4,1535,1.874,133.5,2.52160,2.54503,-50.361
4700,95.0,20.7,3927,4.795,569.4,1535,1.874,133.5,2.52160,2.54503,-50.361
4750,95.0,20.5,3927,4.795,569.4,1535,1.874,133.5,2.52160,2.54503,-50.801
4800,95.0,20.3,3923,4.790,568.7,1488,1.817,124.9,2.50297,2.53838,-50.801
4850,95.0,20.2,3923,4.790,568.7,1488,1.817,124.9,2.50297,2.53838,-50.977
4900,95.0,20.1,3923,4.790,568.7,1488,1.817,124.9,2.50297,2.53838,-50.977
4950,95.0,20.0,3923,4.790,568.7,1488,1.817,124.9,2.50297,2.53838,-51.064
5000,95.0,20.0,3923,4.790,568.7,1488,1.817,124.9,2.50297,2.53838,-51.064
5050,95.0,20.0,3941,4.812,571.9,1470,1.795,121.6,2.49750,2.53469,-51.064
5100,95.0,20.1,3941,4.812,571.9,1470,1.795,121.6,2.49750,2.53469,-51.152
5150,95.0,20.2,3941,4.812,571.9,1470,1.795,121.6,2.49750,2.53469,-51.152
5200,95.0,20.3,3941,4.812,571.9,1470,1.795,121.6,2.49750,2.53469,-51.152
5250,95.0,20.5,3941,4.812,571.9,1470,1.795,121.6,2.49750,2.53469,-51.152
5300,95.0,20.7,3916,4.781,567.4,1464,1.788,120.5,2.49692,2.53582,-51.152
5350,95.0,21.0,3916,4.781,567.4,1464,1.788,120.5,2.49692,2.53582,-51.152
5400,95.0,21.3,3916,4.781,567.4,1464,1.788,120.5,2.49692,2.53582,-51.152
5450,95.0,21.6,3916,4.781,567.4,1464,1.788,120.5,2.49692,2.53582,-51.152
5500,95.0,22.0,3924,4.791,568.8,1512,1.846,129.3,2.49695,2.53665,-51.152
5550,95.0,22.4,3924,4.791,568.8,1512,1.846,129.3,2.49695,2.53665,-51.152
5600,95.0,22.8,3924,4.791,568.8,1512,1.846,129.3,2.49695,2.53665,-50.625
5650,95.0,23.3,3924,4.791,568.8,1512,1.846,129.3,2.49695,2.53665,-50.625
5700,95.0,23.8,3946,4.818,572.8,1588,1.939,143.1,2.49870,2.55084,-50.625
5750,95.0,24.4,3946,4.818,572.8,1588,1.939,143.1,2.49870,2.55084,-50.010
5800,95.0,24.9,3946,4.818,572.8,1588,1.939,143.1,2.49870,2.55084,-50.010
5850,94.4,25.6,3946,4.818,572.8,1588,1.939,143.1,2.49870,2.55084,-49.570
5900,93.8,26.2,3921,4.788,568.3,1663,2.031,156.8,2.52628,2.56102,-49.570
5950,93.1,26.9,3921,4.788,568.3,1663,2.031,156.8,2.52628,2.56102,-49.570
6000,92.4,27.6,3921,4.788,568.3,1663,2.031,156.8,2.52628,2.56102,-48.691
6050,91.6,28.4,3921,4.788,568.3,1663,2.031,156.8,2.52628,2.56102,-48.691
6100,90.8,29.2,3921,4.788,568.3,1663,2.031,156.8,2.52628,2.56102,-47.373
6150,90.0,30.0,3811,4.653,548.2,1765,2.155,175.4,2.55443,2.56957,-47.373
6200,89.2,30.8,3811,4.653,548.2,1765,2.155,175.4,2.55443,2.56957,-47.373
6250,88.3,31.7,3811,4.653,548.2,1765,2.155,175.4,2.55443,2.56957,-45.439
6300,87.4,32.6,3811,4.653,548.2,1765,2.155,175.4,2.55443,2.56957,-45.439
6350,86.5,33.5,3676,4.488,523.6,1886,2.303,197.4,2.57818,2.58081,-45.439
6400,85.5,34.5,3676,4.488,523.6,1886,2.303,197.4,2.57818,2.58081,-43.066
6450,84.5,35.5,3676,4.488,523.6,1886,2.303,197.4,2.57818,2.58081,-43.066
6500,83.5,36.5,3676,4.488,523.6,1886,2.303,197.4,2.57818,2.58081,-41.484
6550,82.5,37.5,3676,4.488,523.6,1886,2.303,197.4,2.57818,2.58081,-41.484
6600,81.4,38.6,3511,4.287,493.6,2047,2.499,226.8,2.61324,2.59556,-41.484
6650,80.4,39.6,3511,4.287,493.6,2047,2.499,226.8,2.61324,2.59556,-38.672
6700,79.3,40.7,3511,4.287,493.6,2047,2.499,226.8,2.61324,2.59556,-38.672
6750,78.2,41.8,3511,4.287,493.6,2047,2.499,226.8,2.61324,2.59556,-36.562
6800,77.0,43.0,3361,4.104,466.2,2184,2.667,251.7,2.64151,2.60514,-36.562
6850,75.9,44.1,3361,4.104,466.2,2184,2.667,251.7,2.64151,2.60514,-36.562
6900,74.7,45.3,3361,4.104,466.2,2184,2.667,251.7,2.64151,2.60514,-33.311
6950,73.5,46.5,3361,4.104,466.2,2184,2.667,251.7,2.64151,2.60514,-33.311
7000,72.4,47.6,3221,3.933,440.7,2347,2.866,281.5,2.67266,2.61661,-30.938
7050,71.2,48.8,3221,3.933,440.7,2347,2.866,281.5,2.67266,2.61661,-30.938
7100,69.9,50.1,3221,3.933,440.7,2347,2.866,281.5,2.67266,2.61661,-28.740
7150,68.7,51.3,3221,3.933,440.7,2347,2.866,281.5,2.67266,2.61661,-28.740
7200,67.5,52.5,3221,3.933,440.7,2347,2.866,281.5,2.67266,2.61661,-28.740
7250,66.3,53.7,3016,3.683,403.4,2546,3.109,317.7,2.69995,2.62285,-24.873
7300,65.0,55.0,3016,3.683,403.4,2546,3.109,317.7,2.69995,2.62285,-24.873
7350,63.8,56.2,3016,3.683,403.4,2546,3.109,317.7,2.69995,2.62285,-24.873
7400,62.5,57.5,3016,3.683,403.4,2546,3.109,317.7,2.69995,2.62285,-20.830
7450,61.3,58.7,3016,3.683,403.4,2546,3.109,317.7,2.69995,2.62285,-20.830
7500,60.0,60.0,2795,3.413,363.1,2752,3.360,355.3,2.71843,2.62466,-20.830
7550,58.7,61.3,2795,3.413,363.1,2752,3.360,355.3,2.71843,2.62466,-16.787
7600,57.5,62.5,2795,3.413,363.1,2752,3.360,355.3,2.71843,2.62466,-16.787
7650,56.2,63.8,2795,3.413,363.1,2752,3.360,355.3,2.71843,2.62466,-16.787
7700,55.0,65.0,2640,3.223,334.8,2903,3.545,382.8,2.72101,2.62426,-12.656
7750,53.7,66.3,2640,3.223,334.8,2903,3.545,382.8,2.72101,2.62426,-12.656
7800,52.5,67.5,2640,3.223,334.8,2903,3.545,382.8,2.72101,2.62426,-12.656
7850,51.3,68.7,2640,3.223,334.8,2903,3.545,382.8,2.72101,2.62426,-8.701
7900,50.1,69.9,2640,3.223,334.8,2903,3.545,382.8,2.72101,2.62426,-8.701
7950,48.8,71.2,2450,2.991,300.2,3105,3.791,419.6,2.72024,2.62381,-5.977
8000,47.6,72.4,2450,2.991,300.2,3105,3.791,419.6,2.72024,2.62381,-5.977
8050,46.4,73.6,2450,2.991,300.2,3105,3.791,419.6,2.72024,2.62381,-5.977
8100,45.3,74.7,2450,2.991,300.2,3105,3.791,419.6,2.72024,2.62381,-2.109
8150,44.1,75.9,2288,2.794,270.7,3277,4.001,450.9,2.71301,2.61890,-2.109
8200,43.0,77.0,2288,2.794,270.7,3277,4.001,450.9,2.71301,2.61890,0.176
8250,41.8,78.2,2288,2.794,270.7,3277,4.001,450.9,2.71301,2.61890,0.176
8300,40.7,79.3,2288,2.794,270.7,3277,4.001,450.9,2.71301,2.61890,0.176
8350,39.6,80.4,2288,2.794,270.7,3277,4.001,450.9,2.71301,2.61890,3.779
8400,38.6,81.4,2099,2.563,236.3,3455,4.219,483.4,2.67167,2.60951,3.779
8450,37.5,82.5,2099,2.563,236.3,3455,4.219,483.4,2.67167,2.60951,3.779
8500,36.5,83.5,2099,2.563,236.3,3455,4.219,483.4,2.67167,2.60951,6.416
8550,35.5,84.5,2099,2.563,236.3,3455,4.219,483.4,2.67167,2.60951,6.416
8600,34.5,85.5,1962,2.396,211.3,3613,4.411,512.2,2.64322,2.59850,8.350
8650,33.5,86.5,1962,2.396,211.3,3613,4.411,512.2,2.64322,2.59850,8.350
8700,32.6,87.4,1962,2.396,211.3,3613,4.411,512.2,2.64322,2.59850,8.350
8750,31.7,88.3,1962,2.396,211.3,3613,4.411,512.2,2.64322,2.59850,10.898
8800,30.8,89.2,1962,2.396,211.3,3613,4.411,512.2,2.64322,2.59850,10.898
8850,30.0,90.0,1818,2.220,185.1,3748,4.576,536.8,2.59838,2.58548,12.568
8900,29.2,90.8,1818,2.220,185.1,3748,4.576,536.8,2.59838,2.58548,12.568
8950,28.4,91.6,1818,2.220,185.1,3748,4.576,536.8,2.59838,2.58548,12.568
9000,27.6,92.4,1818,2.220,185.1,3748,4.576,536.8,2.59838,2.58548,13.096
9050,26.9,93.1,1818,2.220,185.1,3748,4.576,536.8,2.59838,2.58548,13.096
9100,26.2,93.8,1692,2.066,162.1,3885,4.744,561.7,2.55990,2.57495,13.096
9150,25.6,94.4,1692,2.066,162.1,3885,4.744,561.7,2.55990,2.57495,13.096
9200,24.9,95.0,1692,2.066,162.1,3885,4.744,561.7,2.55990,2.57495,13.096
9250,24.4,95.0,1692,2.066,162.1,3885,4.744,561.7,2.55990,2.57495,13.096
9300,23.8,95.0,1692,2.066,162.1,3885,4.744,561.7,2.55990,2.57495,13.096
9350,23.3,95.0,1601,1.955,145.5,3929,4.797,569.7,2.53743,2.56279,13.096
9400,22.8,95.0,1601,1.955,145.5,3929,4.797,569.7,2.53743,2.56279,13.096
9450,22.4,95.0,1601,1.955,145.5,3929,4.797,569.7,2.53743,2.56279,13.096
9500,22.0,95.0,1601,1.955,145.5,3929,4.797,569.7,2.53743,2.56279,13.096
9550,21.6,95.0,1528,1.866,132.2,3946,4.818,572.8,2.51022,2.55330,13.096
9600,21.3,95.0,1528,1.866,132.2,3946,4.818,572.8,2.51022,2.55330,13.096
9650,21.0,95.0,1528,1.866,132.2,3946,4.818,572.8,2.51022,2.55330,13.096
9700,20.7,95.0,1528,1.866,132.2,3946,4.818,572.8,2.51022,2.55330,13.096
9750,20.5,95.0,1528,1.866,132.2,3946,4.818,572.8,2.51022,2.55330,13.096
9800,20.3,95.0,1485,1.813,124.4,3931,4.800,570.1,2.49159,2.54718,13.096
9850,20.2,95.0,1485,1.813,124.4,3931,4.800,570.1,2.49159,2.54718,13.096
9900,20.1,95.0,1485,1.813,124.4,3931,4.800,570.1,2.49159,2.54718,13.096
9950,20.0,95.0,1485,1.813,124.4,3931,4.800,570.1,2.49159,2.54718,13.096
