ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,0.000
100,20.0,100.0,0.000
150,20.0,100.0,0.000
200,20.0,100.0,0.000
250,20.0,100.0,0.000
300,20.0,100.0,0.000
350,20.0,100.0,0.000
400,20.0,100.0,0.000
450,20.0,100.0,-0.088
500,20.0,100.0,-0.088
550,20.0,100.0,-0.088
600,20.0,100.0,-0.088
650,20.8,99.2,-0.088
700,21.7,98.3,-0.088
750,22.5,97.5,-0.088
800,23.3,96.7,-0.088
850,24.2,95.8,-0.088
900,25.0,95.0,-0.088
950,25.8,94.2,-0.088
1000,26.7,93.3,-0.088
1050,27.5,92.5,0.000
1100,28.3,91.7,0.000
1150,29.2,90.8,0.000
1200,30.0,90.0,0.000
1250,30.8,89.2,0.000
1300,31.7,88.3,0.000
1350,32.5,87.5,0.000
1400,33.3,86.7,0.000
1450,34.2,85.8,0.000
1500,35.0,85.0,0.088
1550,35.8,84.2,0.088
1600,36.7,83.3,0.088
1650,37.5,82.5,0.088
1700,38.3,81.7,0.264
1750,39.2,80.8,0.352
1800,40.0,80.0,0.352
1850,40.8,79.2,0.352
1900,41.7,78.3,0.352
1950,42.5,77.5,0.352
2000,43.3,76.7,0.352
2050,44.2,75.8,0.352
2100,45.0,75.0,0.615
2150,45.8,74.2,1.406
2200,46.7,73.3,2.285
2250,47.5,72.5,3.164
2300,48.3,71.7,4.043
2350,49.2,70.8,4.922
2400,50.0,70.0,5.801
2450,50.8,69.2,6.768
2500,51.7,68.3,7.734
2550,52.5,67.5,8.613
2600,53.3,66.7,9.580
2650,54.2,65.8,10.459
2700,55.0,65.0,11.426
2750,55.8,64.2,12.393
2800,56.7,63.3,13.271
2850,57.5,62.5,14.238
2900,58.3,61.7,15.117
2950,59.2,60.8,15.996
3000,60.0,60.0,16.875
3050,60.8,59.2,17.754
3100,61.7,58.3,18.721
3150,62.5,57.5,19.600
3200,63.3,56.7,20.479
3250,64.2,55.8,21.445
3300,65.0,55.0,22.412
3350,65.8,54.2,23.379
3400,66.7,53.3,24.258
3450,67.5,52.5,25.137
3500,68.3,51.7,26.016
3550,69.2,50.8,26.982
3600,70.0,50.0,27.861
3650,70.8,49.2,28.740
3700,71.7,48.3,29.619
3750,72.5,47.5,30.498
3800,73.3,46.7,31.377
3850,74.2,45.8,32.168
3900,75.0,45.0,33.047
3950,75.8,44.2,33.838
4000,76.7,43.3,34.629
4050,77.5,42.5,35.420
4100,78.3,41.7,36.211
4150,79.2,40.8,37.002
4200,80.0,40.0,37.793
4250,80.8,39.2,38.672
4300,81.7,38.3,39.463
4350,82.5,37.5,40.166
4400,83.3,36.7,40.957
4450,84.2,35.8,41.748
4500,85.0,35.0,42.539
4550,85.8,34.2,43.242
4600,86.7,33.3,44.033
4650,87.5,32.5,44.736
4700,88.3,31.7,45.439
4750,89.2,30.8,46.230
4800,90.0,30.0,46.934
4850,90.8,29.2,47.637
4900,91.7,28.3,48.340
4950,92.5,27.5,48.955
5000,93.3,26.7,49.658
5050,94.2,25.8,50.273
5100,95.0,25.0,50.889
5150,95.8,24.2,51.504
5200,96.7,23.3,52.119
5250,97.5,22.5,52.646
5300,98.3,21.7,53.262
5350,99.2,20.8,53.789
5400,100.0,20.0,54.316
5450,100.0,20.0,54.844
5500,100.0,20.0,55.195
5550,100.0,20.0,55.195
5600,100.0,20.0,55.195
5650,100.0,20.0,55.195
5700,100.0,20.0,55.195
5750,100.0,20.0,55.107
5800,100.0,20.0,55.107
5850,100.0,20.0,55.107
5900,100.0,20.0,55.107
5950,100.0,20.0,55.107
6000,100.0,20.0,55.107
6050,100.0,20.0,55.107
6100,100.0,20.0,55.107
6150,100.0,20.0,55.107
6200,100.0,20.0,55.107
