ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,0.000
100,20.0,100.0,0.000
150,20.0,100.0,0.000
200,20.0,100.0,0.000
250,20.0,100.0,0.000
300,20.0,100.0,0.000
351,20.0,100.0,-0.088
400,20.0,100.0,-0.527
450,20.0,100.0,-2.109
500,20.0,100.0,-5.098
550,20.0,100.0,-9.404
600,20.0,100.0,-13.359
650,20.8,99.2,-14.941
700,21.7,98.3,-14.941
750,22.5,97.5,-15.117
800,23.3,96.7,-16.172
850,24.2,95.8,-17.227
900,25.0,95.0,-17.139
950,25.8,94.2,-17.754
1000,26.7,93.3,-18.193
1050,27.5,92.5,-18.193
1100,28.3,91.7,-18.193
1150,29.2,90.8,-18.193
1200,30.0,90.0,-18.193
1250,30.8,89.2,-18.018
1300,31.7,88.3,-17.578
1350,32.5,87.5,-16.875
1400,33.3,86.7,-15.996
1450,34.2,85.8,-15.029
1500,35.0,85.0,-14.414
1550,35.8,84.2,-13.975
1600,36.7,83.3,-13.447
1650,37.5,82.5,-12.744
1700,38.3,81.7,-11.953
1750,39.2,80.8,-11.250
1800,40.0,80.0,-10.547
1850,40.8,79.2,-9.932
1900,41.7,78.3,-9.229
1950,42.5,77.5,-8.525
2000,43.3,76.7,-7.822
2050,44.2,75.8,-7.119
2100,45.0,75.0,-6.504
2150,45.8,74.2,-5.889
2200,46.7,73.3,-5.098
2250,47.5,72.5,-4.395
2300,48.3,71.7,-3.691
2350,49.2,70.8,-3.076
2400,50.0,70.0,-2.285
2450,50.8,69.2,-1.582
2500,51.7,68.3,-0.879
2550,52.5,67.5,-0.176
2600,53.3,66.7,0.527
2650,54.2,65.8,1.230
2700,55.0,65.0,2.021
2750,55.8,64.2,2.812
2800,56.7,63.3,3.516
2850,57.5,62.5,4.131
2900,58.3,61.7,4.922
2950,59.2,60.8,5.537
3000,60.0,60.0,6.240
3050,60.8,59.2,6.943
3100,61.7,58.3,7.559
3150,62.5,57.5,8.350
3200,63.3,56.7,9.053
3250,64.2,55.8,9.756
3300,65.0,55.0,10.020
3350,65.8,54.2,10.107
3400,66.7,53.3,10.195
3450,67.5,52.5,10.283
3500,68.3,51.7,10.371
3550,69.2,50.8,10.459
3600,70.0,50.0,10.547
3650,70.8,49.2,10.635
3700,71.7,48.3,10.723
3750,72.5,47.5,10.898
3800,73.3,46.7,10.986
3850,74.2,45.8,11.074
3900,75.0,45.0,11.250
3950,75.8,44.2,11.338
4000,76.7,43.3,11.514
4050,77.5,42.5,11.602
4100,78.3,41.7,11.689
4150,79.2,40.8,11.865
4200,80.0,40.0,11.953
4250,80.8,39.2,12.129
4300,81.7,38.3,12.217
4350,82.5,37.5,12.305
4400,83.3,36.7,12.393
4450,84.2,35.8,12.480
4500,85.0,35.0,12.568
4550,85.8,34.2,12.656
4600,86.7,33.3,12.744
4650,87.5,32.5,12.832
4700,88.3,31.7,12.920
4750,89.2,30.8,13.008
4800,90.0,30.0,13.096
4850,90.8,29.2,13.096
4900,91.7,28.3,13.184
4950,92.5,27.5,13.271
5000,93.3,26.7,13.271
5050,94.2,25.8,13.359
5100,95.0,25.0,13.447
5150,95.8,24.2,13.447
5200,96.7,23.3,13.535
5250,97.5,22.5,13.535
5300,98.3,21.7,13.623
5350,99.2,20.8,13.711
5400,100.0,20.0,13.711
5450,100.0,20.0,13.799
5500,100.0,20.0,13.799
5550,100.0,20.0,13.799
5600,100.0,20.0,13.799
5650,100.0,20.0,13.799
5700,100.0,20.0,13.799
5750,100.0,20.0,13.799
5800,100.0,20.0,13.799
5850,100.0,20.0,13.799
5900,100.0,20.0,13.799
5950,100.0,20.0,13.799
6000,100.0,20.0,13.799
6050,100.0,20.0,13.799
6100,100.0,20.0,13.799
