ms,valve_a_pct,valve_b_pct,enc_deg
0,20.0,100.0,0.000
50,20.0,100.0,-2.285
100,20.0,100.0,-7.119
150,20.0,100.0,-8.965
200,20.0,100.0,-13.359
251,20.0,100.0,-15.117
300,20.0,100.0,-19.160
350,20.0,100.0,-21.182
400,20.0,100.0,-24.609
450,20.0,100.0,-26.719
500,20.0,100.0,-29.795
550,20.0,100.0,-31.641
600,20.0,100.0,-33.662
650,20.8,99.2,-35.596
700,21.7,98.3,-37.529
750,22.5,97.5,-39.287
800,23.3,96.7,-39.639
850,24.2,95.8,-39.814
900,25.0,95.0,-40.078
950,25.8,94.2,-39.463
1163,29.4,90.6,-39.463
1200,30.0,90.0,-39.287
1250,30.8,89.2,-35.596
1303,31.7,88.3,-34.629
1350,32.5,87.5,-34.102
1400,33.3,86.7,-33.223
1450,34.2,85.8,-31.992
1500,35.0,85.0,-31.113
1550,35.8,84.2,-30.146
1600,36.7,83.3,-29.355
1650,37.5,82.5,-28.389
1700,38.3,81.7,-27.422
1750,39.2,80.8,-26.455
1800,40.0,80.0,-25.400
1850,40.8,79.2,-24.434
1900,41.7,78.3,-23.379
1950,42.5,77.5,-22.236
2000,43.3,76.7,-21.270
2050,44.2,75.8,-20.215
2100,45.0,75.0,-19.160
2150,45.8,74.2,-18.105
2200,46.7,73.3,-17.051
2250,47.5,72.5,-16.084
2300,48.3,71.7,-15.029
2350,49.2,70.8,-13.975
2400,50.0,70.0,-13.008
2450,50.8,69.2,-11.953
2500,51.7,68.3,-10.811
2550,52.5,67.5,-9.756
2600,53.3,66.7,-8.701
2650,54.2,65.8,-7.559
2700,55.0,65.0,-6.504
2750,55.8,64.2,-5.449
2800,56.7,63.3,-4.395
2850,57.5,62.5,-3.340
2900,58.3,61.7,-2.285
2950,59.2,60.8,-1.230
3000,60.0,60.0,-0.176
3050,60.8,59.2,0.879
3100,61.7,58.3,1.934
3150,62.5,57.5,2.988
3200,63.3,56.7,4.043
3250,64.2,55.8,5.098
3300,65.0,55.0,6.240
3350,65.8,54.2,7.207
3400,66.7,53.3,8.262
3450,67.5,52.5,9.316
3500,68.3,51.7,10.371
3550,69.2,50.8,11.426
3600,70.0,50.0,12.568
3650,70.8,49.2,13.623
3700,71.7,48.3,14.678
3750,72.5,47.5,15.820
3800,73.3,46.7,16.787
3850,74.2,45.8,17.842
3900,75.0,45.0,18.984
3950,75.8,44.2,20.039
4000,76.7,43.3,21.182
4050,77.5,42.5,22.236
4100,78.3,41.7,23.291
4150,79.2,40.8,24.346
4200,80.0,40.0,25.488
4250,80.8,39.2,26.543
4300,81.7,38.3,27.598
4350,82.5,37.5,28.652
4400,83.3,36.7,29.707
4450,84.2,35.8,30.850
4500,85.0,35.0,31.904
4550,85.8,34.2,32.959
4600,86.7,33.3,34.014
4650,87.5,32.5,35.068
4700,88.3,31.7,36.035
4750,89.2,30.8,37.178
4800,90.0,30.0,38.145
4850,90.8,29.2,39.199
4900,91.7,28.3,40.166
4950,92.5,27.5,41.133
5000,93.3,26.7,42.012
5050,94.2,25.8,42.979
5100,95.0,25.0,43.857
5150,95.8,24.2,44.736
5200,96.7,23.3,45.615
5250,97.5,22.5,46.406
5300,98.3,21.7,47.109
