ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
1,66.36455772486377,54.01507711130479,12.362313699744082,,2790,3.406593406593407,362.184065934066,2787,3.4029304029304033,361.6373626373627,2.604029667941356,2.610312106250551,0.0
33,68.40989572815215,52.02013277964218,12.362313699744082,,2804,3.423687423687424,364.735347985348,2737,3.3418803418803416,352.525641025641,2.6037979765639534,2.6107986412628112,0.0
67,69.7929146769152,50.173887077607084,12.362313699744082,,2876,3.5115995115995116,377.8562271062271,2667,3.2564102564102564,339.7692307692308,2.6037979765639534,2.629334291357492,0.966796875
100,71.78632279193893,47.8001518072224,12.362313699744082,,2934,3.5824175824175826,388.4258241758242,2595,3.1684981684981683,326.6483516483516,2.5693730219201987,2.599984734050844,3.251953125
133,71.37785777784362,48.78522696330376,12.362313699744082,,2999,3.6617826617826617,400.27106227106225,2530,3.0891330891330893,314.8031135531136,2.6032778198801227,2.599984734050844,4.921875
167,72.84921279882917,46.660080907337715,12.362313699744082,,3082,3.763125763125763,415.3965201465201,2469,3.0146520146520146,303.6868131868132,2.5501062748519336,2.5705300503159365,5.625
200,73.88145595532882,45.539032836679034,12.362313699744082,,3118,3.807081807081807,421.95695970695965,2417,2.9511599511599513,294.2106227106227,2.5501062748519336,2.593354771623925,8.349609375
233,75.34752721067663,44.427772060276425,12.362313699744082,,3182,3.885225885225885,433.61996336996333,2353,2.8730158730158726,282.547619047619,2.5626686776260734,2.540600418785219,10.283203125
267,75.75296364298556,43.53878709713525,12.362313699744082,,3256,3.9755799755799752,447.1053113553113,2297,2.8046398046398044,272.3424908424908,2.5352195139784843,2.540600418785219,11.689453125
300,76.47643741318544,42.005658703323675,12.362313699744082,,3288,4.014652014652015,452.9368131868132,2254,2.752136752136752,264.5064102564103,2.5143659057415344,2.543255976321445,13.88671875
333,76.7954025402093,42.04614511037258,12.362313699744082,,3318,4.051282051282051,458.40384615384613,2205,2.692307692307692,255.57692307692304,2.5143659057415344,2.494618057875042,15.46875
367,76.77250440950199,42.3512597244261,12.362313699744082,,3334,4.070818070818071,461.319597069597,2180,2.6617826617826617,251.02106227106225,2.4993331078243797,2.4838762798542002,16.083984375
400,76.20600888038581,42.43569120211242,12.362313699744082,,3353,4.094017094017094,464.7820512820512,2189,2.6727716727716726,252.66117216117212,2.4698372295700324,2.46220445584154,16.962890625
433,76.36291283140866,42.68852160804199,12.362313699744082,,3366,4.1098901098901095,467.15109890109886,2191,2.675213675213675,253.02564102564102,2.4881750100046323,2.46220445584154,16.962890625
467,76.30631099547307,42.838769631632296,12.362313699744082,,3358,4.1001221001221,465.6932234432234,2197,2.6825396825396823,254.1190476190476,2.4881750100046323,2.4657504081704213,16.787109375
500,76.05484372311207,42.92849841792716,12.362313699744082,,3348,4.087912087912088,463.87087912087907,2196,2.681318681318681,253.93681318681317,2.487384962447903,2.466074308902835,16.787109375
534,76.13466901079383,42.92734814062889,12.362313699744082,,3338,4.075702075702075,462.0485347985348,2189,2.6727716727716726,252.66117216117212,2.486704000355313,2.4660113415023224,16.787109375
567,76.1063708888221,42.89681276107547,12.362313699744082,,3346,4.085470085470085,463.5064102564102,2193,2.6776556776556775,253.39010989010984,2.4871984171974986,2.4660113415023224,16.787109375
600,76.11350182416163,42.984115876605635,12.362313699744082,,3342,4.08058608058608,462.77747252747247,2196,2.681318681318681,253.93681318681317,2.4871984171974986,2.466430291317764,16.69921875
635,75.84570627494737,43.140240441171535,12.362313699744082,,3340,4.078144078144078,462.41300366300356,2203,2.6898656898656896,255.21245421245413,2.4878544874973363,2.4663441212204624,16.69921875
667,76.03643833519375,42.97672513236431,12.543053804468705,,3341,4.079365079365079,462.5952380952381,2198,2.6837606837606836,254.301282051282,2.4874378074061685,2.4664457075453328,16.69921875
700,78.76676072433281,40.636976425774336,20.563629029674416,,3346,4.085470085470085,463.5064102564102,2217,2.7069597069597067,257.76373626373623,2.4936720947549595,2.4664457075453328,16.5234375
733,78.99692170346866,40.457497794385155,20.563629029674416,,3352,4.0927960927960925,464.59981684981676,2211,2.6996336996336994,256.6703296703296,2.4936720947549595,2.4709748408482595,16.34765625
767,78.52860534633972,40.63127207067577,20.563629029674416,,3337,4.074481074481074,461.8663003663003,2222,2.7130647130647128,258.6749084249084,2.4954052520193915,2.4769802054282284,16.34765625
800,79.05421143418206,40.2769426457332,20.563629029674416,,3369,4.113553113553113,467.6978021978021,2205,2.692307692307692,255.57692307692304,2.494821255567183,2.4953289561754346,16.34765625
834,79.65965369116394,39.228206110625905,20.563629029674416,,3384,4.131868131868131,470.4313186813186,2174,2.6544566544566544,249.92765567765565,2.489774810203219,2.4953289561754346,16.787109375
867,80.79798253752213,38.025668919046005,20.563629029674416,,3399,4.1501831501831505,473.1648351648352,2127,2.597069597069597,241.36263736263737,2.4622685917753526,2.49361422892945,17.841796875
900,81.80529132761211,37.33333552660962,20.563629029674416,,3445,4.2063492063492065,481.54761904761904,2080,2.5396825396825395,232.79761904761904,2.4622685917753526,2.4630790494902923,19.3359375
934,82.83447116010807,36.83878405638934,20.563629029674416,,3484,4.253968253968254,488.65476190476187,2042,2.4932844932844933,225.8727106227106,2.4244884829787443,2.4156629035212585,20.830078125
967,83.12702757892343,36.52724959904281,20.563629029674416,,3515,4.291819291819292,494.30402930402926,2014,2.459096459096459,220.77014652014648,2.4023939653458255,2.4156629035212585,21.97265625
1000,83.05687532900252,36.35588074524202,20.563629029674416,,3547,4.3308913308913315,500.1355311355312,2002,2.444444444444444,218.5833333333333,2.3686228406116467,2.379463389095617,22.763671875
1033,82.89045730209585,36.52668769074272,20.563629029674416,,3551,4.335775335775336,500.8644688644689,1993,2.4334554334554332,216.9432234432234,2.3686228406116467,2.371776396311451,23.37890625
1067,82.63682175000531,36.98310322905631,20.563629029674416,,3563,4.350427350427351,503.05128205128216,2002,2.444444444444444,218.5833333333333,2.369157506350669,2.3646077877491436,23.37890625
1100,82.46593258568608,37.170567054757896,20.563629029674416,,3551,4.335775335775336,500.8644688644689,2005,2.448107448107448,219.13003663003659,2.3734598900002664,2.3646077877491436,23.37890625
1133,82.46192712479376,37.196763110600834,20.563629029674416,,3543,4.326007326007327,499.4065934065935,2002,2.444444444444444,218.5833333333333,2.376668480309844,2.362304432649382,23.37890625
1167,82.3479328187739,37.2773443129752,20.563629029674416,,3549,4.333333333333334,500.50000000000006,2012,2.4566544566544564,220.4056776556776,2.376668480309844,2.361757022319002,23.37890625
1200,82.25631459962399,37.386517261102775,20.563629029674416,,3542,4.324786324786325,499.22435897435906,2014,2.459096459096459,220.77014652014648,2.381065336366566,2.361217084093106,23.37890625
1234,82.3118837884284,37.32525170432816,20.563629029674416,,3550,4.334554334554335,500.68223443223445,2016,2.4615384615384617,221.13461538461542,2.381499704682962,2.361217084093106,23.37890625
1267,82.3092079460875,37.322985767211414,20.563629029674416,,3552,4.336996336996338,501.0467032967033,2018,2.463980463980464,221.49908424908426,2.38236229363724,2.360078562378091,23.37890625
1300,82.24315347352712,37.41384396803657,20.563629029674416,,3537,4.318681318681319,498.31318681318686,2012,2.4566544566544564,220.4056776556776,2.38236229363724,2.361202150162389,23.37890625
1333,82.17749202879834,37.43405164243305,20.563629029674416,,3558,4.344322344322345,502.14010989010995,2029,2.4774114774114775,223.503663003663,2.3846115033410458,2.361017400771366,23.37890625
1367,82.15417265219781,37.513031600680605,20.563629029674416,,3540,4.322344322344323,498.85989010989016,2023,2.47008547008547,222.4102564102564,2.3905296461928005,2.3652603740688916,23.203125
1400,81.94723879766057,37.73861712315905,20.563629029674416,,3534,4.315018315018316,497.7664835164836,2042,2.4932844932844933,225.8727106227106,2.4010825165377945,2.3652603740688916,22.939453125
1434,81.95754063050829,37.720884985158506,20.563629029674416,,3533,4.3137973137973145,497.58424908424917,2041,2.492063492063492,225.6904761904762,2.4010825165377945,2.3796130971488934,22.67578125
1467,81.88871264276638,37.838831535321646,20.563629029674416,,3534,4.315018315018316,497.7664835164836,2052,2.5054945054945055,227.69505494505492,2.4167361936035427,2.390288897398224,22.5
1500,81.84718298692957,37.91120437224731,20.563629029674416,,3526,4.305250305250306,496.3086080586082,2055,2.509157509157509,228.24175824175825,2.424003659123985,2.3976575393046184,22.32421875
1534,81.95418942916388,37.804886276438786,20.563629029674416,,3548,4.332112332112333,500.31776556776566,2068,2.525030525030525,230.61080586080584,2.429908465041755,2.3976575393046184,22.1484375
1567,81.74217285997655,38.03675790620055,20.563629029674416,,3529,4.30891330891331,496.8553113553114,2071,2.5286935286935286,231.15750915750914,2.429908465041755,2.400641767620491,21.97265625
1600,81.57440528931076,38.18473379147157,20.51170466841781,,3519,4.2967032967032965,495.032967032967,2068,2.525030525030525,230.61080586080584,2.432479182053021,2.404558214782626,21.97265625
1633,67.0543424049039,52.53696330197717,0.097527252852835,,3503,4.277167277167277,492.1172161172161,2063,2.518925518925519,229.69963369963367,2.431382621281327,2.402797187692801,21.97265625
1667,64.43535937597574,55.550267885044256,0.097527252852835,,3392,4.141636141636142,471.88919413919416,2185,2.6678876678876677,251.9322344322344,2.479709416055392,2.402797187692801,21.357421875
1700,62.34607549413887,58.25684193013494,0.097527252852835,,3345,4.084249084249084,463.32417582417577,2243,2.7387057387057387,262.5018315018315,2.479709416055392,2.38259383934328,18.28125
1733,62.6417930911981,56.913160440734664,0.097527252852835,,3267,3.989010989010989,449.1098901098901,2309,2.819291819291819,274.529304029304,2.5024993910716016,2.546802095229316,15.029296875
1767,63.241542812649406,55.543612376541496,0.097527252852835,,3168,3.868131868131868,431.0686813186813,2406,2.937728937728938,292.20604395604397,2.513075553830871,2.5207947486807094,13.974609375
