ms,valve_a_pct,valve_b_pct,q_des,qdes_esn,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,69.34090587703656,52.096249746721824,7.400207821399292,7.400207821399292,,2786,3.401709401709402,361.4551282051283,2787,3.4029304029304033,361.6373626373627,2.809639483809848,2.787745564753161,-0.19155649038461536
33,71.63839199885376,50.00319678612165,9.021018633828945,9.021018633828945,,2841,3.468864468864469,371.478021978022,2753,3.361416361416362,355.441391941392,2.8072394624657084,2.787745564753161,-0.36733774038461536
67,78.12655971413598,42.85283630289866,12.658743593416231,12.658743593416231,,2921,3.5665445665445668,386.0567765567766,2636,3.2185592185592187,334.11996336996333,2.765236206539991,2.802428209305874,1.0389122596153846
100,86.54151073280731,33.05377178044219,17.362843670257597,17.362843670257597,,2966,3.6214896214896215,394.257326007326,2584,3.155067155067155,324.6437728937729,2.765236206539991,2.8008606376430096,4.027193509615385
133,89.36632583076315,31.049356214334207,18.677048012113964,18.677048012113964,,3054,3.728937728937729,410.29395604395603,2505,3.058608058608059,310.2472527472528,2.7851888500137956,2.790479104168442,5.697115384615385
167,88.31496941734025,31.788181380636548,19.133257262688396,19.133257262688396,,3110,3.797313797313797,420.4990842490842,2424,2.95970695970696,295.48626373626377,2.754825298424743,2.790479104168442,7.630709134615385
200,91.0412790939346,30.50486102272028,20.953727232790143,20.953727232790143,,3155,3.8522588522588523,428.6996336996337,2370,2.893772893772894,285.64560439560444,2.750563769358797,2.7944564938500083,10.355318509615385
233,91.09160601635035,29.13595809210886,21.982018101452695,21.982018101452695,,3236,3.951159951159951,443.46062271062266,2308,2.818070818070818,274.34706959706955,2.750563769358797,2.7789771775893963,11.937349759615385
267,94.7079852266671,27.043184974298722,23.361220263394017,23.361220263394017,,3299,4.028083028083028,454.94139194139194,2230,2.7228327228327225,260.1327838827838,2.733817262465312,2.780331010597527,13.870943509615385
300,95.97668000330218,26.16056401859034,24.83635740642765,24.83635740642765,,3350,4.09035409035409,464.2353479853479,2177,2.658119658119658,250.47435897435892,2.7141499678987757,2.780331010597527,16.507662259615383
333,92.39699516588706,28.827379818817604,24.634157471134433,24.634157471134433,,3408,4.1611721611721615,474.8049450549451,2118,2.586080586080586,239.72252747252747,2.704207776474039,2.7561082877259553,18.265474759615383
367,92.19723891469384,30.675275929563874,24.76283120057211,24.76283120057211,,3461,4.225885225885226,484.46336996337,2067,2.5238095238095237,230.4285714285714,2.6933483898371873,2.7425362218240954,21.077974759615383
400,90.194757990215,31.717795024773242,23.970746007242454,23.970746007242454,,3502,4.275946275946276,491.93498168498166,2013,2.4578754578754576,220.58791208791203,2.6933483898371873,2.7079720728206094,22.835787259615383
433,91.32380992722005,30.667331044973878,23.412470965010037,23.412470965010037,,3564,4.351648351648352,503.23351648351655,1954,2.385836385836386,209.83608058608058,2.674531658867131,2.7079720728206094,24.329927884615383
467,92.07584949589676,30.512378242302706,23.09499039627502,23.09499039627502,,3618,4.417582417582418,513.0741758241758,1889,2.3064713064713067,197.99084249084254,2.637696558546718,2.702710845148589,25.648287259615383
500,92.68521562320953,30.393091454043464,23.320599770235457,23.320599770235457,,3669,4.47985347985348,522.368131868132,1850,2.258852258852259,190.88369963369962,2.6159939924029136,2.6831939160020584,27.406099759615383
533,93.18076138033872,29.909719819153725,23.302182705016687,23.302182705016687,,3716,4.537240537240537,530.9331501831501,1814,2.214896214896215,184.3232600732601,2.6159939924029136,2.6584484661104018,28.900240384615383
567,93.66625621408987,29.83115320476778,22.84147045659298,22.84147045659298,,3746,4.573870573870574,536.4001831501831,1795,2.191697191697192,180.8608058608059,2.6096227823391236,2.6584484661104018,29.867037259615383
600,94.4543799635027,28.98106277678723,22.253658264147507,22.253658264147507,,3797,4.6361416361416365,545.6941391941392,1789,2.1843711843711846,179.7673992673993,2.5991747686872,2.6510755286967336,30.482271634615383
633,96.31284431107294,27.1974155611144,22.34514557876033,22.34514557876033,,3833,4.68009768009768,552.2545787545787,1780,2.1733821733821737,178.12728937728943,2.616268194757529,2.6499802093914337,31.273287259615383
667,98.15850109224066,25.386100880068796,23.016464653726274,23.016464653726274,,3875,4.7313797313797314,559.9084249084249,1728,2.10989010989011,168.65109890109892,2.616268194757529,2.6484788088160474,32.50375600961539
700,99.51832064134595,24.46637520481363,22.83076887276906,22.83076887276906,,3914,4.778998778998779,567.0155677655678,1687,2.0598290598290596,161.17948717948715,2.613605291072612,2.6484788088160474,33.82211538461539
733,97.462275730507,26.0748611984736,21.863298085870934,21.863298085870934,,3945,4.816849816849817,572.6648351648352,1630,1.99023199023199,150.7921245421245,2.592870121875695,2.628514197709166,35.14047475961539
767,95.65784192561286,26.75025757544553,21.997922141944375,21.997922141944375,,3977,4.8559218559218555,578.4963369963369,1637,1.9987789987789988,152.06776556776558,2.585291538082235,2.5968335456616187,36.37094350961539
800,96.47393728847723,24.467421362667558,23.708585436981522,23.708585436981522,,4004,4.888888888888888,583.4166666666666,1631,1.9914529914529913,150.97435897435892,2.585291538082235,2.585944083927185,36.81039663461539
833,98.55974413564243,22.121774921337327,25.854263963009686,25.854263963009686,,4003,4.887667887667887,583.2344322344321,1639,2.001221001221001,152.43223443223442,2.6090783722195146,2.585944083927185,37.07406850961539
867,99.43899705335288,20.891127075763677,27.053027621502068,27.053027621502068,,4005,4.89010989010989,583.598901098901,1603,1.9572649572649572,145.87179487179486,2.6214243033908424,2.579104652459498,37.24984975961539
