ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg,qdes_esn
0,72.45654842738887,49.47203846721734,12.362313699744082,,,2798,3.4163614163614167,363.64194139194143,2788,3.4041514041514045,361.8195970695971,2.783693540676285,2.756230160733079,0.0
33,75.22417022317038,46.89702891860492,12.362313699744082,,,2836,3.462759462759463,370.56684981684987,2729,3.332112332112332,351.06776556776555,2.7838715996350474,2.7561957615304022,0.0
67,76.95374552813952,42.29030057157345,12.362313699744082,,,2910,3.5531135531135534,384.05219780219784,2636,3.2185592185592187,334.11996336996333,2.762648376430174,2.7611557290316098,2.900390625
100,75.45684722169788,43.91200294038689,12.362313699744082,,,2966,3.6214896214896215,394.257326007326,2566,3.133089133089133,321.36355311355305,2.781941827226407,2.7611557290316098,5.80078125
133,75.71099015426095,45.20048008078356,12.362313699744082,,,3037,3.7081807081807083,407.1959706959707,2480,3.028083028083028,305.69139194139194,2.7531075962676796,2.752642885053864,6.6796875
167,76.28314829862019,44.197757558071665,12.362313699744082,,,3086,3.768009768009768,416.12545787545787,2422,2.9572649572649574,295.1217948717949,2.7531075962676796,2.762613700808861,9.140625
200,77.73308999581265,43.88928509504949,12.362313699744082,,,3130,3.8217338217338215,424.14377289377285,2355,2.875457875457875,282.9120879120878,2.7454241653811216,2.7672626131920706,11.77734375
233,77.61118322501213,41.84668950930196,12.362313699744082,,,3202,3.9096459096459095,437.264652014652,2281,2.785103785103785,269.42673992673986,2.7333185358005494,2.7672626131920706,12.744140625
267,81.26377773448135,42.09352645934682,12.362313699744082,,,3259,3.979242979242979,447.6520146520146,2234,2.7277167277167274,260.8617216117216,2.710394188943192,2.7769430867973086,15.29296875
300,81.10957298040049,41.34890554962703,12.362313699744082,,,3304,4.034188034188034,455.8525641025641,2190,2.673992673992674,252.84340659340654,2.710394188943192,2.7544560955284605,17.2265625
333,81.26333377635936,40.537848345776574,12.362313699744082,,,3349,4.089133089133089,464.0531135531135,2172,2.652014652014652,249.56318681318677,2.7106827597721885,2.742324729877695,18.193359375
367,83.6736126544355,38.39415498614077,12.362313699744082,,,3416,4.170940170940171,476.26282051282055,2148,2.6227106227106227,245.18956043956044,2.6950562128503304,2.748278547243056,19.3359375
400,85.73313474508838,37.01565442839648,12.362313699744082,,,3460,4.224664224664225,484.28113553113553,2099,2.5628815628815627,236.26007326007323,2.698341936730701,2.748278547243056,20.56640625
433,87.74343325427425,36.1273708320989,12.362313699744082,,,3505,4.2796092796092795,492.4816849816849,2045,2.496947496947497,226.41941391941393,2.698341936730701,2.7477058275102264,22.1484375
467,87.62841104743939,37.33627202900695,12.362313699744082,,,3555,4.340659340659341,501.59340659340666,2006,2.449328449328449,219.31227106227104,2.6797106302107854,2.72983157410468,24.08203125
500,86.4479323508242,37.57074730530982,12.362313699744082,,,3593,4.3870573870573875,508.51831501831504,1999,2.4407814407814405,218.03663003663,2.6719041227334284,2.708582604602585,25.400390625
533,87.81684080671421,34.61056937804107,12.362313699744082,,,3653,4.4603174603174605,519.452380952381,2003,2.4456654456654454,218.7655677655677,2.6780170724203125,2.708582604602585,25.576171875
567,89.57095449263134,33.21254572123103,12.362313699744082,,,3684,4.498168498168498,525.1016483516484,2006,2.449328449328449,219.31227106227104,2.6780170724203125,2.724297134309031,25.6640625
600,92.51230480346806,31.322829725068775,12.362313699744082,,,3729,4.553113553113553,533.3021978021978,1943,2.3724053724053724,207.8315018315018,2.6845949077833544,2.7313937845049905,26.54296875
634,91.10607641850729,33.57911755902473,12.362313699744082,,,3758,4.588522588522588,538.5869963369962,1891,2.308913308913309,198.3553113553114,2.66512004430891,2.7141584856854033,28.564453125
