ms,valve_a_pct,valve_b_pct,q_des,qdes_esn,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
1,72.39467043349458,49.18998523796169,12.362313699744082,,,2796,3.4139194139194142,363.2774725274726,2774,3.3870573870573875,359.2683150183151,2.7840703759545886,2.800589911374148,0.0
33,73.35638523568514,48.277414509189484,12.362313699744082,,,2838,3.4652014652014653,370.93131868131866,2744,3.35042735042735,353.801282051282,2.777141278921078,2.8009067192269703,0.0
67,76.87320186063356,43.28263228446843,12.362313699744082,,,2921,3.5665445665445668,386.0567765567766,2637,3.21978021978022,334.30219780219784,2.777141278921078,2.8107499997480465,2.724609375
100,74.71193218028371,45.744261679582074,12.362313699744082,,,2968,3.623931623931624,394.62179487179486,2577,3.1465201465201464,323.36813186813185,2.7711454152274184,2.7895973791609974,4.74609375
133,78.42837942034654,42.9331217730908,12.362313699744082,,,3054,3.728937728937729,410.29395604395603,2485,3.034188034188034,306.6025641025641,2.7725021653527495,2.7978588574437993,5.537109375
167,78.24026853211791,42.25278950821566,12.362313699744082,,,3115,3.8034188034188032,421.41025641025635,2405,2.9365079365079367,292.0238095238096,2.7388243799203797,2.7978588574437993,7.470703125
200,79.21254498671829,42.292883672740025,12.362313699744082,,,3153,3.84981684981685,428.3351648351648,2356,2.8766788766788762,283.0943223443222,2.7388243799203797,2.7883259393976147,10.01953125
233,80.09435855023966,39.6347730909641,12.362313699744082,,,3218,3.929181929181929,440.1804029304029,2288,2.7936507936507935,270.7023809523809,2.750086050224139,2.7737054403514527,11.07421875
267,82.6098754457161,40.87539478930795,12.362313699744082,,,3268,3.9902319902319903,449.29212454212455,2222,2.7130647130647128,258.6749084249084,2.7065400211458197,2.77473953134323,13.798828125
300,83.67620646426674,39.68925089988261,12.362313699744082,,,3318,4.051282051282051,458.40384615384613,2163,2.641025641025641,247.9230769230769,2.710644503651316,2.77473953134323,16.259765625
333,84.49793567423826,37.323302917547075,12.362313699744082,,,3397,4.147741147741148,472.8003663003663,2120,2.5885225885225887,240.08699633699635,2.710644503651316,2.7441265160986688,17.314453125
367,86.47188950083662,36.616707028662475,12.362313699744082,,,3453,4.216117216117216,483.00549450549454,2071,2.5286935286935286,231.15750915750914,2.6790139219172544,2.7441656378516908,19.072265625
400,86.95737287466741,37.14279515600764,12.362313699744082,,,3488,4.258852258852259,489.3836996336996,2021,2.4676434676434678,222.04578754578756,2.6729805084609817,2.7203876426217306,20.91796875
433,86.33592067751032,35.65361631651186,12.362313699744082,,,3530,4.310134310134311,497.03754578754587,2008,2.4517704517704515,219.67673992673988,2.6594512265607326,2.7203876426217306,21.4453125
468,88.49805113226574,33.814368830284245,12.362313699744082,,,3584,4.3760683760683765,506.87820512820514,1992,2.432234432234432,216.76098901098896,2.6594512265607326,2.713393109721906,21.97265625
501,91.20495478856219,31.992408222839575,12.362313699744082,,,3640,4.444444444444445,517.0833333333334,1942,2.371184371184371,207.6492673992674,2.6611561438966604,2.720771847036951,22.8515625
533,90.29064816741338,34.177720071607844,12.362313699744082,,,3675,4.487179487179487,523.4615384615385,1912,2.3345543345543347,202.18223443223445,2.6426462477754407,2.7053756409491796,24.9609375
567,89.77805279890151,33.87108567230964,12.362313699744082,,,3721,4.543345543345543,531.8443223443223,1893,2.3113553113553116,198.71978021978023,2.6356078593805274,2.7053756409491796,26.54296875
600,90.53082089229602,32.7052758659088,12.362313699744082,,,3766,4.598290598290598,540.0448717948717,1898,2.3174603174603177,199.6309523809524,2.6356078593805274,2.677646359560115,26.71875
633,92.30934885742504,30.9639486160456,12.362313699744082,,,3788,4.625152625152626,544.0540293040293,1894,2.312576312576313,198.90201465201469,2.6404079046852478,2.695780267359617,26.630859375
667,94.12159378952843,29.332094719407557,12.53975663458746,,,3824,4.669108669108669,550.6144688644689,1887,2.304029304029304,197.62637362637358,2.6462662927195892,2.69799201950677,27.158203125
700,98.9176462617998,24.11032464828325,20.563629029674416,,,3847,4.697191697191697,554.8058608058608,1808,2.2075702075702077,183.2298534798535,2.6258621076497795,2.69799201950677,28.037109375
733,99.88791021628725,23.425453260604886,20.563629029674416,,,3879,4.736263736263736,560.6373626373627,1767,2.157509157509158,175.7582417582418,2.6258621076497795,2.6974524271181104,30.146484375
767,99.56745782551046,24.44084954061868,20.563629029674416,,,3905,4.768009768009768,565.3754578754579,1703,2.0793650793650795,164.09523809523813,2.6190314782466766,2.6477291731887598,31.376953125
800,98.2401556450013,25.046497337699037,20.563629029674416,,,3938,4.808302808302808,571.389194139194,1654,2.0195360195360195,155.16575091575092,2.577882837218602,2.640333619518687,32.34375
833,97.9152913819951,26.23413871938925,20.563629029674416,,,3956,4.83028083028083,574.6694139194138,1642,2.004884004884005,152.97893772893772,2.567736494801493,2.640333619518687,33.92578125
867,94.8468552922978,26.014835434419325,20.563629029674416,,,3979,4.858363858363858,578.8608058608058,1633,1.993894993894994,151.33882783882785,2.567736494801493,2.5960465369878523,34.013671875
900,95.5090461006349,25.233817206946473,20.563629029674416,,,3981,4.86080586080586,579.2252747252746,1648,2.012210012210012,154.07234432234432,2.5703427650118886,2.60965031563582,33.57421875
933,95.68948996950564,25.611965941626714,20.563629029674416,,,3987,4.868131868131868,580.3186813186812,1647,2.010989010989011,153.89010989010987,2.563983312842564,2.6068498891781555,33.837890625
