ms,valve_a_pct,valve_b_pct,q_des_csv,qdes,qdes_esn,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
800,30.413659876447518,91.63201371260472,20.563629029674416,-27.397640307061064,-27.397640307061064,,2755,3.3638583638583643,355.80586080586085,2747,3.3540903540903537,354.3479853479853,2.6753013399304786,2.7829124634608227,-2.28515625
833,26.397122379172433,97.12399497062565,20.563629029674416,-30.38656545007108,-30.38656545007108,,2702,3.299145299145299,346.14743589743586,2828,3.452991452991453,369.10897435897436,2.648982800313705,2.8016108405501607,-4.04296875
867,25.320936493829084,97.49757435429545,20.563629029674416,-29.891618750345568,-29.891618750345568,,2621,3.2002442002442,331.38644688644683,2864,3.496947496947497,375.6694139194139,2.6385359700480313,2.8016108405501607,-5.9765625
900,29.227333896903534,92.7486965573172,20.563629029674416,-27.596590533343768,-27.596590533343768,,2576,3.1452991452991452,323.1858974358974,2930,3.5775335775335777,387.6968864468864,2.6385359700480313,2.801971536408495,-8.4375
933,33.020409991228014,88.64696092555245,20.563629029674416,-25.14891742103746,-25.14891742103746,,2506,3.05982905982906,310.4294871794872,2964,3.619047619047619,393.89285714285717,2.6173912187806527,2.8051020320017055,-9.931640625
967,33.407988212938335,88.33858445778772,20.563629029674416,-24.90097955431912,-24.90097955431912,,2444,2.984126984126984,299.1309523809524,3024,3.6923076923076925,404.8269230769231,2.6040702635686257,2.8041287094231913,-12.216796875
1000,34.89235305486504,87.16402644838105,20.563629029674416,-24.575018945336115,-24.575018945336115,,2378,2.903540903540904,287.1034798534799,3059,3.735042735042735,411.20512820512823,2.5910324719958764,2.7986691697282606,-14.23828125
1033,34.86851735025838,87.29686548775926,20.563629029674416,-25.14534337255411,-25.14534337255411,,2325,2.8388278388278385,277.4450549450549,3130,3.8217338217338215,424.14377289377285,2.5910324719958764,2.7986691697282606,-16.171875
1067,34.37407389202109,88.33133919431553,20.563629029674416,-25.875788878678062,-25.875788878678062,,2257,2.755799755799756,265.0531135531136,3171,3.871794871794872,431.61538461538464,2.578167403852478,2.7900223368248973,-17.841796875
1100,33.46966648048792,88.3819624521603,20.563629029674416,-26.371882432593395,-26.371882432593395,,2210,2.698412698412698,256.4880952380952,3241,3.957264957264957,444.3717948717948,2.5655231553486946,2.775921765716357,-19.16015625
1133,30.021948965045357,91.3298015648921,20.563629029674416,-28.39254106630535,-28.39254106630535,,2154,2.63003663003663,246.282967032967,3282,4.007326007326007,451.84340659340654,2.5558890703649224,2.756870944131271,-20.830078125
1167,26.121517101482265,95.30111845640108,20.563629029674416,-31.056533773384658,-31.056533773384658,,2095,2.557997557997558,235.5311355311355,3322,4.056166056166056,459.1327838827838,2.5558890703649224,2.756870944131271,-22.587890625
1200,23.007147474884665,97.6380477188268,20.563629029674416,-33.011282065863554,-33.011282065863554,,2038,2.4884004884004884,225.14377289377288,3386,4.134310134310134,470.79578754578745,2.5450814207229855,2.735077293399578,-23.818359375
