ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
7433,61.72642842804469,58.27357157195531,15.132972959978042,3.4528568560893893,2852,3.4822954822954824,373.48260073260076,1597,1.94993894993895,144.77838827838826,2.6107251716402797,2.6131669701949187,-0.087890625
7467,61.75998231078733,58.24001768921267,15.682836749853534,3.519964621574652,2864,3.496947496947497,375.6694139194139,1599,1.9523809523809523,145.14285714285714,2.6107251716402797,2.6131669701949187,-0.0
7500,61.800171853293975,58.199828146706025,16.35758891448178,3.60034370658795,2846,3.474969474969475,372.38919413919416,1589,1.9401709401709402,143.32051282051282,2.6107251716402797,2.6131669701949187,0.087890625
7533,61.8511554101304,58.1488445898696,16.889565840006256,3.702310820260802,2839,3.4664224664224665,371.1135531135531,1584,1.934065934065934,142.40934065934067,2.6107251716402797,2.6131669701949187,0.087890625
7567,61.884922918225406,58.115077081774594,17.33495514170657,3.769845836450809,2843,3.4713064713064714,371.8424908424908,1583,1.9328449328449329,142.22710622710622,2.6107251716402797,2.6131669701949187,0.087890625
7600,61.90051652826124,58.09948347173876,17.763881834677417,3.801033056522482,2845,3.473748473748474,372.2069597069597,1581,1.9304029304029304,141.86263736263734,2.610355861574369,2.612692989211449,0.17578125
7634,61.94335451148504,58.05664548851496,18.117743461333212,3.886709022970084,2854,3.484737484737485,373.8470695970696,1589,1.9401709401709402,143.32051282051282,2.610355861574369,2.612692989211449,0.17578125
7667,61.94670295512014,58.05329704487986,18.295845847781838,3.8934059102402814,2849,3.4786324786324787,372.93589743589746,1600,1.9536019536019535,145.32509157509156,2.610355861574369,2.612692989211449,0.263671875
7700,61.980578534736246,58.019421465263754,18.46697485865311,3.961157069472489,2843,3.4713064713064714,371.8424908424908,1586,1.9365079365079365,142.77380952380952,2.610355861574369,2.612692989211449,0.263671875
7734,62.01078870303857,57.98921129696143,18.823711035912297,4.021577406077149,2840,3.4676434676434678,371.29578754578756,1591,1.9426129426129426,143.68498168498166,2.610355861574369,2.612692989211449,0.263671875
7767,62.02361502970355,57.97638497029645,19.18074431177298,4.047230059407101,2844,3.4725274725274726,372.0247252747253,1588,1.938949938949939,143.1382783882784,2.610355861574369,2.612692989211449,0.3515625
7800,62.07115825987047,57.92884174012953,19.61114263826711,4.142316519740939,2851,3.481074481074481,373.3003663003663,1596,1.9487179487179487,144.59615384615384,2.609707391253265,2.612186536757055,0.3515625
7834,62.11107777041416,57.88892222958584,20.14561218667837,4.2221555408283304,2861,3.4932844932844933,375.12271062271066,1588,1.938949938949939,143.1382783882784,2.609707391253265,2.612186536757055,0.3515625
7868,62.14761015999912,57.85238984000088,20.606198169478123,4.295220319998243,2858,3.4896214896214897,374.5760073260073,1586,1.9365079365079365,142.77380952380952,2.609707391253265,2.612186536757055,0.3515625
7900,62.16865573168135,57.83134426831865,21.103156063990046,4.337311463362696,2873,3.507936507936508,377.3095238095238,1586,1.9365079365079365,142.77380952380952,2.609707391253265,2.612186536757055,0.439453125
7933,62.21367641574052,57.78632358425948,21.459628860370184,4.427352831481038,2848,3.4774114774114775,372.753663003663,1575,1.9230769230769231,140.76923076923077,2.609707391253265,2.612186536757055,0.439453125
7967,62.228046907900485,57.771953092099515,21.814768868708132,4.456093815800968,2852,3.4822954822954824,373.48260073260076,1583,1.9328449328449329,142.22710622710622,2.609707391253265,2.612186536757055,0.52734375
8000,62.272893758177766,57.727106241822234,22.159603864397607,4.5457875163555315,2844,3.4725274725274726,372.0247252747253,1586,1.9365079365079365,142.77380952380952,2.609456587994512,2.6120222514342233,0.52734375
8034,62.27868687802945,57.72131312197055,22.3373998879802,4.557373756058898,2849,3.4786324786324787,372.93589743589746,1580,1.9291819291819292,141.68040293040292,2.609456587994512,2.6120222514342233,0.615234375
8067,62.31978258779354,57.68021741220646,22.602478947300963,4.639565175587081,2855,3.485958485958486,374.029304029304,1581,1.9304029304029304,141.86263736263734,2.609456587994512,2.6120222514342233,0.615234375
8100,62.32994395504176,57.67005604495824,22.861819531896078,4.659887910083529,2850,3.47985347985348,373.11813186813185,1579,1.927960927960928,141.49816849816852,2.609456587994512,2.6120222514342233,0.703125
8133,62.37130160503732,57.62869839496268,23.12632466132628,4.742603210074631,2857,3.4884004884004884,374.3937728937729,1578,1.9267399267399268,141.31593406593407,2.609456587994512,2.6120222514342233,0.703125
8167,62.39552961131941,57.60447038868059,23.30946689506409,4.791059222638817,2881,3.517704517704518,378.76739926739936,1593,1.945054945054945,144.04945054945054,2.609456587994512,2.6120222514342233,0.703125
8200,62.410365271716906,57.589634728283094,23.65291724809629,4.820730543433814,2864,3.496947496947497,375.6694139194139,1583,1.9328449328449329,142.22710622710622,2.609456587994512,2.6120222514342233,0.791015625
8233,62.45676017202206,57.54323982797794,24.00758906664854,4.9135203440441115,2854,3.484737484737485,373.8470695970696,1581,1.9304029304029304,141.86263736263734,2.60980319071947,2.6122029086961223,0.791015625
8267,62.49035009156522,57.50964990843478,24.365066775536107,4.980700183130439,2865,3.498168498168498,375.85164835164835,1582,1.9316239316239316,142.0448717948718,2.60980319071947,2.6122029086961223,0.791015625
8300,62.50585541204187,57.49414458795813,24.709001087296624,5.01171082408374,2875,3.5103785103785103,377.67399267399264,1587,1.9377289377289377,142.95604395604394,2.60980319071947,2.6122029086961223,0.87890625
8334,62.54814968059342,57.45185031940658,24.970000000000002,5.096299361186835,2873,3.507936507936508,377.3095238095238,1584,1.934065934065934,142.40934065934067,2.60980319071947,2.6122029086961223,0.87890625
8367,62.54657369100717,57.45342630899283,24.97,5.0931473820143305,2868,3.501831501831502,376.3983516483516,1585,1.9352869352869353,142.59157509157507,2.60980319071947,2.6122029086961223,0.966796875
8400,62.575729206221446,57.424270793778554,24.96940367199791,5.151458412442889,2867,3.5006105006105006,376.2161172161172,1583,1.9328449328449329,142.22710622710622,2.60980319071947,2.6122029086961223,0.966796875
8433,62.58723829116387,57.41276170883613,24.88073289066941,5.174476582327743,2882,3.5189255189255193,378.94963369963375,1586,1.9365079365079365,142.77380952380952,2.6095350228638865,2.6120222514342233,0.966796875
8467,62.581042184613906,57.418957815386094,24.791877394468575,5.1620843692278156,2863,3.4957264957264957,375.48717948717945,1581,1.9304029304029304,141.86263736263734,2.6095350228638865,2.6120222514342233,1.0546875
8500,62.60571422849019,57.39428577150981,24.70629167467053,5.211428456980389,2870,3.5042735042735043,376.7628205128205,1582,1.9316239316239316,142.0448717948718,2.6095350228638865,2.6120222514342233,1.0546875
8534,62.61705918642176,57.38294081357824,24.619,5.234118372843527,2865,3.498168498168498,375.85164835164835,1579,1.927960927960928,141.49816849816852,2.6095350228638865,2.6120222514342233,1.0546875
8567,62.63260777625246,57.36739222374754,24.615823319057917,5.265215552504921,2874,3.509157509157509,377.49175824175825,1585,1.9352869352869353,142.59157509157507,2.6095350228638865,2.6120222514342233,1.0546875
8601,62.644017485298,57.355982514702,24.531,5.288034970596,2881,3.517704517704518,378.76739926739936,1587,1.9377289377289377,142.95604395604394,2.6095350228638865,2.6120222514342233,1.0546875
8633,62.641964344187066,57.358035655812934,24.529671762670002,5.283928688374138,2866,3.4993894993894994,376.0338827838828,1583,1.9328449328449329,142.22710622710622,2.6096583462627696,2.6122060682108534,1.142578125
8667,62.66634796438667,57.33365203561333,24.443000000000005,5.332695928773335,2865,3.498168498168498,375.85164835164835,1578,1.9267399267399268,141.31593406593407,2.6096583462627696,2.6122060682108534,1.142578125
8700,62.68189974627831,57.31810025372169,24.44335856532631,5.363799492556627,2872,3.5067155067155067,377.12728937728934,1584,1.934065934065934,142.40934065934067,2.6096583462627696,2.6122060682108534,1.142578125
8733,62.70639152358723,57.29360847641277,24.6201596906605,5.412783047174463,2867,3.5006105006105006,376.2161172161172,1583,1.9328449328449329,142.22710622710622,2.6096583462627696,2.6122060682108534,1.142578125
8767,62.726195532403395,57.273804467596605,24.70211273883082,5.452391064806795,2872,3.5067155067155067,377.12728937728934,1587,1.9377289377289377,142.95604395604394,2.6096583462627696,2.6122060682108534,1.142578125
8800,62.73318514020902,57.26681485979098,24.530071648000977,5.466370280418027,2855,3.485958485958486,374.029304029304,1573,1.9206349206349207,140.40476190476193,2.6096583462627696,2.6122060682108534,1.142578125
8834,62.71742961678406,57.28257038321594,24.259470325222633,5.4348592335681145,2869,3.503052503052503,376.5805860805861,1572,1.9194139194139195,140.22252747252747,2.609308761501644,2.611789492562331,1.23046875
8867,62.72322851550449,57.27677148449551,23.810706586810852,5.446457031008977,2868,3.501831501831502,376.3983516483516,1579,1.927960927960928,141.49816849816852,2.609308761501644,2.611789492562331,1.23046875
8900,62.71236792340558,57.28763207659442,23.2992444028245,5.424735846811165,2880,3.516483516483517,378.58516483516485,1573,1.9206349206349207,140.40476190476193,2.609308761501644,2.611789492562331,1.23046875
8934,62.68976404145205,57.31023595854795,22.562736526758872,5.379528082904104,2877,3.5128205128205128,378.03846153846155,1576,1.9242979242979243,140.9514652014652,2.609308761501644,2.611789492562331,1.23046875
