ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg,qdes_esn
4367,62.11041711430173,58.82603752749451,-9.08682017213578,,,2761,3.3711843711843716,356.8992673992675,2796,3.4139194139194142,363.2774725274726,2.7740228836034775,2.8131808477347997,-0.615234375
4400,63.04855639425638,58.23214700860089,-9.08682017213578,,,2752,3.3601953601953607,355.2591575091576,2810,3.4310134310134313,365.82875457875457,2.7873470877143816,2.8131808477347997,0.087890625
4434,63.91639436800427,56.78784976884892,-9.08682017213578,,,2805,3.424908424908425,364.9175824175824,2808,3.428571428571429,365.4642857142857,2.7873470877143816,2.8057404308911296,0.17578125
4467,67.39499514782332,54.67517907113725,-9.08682017213578,,,2872,3.5067155067155067,377.12728937728934,2769,3.3809523809523814,358.35714285714295,2.7909535887213264,2.816177585648091,1.0546875
4500,65.93913104837223,54.326996327352326,-9.08682017213578,,,2914,3.5579975579975582,384.7811355311356,2682,3.2747252747252746,342.5027472527472,2.7910428852722724,2.8101537968009813,3.427734375
4533,66.57773537288307,54.437155592828226,-9.08682017213578,,,2959,3.612942612942613,392.98168498168496,2610,3.1868131868131866,329.3818681318681,2.791069056476685,2.8101537968009813,5.80078125
4567,66.48325067707512,54.02600254297483,-9.05690177510465,,,2999,3.6617826617826617,400.27106227106225,2585,3.156288156288156,324.8260073260073,2.791069056476685,2.803441362052744,7.55859375
4601,68.13394122785245,52.80404229017329,-7.756266605197026,,,3017,3.683760683760684,403.55128205128204,2561,3.126984126984127,320.4523809523809,2.790320071085484,2.8149290593634055,7.91015625
4634,67.42784221116808,53.57306476735323,-7.756266605197026,,,3019,3.6862026862026864,403.91575091575095,2548,3.111111111111111,318.0833333333333,2.7864090963856323,2.8167083281997525,7.91015625
4667,67.51517380081977,52.621148745472446,-7.756266605197026,,,3047,3.7203907203907205,409.01831501831504,2555,3.1196581196581197,319.35897435897436,2.7768198374237727,2.8167083281997525,8.701171875
4700,67.02017992170393,53.81479007949987,-7.756266605197026,,,3045,3.717948717948718,408.65384615384613,2561,3.126984126984127,320.4523809523809,2.7768198374237727,2.815143061009944,8.96484375
4733,67.09397527579686,54.327510538132415,-7.756266605197026,,,3042,3.7142857142857144,408.10714285714283,2543,3.105006105006105,317.17216117216117,2.786639791690562,2.816236263830679,8.525390625
4767,67.13011637844285,53.595121938447456,-7.756266605197026,,,3045,3.717948717948718,408.65384615384613,2544,3.1062271062271063,317.3543956043956,2.778198084442048,2.815292491041853,8.876953125
4800,67.003804663358,54.171454501767336,-7.756266605197026,,,3045,3.717948717948718,408.65384615384613,2550,3.1135531135531136,318.4478021978022,2.7794451060443492,2.815292491041853,8.701171875
4833,66.88000823461083,54.09878245006758,-7.756266605197026,,,3043,3.7155067155067156,408.2893772893773,2532,3.0915750915750917,315.1675824175824,2.7794451060443492,2.8156617788560028,8.701171875
4867,67.03895913420175,53.85813833985078,-7.756266605197026,,,3044,3.716727716727717,408.47161172161174,2552,3.115995115995116,318.81227106227107,2.7788276356181227,2.8150669044739924,8.876953125
4900,66.52607389710725,54.594264723778295,-7.756266605197026,,,3039,3.7106227106227108,407.5604395604396,2534,3.094017094017094,315.5320512820513,2.7793076624588497,2.8157233338891805,8.701171875
