ms,valve_a_pct,valve_b_pct,q_des_csv,qdes,qdes_esn,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
1,100.0,23.64925883457397,12.362313699744082,25.702441307107332,25.702441307107332,,2799,3.417582417582418,363.8241758241759,2790,3.406593406593407,362.184065934066,2.7785684476238717,2.7468269518631603,0.0
33,100.0,20.0,12.362313699744082,31.00170423959443,31.00170423959443,,2834,3.4603174603174605,370.20238095238096,2738,3.3431013431013428,352.7078754578754,2.7785684476238717,2.7468269518631603,0.0
67,100.0,20.0,12.362313699744082,34.46101438501144,34.46101438501144,,2913,3.556776556776557,384.5989010989011,2640,3.2234432234432235,334.8489010989011,2.763400154424018,2.7623517803827093,3.076171875
100,100.0,20.0,12.362313699744082,34.013630241404954,34.013630241404954,,2984,3.6434676434676434,397.53754578754575,2566,3.133089133089133,321.36355311355305,2.7756890966474024,2.7408264488003065,5.625
133,100.0,20.0,12.362313699744082,31.153551045853064,31.153551045853064,,3053,3.727716727716728,410.1117216117216,2461,3.004884004884005,302.2289377289377,2.753229425694184,2.74707814891182,6.50390625
167,100.0,20.0,12.362313699744082,30.430791281987993,30.430791281987993,,3113,3.800976800976801,421.0457875457875,2412,2.9450549450549453,293.29945054945057,2.753229425694184,2.74707814891182,8.876953125
200,100.0,20.0,12.362313699744082,30.092984136598677,30.092984136598677,,3169,3.8693528693528694,431.25091575091574,2354,2.874236874236874,282.72985347985343,2.7455244393089635,2.7442905856536903,11.25
234,100.0,20.0,12.362313699744082,27.993484129213112,27.993484129213112,,3253,3.9719169719169716,446.558608058608,2260,2.7594627594627594,265.5998168498168,2.732729740552036,2.73371393919794,11.6015625
267,100.0,20.0,12.362313699744082,27.536357012442824,27.536357012442824,,3304,4.034188034188034,455.8525641025641,2197,2.6825396825396823,254.1190476190476,2.665207218526638,2.760086326459917,12.744140625
300,100.0,20.0,12.362313699744082,27.82250012938696,27.82250012938696,,3364,4.107448107448107,466.78663003662996,2129,2.5995115995115996,241.72710622710622,2.665207218526638,2.765464120903424,14.0625
334,100.0,20.0,12.362313699744082,28.881799913242716,28.881799913242716,,3432,4.190476190476191,479.17857142857144,2080,2.5396825396825395,232.79761904761904,2.6331099840274486,2.765464120903424,15.732421875
367,100.0,20.0,12.362313699744082,29.250388078364544,29.250388078364544,,3478,4.246642246642247,487.5613553113553,2005,2.448107448107448,219.13003663003659,2.599123027032749,2.7625741838922386,16.787109375
400,100.0,24.006141631370898,12.362313699744082,29.053912045166683,29.053912045166683,,3552,4.336996336996338,501.0467032967033,1951,2.382173382173382,209.28937728937728,2.54271702885151,2.764571708431501,17.666015625
434,99.17296256908104,29.268958164567156,12.362313699744082,28.525750590589464,28.525750590589464,,3607,4.4041514041514045,511.0695970695971,1892,2.3101343101343104,198.5375457875458,2.481907046272936,2.769786211081467,18.720703125
467,99.80943558007844,28.856948153224938,12.362313699744082,27.47731863733809,27.47731863733809,,3656,4.463980463980464,519.9990842490843,1835,2.2405372405372406,188.15018315018315,2.481907046272936,2.769786211081467,19.599609375
500,100.0,29.93709671922212,12.362313699744082,25.73962073947175,25.73962073947175,,3720,4.542124542124542,531.6620879120879,1799,2.1965811965811968,181.58974358974362,2.386271692725779,2.766500649709466,19.6875
533,100.0,31.772379010966556,12.362313699744082,23.209302775355436,23.209302775355436,,3773,4.6068376068376065,541.3205128205127,1784,2.1782661782661785,178.85622710622715,2.261056721734263,2.8041782260792076,18.544921875
567,100.0,32.91479950409316,12.362313699744082,20.876267827050334,20.876267827050334,,3827,4.672771672771673,551.1611721611722,1774,2.1660561660561664,177.03388278388283,2.2056586774084748,2.845970297785676,17.2265625
600,100.0,32.922776725909586,12.362313699744082,19.279679500846793,19.279679500846793,,3880,4.7374847374847375,560.8195970695971,1806,2.2051282051282053,182.8653846153846,2.2056586774084748,2.845970297785676,16.435546875
633,100.0,33.351851799272474,12.362313699744082,18.403026898852282,18.403026898852282,,3924,4.791208791208791,568.8379120879121,1860,2.271062271062271,192.70604395604394,2.2062151427747967,2.8526116058178603,16.259765625
667,100.0,30.395635253594865,12.554692677095984,18.107118770686746,18.107118770686746,,3956,4.83028083028083,574.6694139194138,1883,2.299145299145299,196.89743589743586,2.3470665512176203,2.8607227050372566,16.611328125
700,100.0,26.090471001112693,20.563629029674416,17.991429435942585,17.991429435942585,,3993,4.875457875457875,581.4120879120878,1895,2.313797313797314,199.0842490842491,2.4187586188802572,2.862536514035949,17.138671875
733,100.0,25.02275957415835,20.563629029674416,17.660368809077134,17.660368809077134,,4038,4.930402930402931,589.6126373626373,1848,2.2564102564102564,190.51923076923077,2.4187586188802572,2.862536514035949,17.490234375
767,100.0,28.46048884411848,20.563629029674416,17.439166025692398,17.439166025692398,,4048,4.942612942612943,591.4349816849816,1772,2.163614163614164,176.66941391941396,2.35163943705673,2.8652179816350505,18.017578125
800,100.0,31.84607025020499,20.563629029674416,17.32599785610445,17.32599785610445,,4074,4.9743589743589745,596.1730769230769,1748,2.1343101343101343,172.29578754578753,2.210439230750989,2.865699940298209,18.720703125
833,100.0,31.96538580427996,20.563629029674416,16.9500768782317,16.9500768782317,,4090,4.993894993894994,599.0888278388278,1761,2.1501831501831505,174.6648351648352,2.2057369019579784,2.8639010942645267,19.16015625
867,100.0,32.49973442443876,20.563629029674416,16.55292918127435,16.55292918127435,,4087,4.99023199023199,598.5421245421245,1805,2.203907203907204,182.68315018315022,2.2057369019579784,2.8639010942645267,19.51171875
900,100.0,29.89654882128582,20.563629029674416,15.853333806411488,15.853333806411488,,4095,5.0,600.0,1853,2.2625152625152625,191.43040293040292,2.31099483488786,2.8618634827220757,19.51171875
933,100.0,25.77609721290452,20.563629029674416,15.088926985398604,15.088926985398604,,4087,4.99023199023199,598.5421245421245,1856,2.266178266178266,191.9771062271062,2.4089422989791798,2.8619056431567773,19.423828125
967,100.0,26.184689726761277,20.563629029674416,14.604101970937922,14.604101970937922,,4092,4.996336996336996,599.4532967032967,1819,2.221001221001221,185.23443223443226,2.405113468715998,2.8619056431567773,19.51171875
1000,100.0,26.981461438423203,20.563629029674416,15.01819598592403,15.01819598592403,,4085,4.987789987789988,598.1776556776557,1744,2.1294261294261294,171.5668498168498,2.405113468715998,2.8619056431567773,20.21484375
1034,100.0,31.70508859162756,20.563629029674416,15.89997906629521,15.89997906629521,,4081,4.982905982905983,597.4487179487179,1706,2.083028083028083,164.6419413919414,2.271437307959511,2.8546150614190915,21.005859375
1067,100.0,32.41592500672312,20.563629029674416,16.480042855146483,16.480042855146483,,4065,4.9633699633699635,594.532967032967,1695,2.0695970695970693,162.6373626373626,2.205425031418311,2.8468040530087664,21.26953125
1100,100.0,32.4457657765919,20.563629029674416,16.655462249819212,16.655462249819212,,4087,4.99023199023199,598.5421245421245,1788,2.1831501831501834,179.58516483516487,2.2054112166043525,2.8470185951359115,21.09375
1134,100.0,26.662691557824452,20.563629029674416,15.998710241531647,15.998710241531647,,4095,5.0,600.0,1838,2.244200244200244,188.69688644688645,2.3751897537986366,2.8536939116376536,20.21484375
1167,100.0,26.679474832700578,20.563629029674416,15.245637259539759,15.245637259539759,,4095,5.0,600.0,1840,2.2466422466422467,189.06135531135533,2.3751897537986366,2.8536939116376536,19.3359375
1200,100.0,28.59340923524612,20.563629029674416,14.89833628817549,14.89833628817549,,4095,5.0,600.0,1773,2.164835164835165,176.8516483516484,2.339761826773052,2.86421353576681,18.984375
1233,100.0,32.838571051167534,20.563629029674416,14.91874244184269,14.91874244184269,,4095,5.0,600.0,1744,2.1294261294261294,171.5668498168498,2.20554301967419,2.86489630353902,19.248046875
1267,100.0,32.95327587556803,20.563629029674416,15.004271472415885,15.004271472415885,,4091,4.995115995115995,599.2710622710623,1756,2.144078144078144,173.75366300366298,2.20554301967419,2.86489630353902,19.951171875
1300,100.0,33.53991827412596,20.563629029674416,14.195300896030597,14.195300896030597,,4079,4.9804639804639805,597.0842490842491,1834,2.2393162393162394,187.96794871794873,2.2323231849948355,2.858988726502791,20.0390625
1333,100.0,28.608594174650047,20.563629029674416,12.930402945835935,12.930402945835935,,4072,4.971916971916972,595.808608058608,1868,2.2808302808302807,194.1639194139194,2.3801146408970895,2.856722785301671,19.6875
1367,100.0,25.428415451668478,20.563629029674416,11.600956305138348,11.600956305138348,,4094,4.998778998778999,599.8177655677656,1863,2.2747252747252746,193.25274725274724,2.4414114372918068,2.860188524230447,18.984375
1400,100.0,26.04440219822758,20.563629029674416,10.896256964635226,10.896256964635226,,4084,4.986568986568987,597.9954212454213,1798,2.1953601953601956,181.4075091575092,2.4414114372918068,2.860188524230447,18.45703125
1433,100.0,32.284626390987476,20.563629029674416,10.952356201995975,10.952356201995975,,4090,4.993894993894994,599.0888278388278,1736,2.1196581196581197,170.10897435897434,2.3097706361136905,2.8655190884229866,18.369140625
1467,100.0,34.388270939093715,20.563629029674416,11.137483412519234,11.137483412519234,,4080,4.981684981684982,597.2664835164835,1726,2.1074481074481075,168.28663003663004,2.2055844682208905,2.866575564825338,18.369140625
1500,100.0,34.56605936777023,20.563629029674416,11.198930378093817,11.198930378093817,,4088,4.9914529914529915,598.7243589743589,1843,2.2503052503052503,189.6080586080586,2.205501683711982,2.8666244333583752,18.28125
1533,100.0,28.011207335037497,20.563629029674416,10.693741916250332,10.693741916250332,,4095,5.0,600.0,1910,2.3321123321123323,201.8177655677656,2.380856007033222,2.8745377711323816,17.490234375
1567,100.0,27.827967952692926,20.563629029674416,10.054264942834973,10.054264942834973,,4095,5.0,600.0,1901,2.3211233211233213,200.17765567765568,2.380856007033222,2.8745377711323816,16.34765625
1600,100.0,28.82420296338321,20.505746552178493,9.842198079042848,9.842198079042848,,4095,5.0,600.0,1814,2.214896214896215,184.3232600732601,2.3651047185277068,2.898256681244012,15.46875
1634,100.0,35.19047468928845,0.097527252852835,10.148733166833864,10.148733166833864,,4095,5.0,600.0,1765,2.1550671550671554,175.39377289377296,2.205383698773021,2.910236425379971,15.029296875
1670,100.0,34.88770700153724,0.097527252852835,10.811821082305201,10.811821082305201,,4092,4.996336996336996,599.4532967032967,1800,2.197802197802198,181.77197802197804,2.2053078324398934,2.912351792124769,14.94140625
1700,100.0,34.57843557413116,0.097527252852835,11.2883573893805,11.2883573893805,,4092,4.996336996336996,599.4532967032967,1884,2.3003663003663,197.0796703296703,2.2053078324398934,2.912351792124769,14.677734375
1733,100.0,32.23174813471702,0.097527252852835,11.50108561416036,11.50108561416036,,4095,5.0,600.0,1923,2.347985347985348,204.1868131868132,2.257381500181047,2.914844388896954,14.150390625
1767,100.0,28.47868875446554,0.097527252852835,11.628199781229597,11.628199781229597,,4095,5.0,600.0,1935,2.3626373626373627,206.3736263736264,2.337181547839114,2.9290719114125516,13.53515625
1800,100.0,29.367064000199726,0.097527252852835,11.745214641922317,11.745214641922317,,4095,5.0,600.0,1891,2.308913308913309,198.3553113553114,2.312048390925926,2.9383464357722238,12.919921875
