ms,valve_a_pct,valve_b_pct,q_des,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg,qdes_esn
1,72.98747085236568,48.891912915578814,12.362313699744082,,,2796,3.4139194139194142,363.2774725274726,2779,3.3931623931623935,360.17948717948724,2.791002598198286,2.7717863841681654,0.0
33,75.51082384111616,46.79931806611851,12.362313699744082,,,2839,3.4664224664224665,371.1135531135531,2729,3.332112332112332,351.06776556776555,2.7910287688360507,2.7717171601129795,0.087890625
67,77.34039007524282,42.76546219743979,12.362313699744082,,,2912,3.555555555555556,384.4166666666667,2635,3.2173382173382175,333.93772893772893,2.7690282207793326,2.7717171601129795,2.109375
100,76.88836843166183,42.67774478745528,12.362313699744082,,,2968,3.623931623931624,394.62179487179486,2582,3.1526251526251525,324.279304029304,2.7921863549526056,2.768125309562731,4.833984375
133,77.57792634718442,43.43341380621574,12.362313699744082,,,3044,3.716727716727717,408.47161172161174,2494,3.045177045177045,308.242673992674,2.7921863549526056,2.7542418239313147,5.80078125
167,77.62353021729042,43.13709449152444,12.362313699744082,,,3111,3.7985347985347984,420.68131868131866,2420,2.954822954822955,294.757326007326,2.760265401049838,2.765958058111969,8.525390625
200,78.68686051101047,42.68908370847678,12.362313699744082,,,3151,3.8473748473748475,427.970695970696,2362,2.8840048840048835,284.1877289377289,2.760475383523223,2.765958058111969,11.162109375
233,80.08376214441093,39.27730719932651,12.362313699744082,,,3232,3.946275946275946,442.7316849816849,2294,2.800976800976801,271.79578754578756,2.7428469384386336,2.786224149442969,12.041015625
267,84.06619025583272,39.57717967889142,12.362313699744082,,,3275,3.998778998778999,450.56776556776555,2226,2.7179487179487176,259.4038461538461,2.7428469384386336,2.7899471973706333,14.677734375
300,83.86968108636302,40.03110003305313,12.362313699744082,,,3328,4.063492063492063,460.2261904761904,2180,2.6617826617826617,251.02106227106225,2.7251823577571836,2.7676170091630388,17.2265625
333,84.75003832635736,37.63249447148742,12.362313699744082,,,3398,4.148962148962149,472.9826007326008,2119,2.5873015873015874,239.90476190476193,2.717398149527315,2.7615745162040017,18.369140625
367,86.13024102746229,36.71421833292924,12.362313699744082,,,3445,4.2063492063492065,481.54761904761904,2071,2.5286935286935286,231.15750915750914,2.6924614983497146,2.7615745162040017,19.599609375
400,87.76899810037881,36.12455708731546,12.362313699744082,,,3487,4.257631257631258,489.20146520146517,2028,2.4761904761904763,223.32142857142858,2.6924614983497146,2.7492661964255163,21.26953125
433,88.59013870031731,35.90046960956445,12.362313699744082,,,3542,4.324786324786325,499.22435897435906,1983,2.421245421245421,215.1208791208791,2.686985720580583,2.7271221463850575,22.763671875
467,87.8261805546894,36.19182896669812,12.362313699744082,,,3584,4.3760683760683765,506.87820512820514,1975,2.4114774114774113,213.66300366300365,2.6672403745743547,2.717441120097715,24.08203125
500,88.025572680905,34.3816988399457,12.362313699744082,,,3624,4.424908424908425,514.1675824175825,1971,2.4065934065934065,212.93406593406593,2.6731091000051124,2.717441120097715,24.43359375
533,89.5440373232793,32.67156152002052,12.362313699744082,,,3660,4.468864468864469,520.728021978022,1966,2.4004884004884004,212.02289377289378,2.6731091000051124,2.7230399591587644,24.43359375
567,92.33939409513376,31.41409843448244,12.362313699744082,,,3699,4.516483516483516,527.8351648351648,1911,2.3333333333333335,202.0,2.676142237429446,2.7326349301834827,25.400390625
600,91.99983742805827,32.59382740423575,12.362313699744082,,,3751,4.57997557997558,537.3113553113552,1871,2.2844932844932844,194.7106227106227,2.659979603701702,2.710283691117327,27.333984375
633,90.77460509616641,32.835353564081814,12.362313699744082,,,3770,4.603174603174603,540.7738095238095,1846,2.253968253968254,190.1547619047619,2.652402505050736,2.710283691117327,28.4765625
667,92.05622175431213,31.83418053872431,12.54212995053554,,,3812,4.654456654456655,548.4276556776557,1861,2.272283272283272,192.88827838827837,2.652402505050736,2.684732867644656,28.740234375
700,96.57596475233966,25.6343372287266,20.563629029674416,,,3808,4.64957264957265,547.6987179487179,1845,2.2527472527472527,189.97252747252747,2.6508908239549425,2.69495101589987,28.4765625
733,99.41971374462419,23.49054607189629,20.563629029674416,,,3859,4.711843711843712,556.9926739926741,1813,2.213675213675214,184.14102564102566,2.6483924540375305,2.698923875698853,28.740234375
767,99.57990030912975,23.890707602567694,20.563629029674416,,,3876,4.732600732600733,560.0906593406594,1746,2.131868131868132,171.93131868131866,2.6220660250627845,2.698923875698853,30.76171875
800,99.72680284063898,24.363003913722686,20.563629029674416,,,3910,4.774114774114774,566.2866300366301,1693,2.067155067155067,162.27289377289372,2.6241302572978915,2.6712933257405402,32.51953125
833,99.54889132837812,24.28410949711904,20.563629029674416,,,3948,4.82051282051282,573.2115384615383,1646,2.0097680097680097,153.70787545787545,2.6241302572978915,2.6384136554376045,33.134765625
867,97.18670953738065,26.196263805798235,20.563629029674416,,,3970,4.847374847374847,577.2206959706959,1612,1.9682539682539681,147.51190476190473,2.575613342347574,2.6197931908476737,34.62890625
