ms,valve_a_pct,valve_b_pct,q_des,qdes_esn,pid_u,tension_0x2B,tension_0x2A
3533,51.60320327565511,48.39679672434489,13.286752348169404,,3.2064065513102262,2.5854019754842077,2.600563818251861,-0.0
3567,51.61206111046531,48.38793888953469,13.286752348169404,,3.2241222209306293,2.5857498783418142,2.6005696671331893,-0.0
3600,51.62091894527551,48.37908105472449,13.286752348169404,,3.241837890551031,2.5856204672479484,2.6005696671331893,-0.0
3633,51.62977678008572,48.37022321991428,13.286752348169404,,3.259553560171434,2.5857337544625945,2.6007706809244957,-0.0
3667,51.63863461489592,48.36136538510408,13.286752348169404,,3.277269229791837,2.5857337544625945,2.6007381519171426,-0.0
3700,51.64749244970612,48.35250755029388,13.286752348169404,,3.294984899412239,2.5855664427587635,2.6007869456570303,-0.0
3733,51.65635028451632,48.34364971548368,13.286752348169404,,3.312700569032642,2.585399288702866,2.6007869456570303,-0.0
3767,51.661677098366376,48.338322901633624,13.286752348169404,,3.3233541967327556,2.58495715811738,2.6002786735553243,-0.0
3800,51.509082672173626,48.490917327826374,13.282884930143444,,3.018165344347247,2.584803492341913,2.600093261950045,-0.0
3833,51.41391176598193,48.58608823401807,11.143490810942328,,2.8278235319638587,2.584803492341913,2.599696690321098,-0.0
3867,51.581758286596056,48.418241713403944,11.143490810942328,,3.1635165731921093,2.5850002774711895,2.599696690321098,-0.0
3900,51.58918728039573,48.41081271960427,11.143490810942328,,3.1783745607914526,2.584585245465262,2.599786092830845,-0.0
3933,51.5966162741954,48.4033837258046,11.143490810942328,,3.1932325483907955,2.5847496348117693,2.5999248398284855,-0.0
3967,51.60404526799507,48.39595473200493,11.143490810942328,,3.2080905359901393,2.5847496348117693,2.599685711383461,-0.0
4000,51.60834622658538,48.39165377341462,11.143490810942328,,3.2166924531707672,2.5853480992478888,2.599742460407851,-0.0
4033,50.07359989026225,49.92640010973775,10.898226490037148,,0.14719978052449934,2.5846714666405854,2.599742460407851,-0.0
4067,49.07915840495973,50.92084159504027,-9.08682017213578,,-1.8416831900805437,2.585062342959759,2.599577066425513,-0.0
4100,50.59510843678652,49.40489156321348,-9.08682017213578,,1.1902168735730307,2.585062342959759,2.599348249915381,-0.0
4133,50.58905055673234,49.41094944326766,-9.08682017213578,,1.1781011134646742,2.5856015160563217,2.598761448736893,-0.0
4167,50.58299267667816,49.41700732332184,-9.08682017213578,,1.1659853533563176,2.5840086639301014,2.598761448736893,-0.0
4200,50.57693479662398,49.42306520337602,-9.08682017213578,,1.1538695932479603,2.585485550616184,2.5993784719220616,-0.0
4233,50.5708769165698,49.4291230834302,-9.08682017213578,,1.1417538331396035,2.585485550616184,2.5980088896033604,-0.0
4267,50.56481903651562,49.43518096348438,-9.08682017213578,,1.1296380730312472,2.5859385672248205,2.5978053473374407,-0.0
4300,50.55876115646144,49.44123884353856,-9.08682017213578,,1.11752231292289,2.585722863857578,2.5978053473374407,-0.0
4333,50.552703276407264,49.447296723592736,-9.08682017213578,,1.1054065528145336,2.586426934491772,2.599264144275059,-0.0
4367,50.546645396353085,49.453354603646915,-9.08682017213578,,1.0932907927061766,2.586426934491772,2.5988566461099096,-0.0
4400,50.54058751629891,49.45941248370109,-9.08682017213578,,1.0811750325978198,2.58872405815504,2.5992994966570717,-0.0
4433,50.534529636244734,49.465470363755266,-9.08682017213578,,1.0690592724894628,2.588443125029467,2.5992994966570717,-0.0
4467,50.528471756190555,49.471528243809445,-9.08682017213578,,1.0569435123811064,2.5885296809917326,2.599433072449642,-0.0
4500,50.522413876136376,49.477586123863624,-9.08682017213578,,1.0448277522727492,2.5885296809917326,2.598720834683107,-0.0
4533,50.51779837046848,49.48220162953152,-9.08682017213578,,1.03559674093697,2.589088786921032,2.598943724934268,-0.0
4567,50.60811637822374,49.39188362177626,-9.058326837111423,,1.2162327564474846,2.588629558650844,2.598943724934268,-0.0
4600,50.66787707753199,49.33212292246801,-7.756266605197026,,1.3357541550639755,2.588416068328024,2.5990765606378567,-0.0
4633,50.56650310122794,49.43349689877206,-7.756266605197026,,1.1330062024558725,2.588416068328024,2.598715704554566,-0.0
4667,50.56133225687618,49.43866774312382,-7.756266605197026,,1.1226645137523603,2.588788808178997,2.599171775326242,-0.0
4700,50.556161412524425,49.443838587475575,-7.756266605197026,,1.1123228250488475,2.588475565298811,2.599171775326242,-0.0
4733,50.550990568172665,49.449009431827335,-7.756266605197026,,1.1019811363453353,2.5883567150606845,2.5991009339595466,-0.0
4767,50.54581972382091,49.45418027617909,-7.756266605197026,,1.0916394476418232,2.588475565298811,2.598875885735356,-0.0
4800,50.54064887946915,49.45935112053085,-7.756266605197026,,1.0812977589383104,2.588475565298811,2.5988972633475402,-0.0
4833,50.5354780351174,49.4645219648826,-7.756266605197026,,1.0709560702347982,2.5886537851669162,2.5988972633475402,-0.0
4867,50.53030719076564,49.46969280923436,-7.756266605197026,,1.060614381531286,2.5882353234468765,2.5991636505154205,-0.0
4900,50.52513634641389,49.47486365358611,-7.756266605197026,,1.0502726928277732,2.5884322173029766,2.5990470565492534,-0.0
4933,50.51996550206213,49.48003449793787,-7.756266605197026,,1.039931004124261,2.5884322173029766,2.5991364255498453,-0.0
4967,50.514794657710375,49.485205342289625,-7.756266605197026,,1.029589315420749,2.5887997181595925,2.5991364255498453,-0.0
5000,50.509623813358616,49.490376186641384,-7.756266605197026,,1.0192476267172361,2.5882324906057033,2.5992781140817605,-0.0
5034,50.50445296900686,49.49554703099314,-7.756266605197026,,1.008905938013724,2.588418901470594,2.5992781140817605,-0.0
5067,50.4992821246551,49.5007178753449,-7.756266605197026,,0.9985642493102117,2.588418901470594,2.5991666438623433,-0.0
5100,50.49411128030335,49.50588871969665,-7.756266605197026,,0.9882225606066991,2.5889157649485854,2.5990360817266165,-0.0
5133,50.48894043595159,49.51105956404841,-7.756266605197026,,0.9778808719031868,2.5883647892515453,2.5990360817266165,-0.0
5167,50.48376959159984,49.51623040840016,-7.756266605197026,,0.9675391831996746,2.5885187727181176,2.599383746571589,-0.0
5200,50.47859874724808,49.52140125275192,-7.756266605197026,,0.957197494496162,2.5885187727181176,2.599068436273481,-0.0
5233,50.473427902896326,49.526572097103674,-7.756266605197026,,0.9468558057926497,2.5890294105138203,2.599019833415551,-0.0
5268,50.468257058544566,49.531742941455434,-7.756266605197026,,0.9365141170891375,2.588340566792303,2.599019833415551,-0.0
5300,50.46308621419281,49.53691378580719,-7.756266605197026,,0.9261724283856249,2.5886051908023195,2.5995468409552998,-0.0
5333,50.457915369841054,49.542084630158946,-7.756266605197026,,0.9158307396821126,2.5886051908023195,2.5991474010080644,-0.0
5367,50.4527445254893,49.5472554745107,-7.756266605197026,,0.9054890509786003,2.5889860486048177,2.599068436273481,-0.0
5400,50.45178190599576,49.54821809400424,-7.756266605197026,,0.9035638119915133,2.5885135311046743,2.599068436273481,-0.0
5433,52.26074289026667,47.73925710973333,-7.4661768328324225,,4.521485780533344,2.5884079938972215,2.599506208488752,-0.0
5467,53.43407919894209,46.56592080105791,16.04748036292432,,6.868158397884166,2.5884079938972215,2.5990442059392875,-0.0
5500,51.65418021864143,48.34581978135857,16.04748036292432,,3.3083604372828606,2.5890916211681576,2.599250744770368,-0.0
5533,51.6648785387764,48.3351214612236,16.04748036292432,,3.329757077552793,2.5785835670533466,2.599250744770368,-0.0
5567,51.67557685891136,48.32442314108864,16.04748036292432,,3.351153717822725,2.5905754213725065,2.5934820644247587,-0.0
5600,51.686275179046326,48.313724820953674,16.04748036292432,,3.3725503580926586,2.5781512100286217,2.5969692091662897,-0.0
5633,51.704919146819805,48.295080853180195,16.04748036292432,,3.409838293639616,2.5781512100286217,2.599359369271646,-0.0
5667,52.24231709251212,47.75768290748788,16.204071696732722,,4.48463418502423,2.590829607164353,2.599359369271646,-0.0
5700,52.61258351112944,47.38741648887056,23.319288662213985,,5.225167022258884,2.5845771889528923,2.6022918078662065,-0.0
5733,52.10245901307427,47.89754098692573,23.319288662213985,,4.204918026148537,2.5845771889528923,2.6049454444577815,-0.0
5767,52.118005205360284,47.881994794639716,23.319288662213985,,4.236010410720563,2.5843076708552073,2.5960197878277667,-0.0
5800,52.13355139764629,47.86644860235371,23.319288662213985,,4.267102795292593,2.591359943262172,2.5960197878277667,-0.0
5833,52.14909758993231,47.85090241006769,23.319288662213985,,4.29819517986462,2.579050832054714,2.6015214430454026,-0.0
5867,52.16464378221833,47.83535621778167,23.319288662213985,,4.329287564436648,2.588119039139733,2.5996827171398107,-0.0
5900,52.18018997450434,47.81981002549566,23.319288662213985,,4.360379949008676,2.588119039139733,2.600340719559367,-0.0
5935,52.195736166790354,47.804263833209646,23.319288662213985,,4.3914723335807055,2.5820405554925387,2.600340719559367,-0.0
5967,52.211282359076364,47.788717640923636,23.319288662213985,,4.422564718152732,2.58673980556349,2.599921987774282,-0.0
6000,52.22682855136238,47.77317144863762,23.319288662213985,,4.453657102724762,2.5827779972385874,2.599981739290572,-0.0
6033,52.24237474364839,47.75762525635161,23.319288662213985,,4.484749487296788,2.5827779972385874,2.6001531619924165,-0.0
6067,52.25792093593441,47.74207906406559,23.319288662213985,,4.515841871868817,2.5860384364158415,2.6001531619924165,-0.0
6100,52.273467128220425,47.726532871779575,23.319288662213985,,4.546934256440847,2.584011348544,2.599976605427856,-0.0
6133,52.289013320506434,47.710986679493566,23.319288662213985,,4.578026641012873,2.584984160602844,2.59986209572007,-0.0
6167,52.30455951279245,47.69544048720755,23.319288662213985,,4.6091190255849,2.584984160602844,2.6002047917850906,-0.0
6200,52.32010570507846,47.67989429492154,23.319288662213985,,4.64021141015693,2.585043397903912,2.59977796513939,-0.0
6234,52.33565189736448,47.66434810263552,23.319288662213985,,4.671303794728959,2.5847442632869044,2.59977796513939,-0.0
6267,52.35057972179621,47.64942027820379,23.319288662213985,,4.701159443592417,2.584625669938124,2.6005120351144537,-0.0
6300,52.340568926565425,47.659431073434575,23.318617592473373,,4.681137853130854,2.584625669938124,2.59991385944555,-0.0
6333,52.33962377265961,47.66037622734039,22.97928741231281,,4.679247545319219,2.5853157177534127,2.5997942205604128,-0.0
6367,52.38038282163832,47.61961717836168,22.97928741231281,,4.760765643276637,2.5846714666405854,2.5997942205604128,-0.0
6400,52.39570234642667,47.60429765357333,22.97928741231281,,4.791404692853332,2.5846526672296477,2.6003163287963225,-0.0
6433,52.41102187121501,47.58897812878499,22.97928741231281,,4.822043742430025,2.5846526672296477,2.599900454916519,-0.0
6467,52.42634139600336,47.57365860399664,22.97928741231281,,4.852682792006718,2.5852752770906395,2.600009120148526,-0.0
6500,52.441660920791705,47.558339079208295,22.97928741231281,,4.883321841583411,2.58470100898646,2.600009120148526,-0.0
6533,52.45698044558005,47.54301955441995,22.97928741231281,,4.913960891160103,2.5849167258674073,2.6003732411105913,-0.0
6567,52.4722999703684,47.5277000296316,22.97928741231281,,4.944599940736797,2.5849167258674073,2.599886480092372,-0.0
6600,52.48761949515674,47.51238050484326,22.97928741231281,,4.975238990313491,2.5854182376711923,2.6003163287963225,-0.0
6633,52.50293901994509,47.49706098005491,22.97928741231281,,5.0058780398901845,2.5847442632869044,2.6003163287963225,-0.0
6667,52.51825854473344,47.48174145526656,22.97928741231281,,5.036517089466877,2.584965216406447,2.600392354938508,-0.0
6700,52.53357806952179,47.46642193047821,22.97928741231281,,5.06715613904357,2.584965216406447,2.5998023483280956,-0.0
6733,52.548897594310134,47.451102405689866,22.97928741231281,,5.097795188620265,2.5853561593650944,2.6000578933731653,-0.0
6767,52.56421711909848,47.43578288090152,22.97928741231281,,5.128434238196958,2.584897923780599,2.6000578933731653,-0.0
6800,52.579536643886826,47.420463356113174,22.97928741231281,,5.1590732877736505,2.5848331783143546,2.600324459012541,-0.0
6833,52.59485616867517,47.40514383132483,22.97928741231281,,5.189712337350342,2.5848331783143546,2.59960957365163,-0.0
6867,52.61017569346352,47.38982430653648,22.97928741231281,,5.220351386927036,2.5853722797125793,2.600077003724277,-0.0
6900,52.625495218251864,47.374504781748136,22.97928741231281,,5.250990436503732,2.5849787883468895,2.600077003724277,-0.0
6933,52.64081474304021,47.35918525695979,22.97928741231281,,5.2816294860804245,2.5848440632990526,2.6004034809950807,-0.0
6967,52.656134267828556,47.343865732171444,22.97928741231281,,5.312268535657116,2.584825120642696,2.599946372989192,-0.0
7000,52.6714537926169,47.3285462073831,22.97928741231281,,5.34290758523381,2.584825120642696,2.601725422219238,-0.0
7033,52.686773317405255,47.313226682594745,22.97928741231281,,5.373546634810503,2.5867964142639863,2.601725422219238,-0.0
7067,52.7020928421936,47.2979071578064,22.97928741231281,,5.404185684387197,2.5871283201537763,2.6026734050425557,-0.0
7100,52.71741236698195,47.28258763301805,22.97928741231281,,5.4348247339638895,2.587508852055968,2.60313651852218,-0.0
7133,52.72298275731421,47.27701724268579,22.97928741231281,,5.445965514628432,2.587508852055968,2.603051371793061,-0.0
7167,51.947318583058504,48.052681416941496,22.74250617003584,,3.894637166117006,2.5875602472852366,2.603051371793061,-0.0
7200,51.424648684942674,48.575351315057326,12.089951536909208,,2.8492973698853477,2.58699059622533,2.602997371502328,-0.0
7233,52.219546703849865,47.780453296150135,12.089951536909208,,4.439093407699731,2.587101284064921,2.602648981451927,-0.0
7267,52.227606671460535,47.772393328539465,12.089951536909208,,4.455213342921077,2.587101284064921,2.602751819946724,-0.0
7300,52.23566663907121,47.76433336092879,12.089951536909208,,4.471333278142423,2.5876276439008947,2.6025395794113044,-0.0
7333,52.24372660668188,47.75627339331812,12.089951536909208,,4.48745321336377,2.586901711389607,2.6025395794113044,-0.0
7367,52.25178657429256,47.74821342570744,12.089951536909208,,4.503573148585116,2.587044665356661,2.602830952604542,-0.0
7400,52.25984654190323,47.74015345809677,12.089951536909208,,4.519693083806462,2.587044665356661,2.602651123858401,-0.0
7433,52.26790650951391,47.73209349048609,12.089951536909208,,4.535813019027809,2.587603431788431,2.602498876757412,-0.0
7467,52.27596647712458,47.72403352287542,12.089951536909208,,4.551932954249155,2.5869744607396763,2.602498876757412,-0.0
7500,52.284026444735254,47.715973555264746,12.089951536909208,,4.5680528894705015,2.5870258400479074,2.602975229011755,-0.0
7533,52.292086412345924,47.707913587654076,12.089951536909208,,4.584172824691848,2.5870258400479074,2.602498876757412,-0.0
7567,52.300146379956594,47.699853620043406,12.089951536909208,,4.600292759913194,2.587651997947474,2.6025779978799024,-0.0
7600,52.30820634756727,47.69179365243273,12.089951536909208,,4.6164126951345406,2.58701763057911,2.6025779978799024,-0.0
7633,52.31626631517794,47.68373368482206,12.089951536909208,,4.632532630355887,2.587101284064921,2.603021799997137,-0.0
7668,52.32432628278862,47.67567371721138,12.089951536909208,,4.648652565577233,2.587101284064921,2.6015709725218863,-0.0
7700,52.33238625039929,47.66761374960071,12.089951536909208,,4.66477250079858,2.586491598349685,2.6008578559665407,-0.0
7733,52.340446218009966,47.659553781990034,12.089951536909208,,4.680892436019926,2.585261702815145,2.6008578559665407,-0.0
7767,52.36659262789363,47.63340737210637,12.089951536909208,,4.733185255787258,2.5846444690545165,2.6002240463832154,-0.0
7800,53.246252866516286,46.753747133483714,12.111569866483821,,6.492505733032576,2.5846444690545165,2.599014559873657,-0.0
7833,53.815091386185344,46.184908613814656,23.64718446129224,,7.6301827723706905,2.5849059817926827,2.5992994966570717,-0.0
