ms,valve_a_pct,valve_b_pct,q_des_csv,qdes,qdes_esn,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
0,100.0,20.0,12.362313699744082,78.09864215198047,78.09864215198047,,2791,3.407814407814408,362.36630036630044,2788,3.4041514041514045,361.8195970695971,2.778985844775507,2.7444766314231037,0.0
33,100.0,20.0,12.362313699744082,42.18651180700308,42.18651180700308,,2859,3.490842490842491,374.75824175824175,2673,3.2637362637362637,340.8626373626373,2.778985844775507,2.7444766314231037,0.263671875
67,100.0,20.0,12.362313699744082,38.65067642651209,38.65067642651209,,2902,3.5433455433455436,382.5943223443224,2615,3.1929181929181927,330.29304029304024,2.7624172179524917,2.7629845451226513,3.33984375
100,100.0,20.0,12.362313699744082,36.29925675452065,36.29925675452065,,2984,3.6434676434676434,397.53754578754575,2549,3.1123321123321124,318.26556776556777,2.780365704922931,2.742156048216484,6.240234375
133,100.0,20.0,12.362313699744082,32.77398054990914,32.77398054990914,,3080,3.7606837606837606,415.03205128205127,2466,3.010989010989011,303.14010989010984,2.752399467470798,2.7515489245832416,7.20703125
167,100.0,20.0,12.362313699744082,32.61548200412896,32.61548200412896,,3122,3.8119658119658117,422.6858974358974,2399,2.9291819291819294,290.930402930403,2.752399467470798,2.7515489245832416,10.37109375
200,100.0,20.0,12.362313699744082,31.948556218853753,31.948556218853753,,3184,3.8876678876678876,433.98443223443223,2348,2.8669108669108665,281.6364468864468,2.750793441561698,2.751297114077298,12.48046875
233,100.0,20.0,12.362313699744082,30.8764631750347,30.8764631750347,,3259,3.979242979242979,447.6520146520146,2262,2.761904761904762,265.9642857142857,2.737216817166553,2.7508978898551915,13.7109375
267,100.0,20.0,12.362313699744082,32.481824163173606,32.481824163173606,,3320,4.0537240537240535,458.768315018315,2219,2.709401709401709,258.1282051282051,2.7052232218365435,2.765538429892133,16.69921875
300,100.0,20.0,12.362313699744082,33.41751419462268,33.41751419462268,,3367,4.111111111111111,467.33333333333326,2167,2.645909645909646,248.65201465201463,2.7052232218365435,2.765538429892133,18.28125
334,100.0,20.0,12.362313699744082,34.1762564052281,34.1762564052281,,3421,4.177045177045177,477.1739926739927,2092,2.554334554334554,234.98443223443218,2.70929087993764,2.746493572746112,19.3359375
367,100.0,20.0,12.362313699744082,35.66232121847895,35.66232121847895,,3472,4.239316239316239,486.4679487179487,2040,2.490842490842491,225.50824175824175,2.662573013078547,2.7468526584864343,21.005859375
400,100.0,20.0,12.362313699744082,36.66263966220735,36.66263966220735,,3522,4.300366300366301,495.5796703296704,1987,2.426129426129426,215.84981684981682,2.6666402117013313,2.703607191348261,22.5
433,100.0,20.0,12.362313699744082,36.776468588074906,36.776468588074906,,3575,4.365079365079366,505.23809523809524,1919,2.343101343101343,203.45787545787547,2.6666402117013313,2.6993033910394164,23.466796875
467,100.0,20.0,12.362313699744082,37.636151187876486,37.636151187876486,,3627,4.428571428571429,514.7142857142857,1879,2.294261294261294,196.16849816849813,2.6247533003417702,2.6993033910394164,25.224609375
500,100.0,20.0,12.362313699744082,38.89621892254795,38.89621892254795,,3682,4.495726495726496,524.7371794871794,1827,2.230769230769231,186.69230769230768,2.6171136714326844,2.6595463847919114,27.24609375
533,100.0,20.0,12.362313699744082,39.054545401192954,39.054545401192954,,3721,4.543345543345543,531.8443223443223,1772,2.163614163614164,176.66941391941396,2.58795701901904,2.644293633594392,28.4765625
567,100.0,20.0,12.362313699744082,38.944912336786835,38.944912336786835,,3754,4.583638583638583,537.8580586080586,1723,2.103785103785104,167.73992673992674,2.58795701901904,2.6182127410504052,30.234375
600,100.0,20.0,12.362313699744082,38.160446362130486,38.160446362130486,,3795,4.633699633699634,545.3296703296704,1676,2.0463980463980462,159.17490842490838,2.568475797963976,2.6182127410504052,31.904296875
634,100.0,20.0,12.362313699744082,37.04320149284077,37.04320149284077,,3830,4.676434676434677,551.7078754578755,1614,1.9706959706959706,147.8763736263736,2.5529819651613734,2.5780922094740757,33.046875
667,100.0,20.0,12.543119173852725,36.717905017260215,36.717905017260215,,3879,4.736263736263736,560.6373626373627,1567,1.9133089133089132,139.3113553113553,2.52303319297073,2.5686921475569613,34.62890625
700,100.0,20.0,20.563629029674416,36.425662866175315,36.425662866175315,,3910,4.774114774114774,566.2866300366301,1521,1.8571428571428572,130.92857142857142,2.5182839830028914,2.519816306407463,35.859375
733,98.91686517798234,20.0,20.563629029674416,36.17331833329218,36.17331833329218,,3943,4.814407814407814,572.3003663003662,1480,1.807081807081807,123.45695970695971,2.5182839830028914,2.519816306407463,36.650390625
767,98.5357818805699,20.59799826265393,20.563629029674416,35.94418234692302,35.94418234692302,,3994,4.876678876678876,581.5943223443223,1464,1.7875457875457876,120.5412087912088,2.4860311846552685,2.5052127634726284,37.529296875
800,98.03068662801515,20.438014382298427,20.563629029674416,34.70976817841358,34.70976817841358,,4015,4.902319902319902,585.4212454212453,1464,1.7875457875457876,120.5412087912088,2.502935621182752,2.503976353740378,37.96875
833,97.00609763937194,21.09464893833489,20.563629029674416,32.23917294094249,32.23917294094249,,4031,4.921855921855921,588.3369963369962,1465,1.7887667887667889,120.72344322344324,2.498198155253871,2.5015210828125714,37.880859375
867,96.20443805605518,22.417961607957814,20.563629029674416,29.391522708171102,29.391522708171102,,4034,4.925518925518926,588.8836996336997,1465,1.7887667887667889,120.72344322344324,2.498198155253871,2.5015210828125714,37.880859375
900,94.69878611747615,24.23120986209172,20.563629029674416,26.828937693570936,26.828937693570936,,4019,4.907203907203907,586.1501831501831,1476,1.8021978021978022,122.72802197802197,2.5024871367939903,2.5051074239834867,37.880859375
933,92.25090147806473,26.567387796579254,20.563629029674416,24.804038438023092,24.804038438023092,,4017,4.904761904761904,585.7857142857141,1541,1.8815628815628815,134.57326007326006,2.5090367229447446,2.511439979245387,37.705078125
967,88.83448026850915,29.148152284688567,20.563629029674416,22.025123965824996,22.025123965824996,,3950,4.822954822954823,573.5760073260072,1629,1.9890109890109888,150.60989010989007,2.5540460177989277,2.55333694557755,36.298828125
1000,82.81179377704417,35.49141587446999,20.563629029674416,18.52708703357015,18.52708703357015,,3836,4.683760683760684,552.8012820512821,1709,2.086691086691087,165.1886446886447,2.5540460177989277,2.55333694557755,34.541015625
1033,77.30667839108627,40.8791613109807,20.563629029674416,13.32230664353866,13.32230664353866,,3748,4.576312576312576,536.7646520146519,1856,2.266178266178266,191.9771062271062,2.5615297822014593,2.5645932996082013,31.9921875
1067,73.32339228956423,47.5745523849903,20.563629029674416,8.197167116332103,8.197167116332103,,3651,4.457875457875458,519.0879120879121,1964,2.398046398046398,211.6584249084249,2.6132549129507123,2.6135952300127294,29.443359375
1100,70.11754540217882,51.22457090266851,20.563629029674416,5.721019573372811,5.721019573372811,,3566,4.354090354090355,503.5979853479854,2041,2.492063492063492,225.6904761904762,2.6333325163823207,2.6374074704810435,26.3671875
1133,73.3740763311589,47.95692962030634,20.563629029674416,7.494076992889397,7.494076992889397,,3467,4.233211233211233,485.5567765567765,2110,2.576312576312576,238.26465201465197,2.6333325163823207,2.6374074704810435,24.169921875
1167,73.05425541008297,47.302823492386224,20.563629029674416,6.96863578326721,6.96863578326721,,3387,4.135531135531135,470.9780219780219,2219,2.709401709401709,258.1282051282051,2.6831019708169284,2.6850050777785435,21.62109375
1200,69.41814535157299,51.019293488014284,20.563629029674416,2.662078474955891,2.662078474955891,,3310,4.041514041514041,456.94597069597063,2261,2.7606837606837606,265.78205128205127,2.7018616250206775,2.703374633686184,18.45703125
1233,60.37016841679288,58.17692196364457,20.563629029674416,-3.9834702769030343,-3.9834702769030343,,3232,3.946275946275946,442.7316849816849,2344,2.8620268620268616,280.90750915750914,2.709397069347089,2.707709245385578,16.259765625
1267,46.44261580343251,71.57220249276311,20.563629029674416,-12.937149245704308,-12.937149245704308,,3151,3.8473748473748475,427.970695970696,2410,2.942612942612943,292.9349816849817,2.709397069347089,2.707709245385578,13.623046875
1300,40.15331248348078,78.46112156530911,20.563629029674416,-18.82736357100982,-18.82736357100982,,3089,3.7716727716727716,416.67216117216117,2475,3.021978021978022,304.78021978021974,2.7310632110107615,2.7199224932901127,10.546875
1333,47.422215893633386,71.84407905776258,20.563629029674416,-15.090953605981998,-15.090953605981998,,3009,3.6739926739926743,402.09340659340666,2540,3.1013431013431014,316.62545787545787,2.7371568942122484,2.7144479621620623,8.525390625
1367,64.0372426843977,55.898047765665304,20.563629029674416,-3.994525145338905,-3.994525145338905,,2927,3.573870573870574,387.1501831501832,2592,3.1648351648351647,326.10164835164835,2.757062008074667,2.711642463908491,6.240234375
1400,65.51935907694455,55.24743093801684,20.563629029674416,0.6122485820183226,0.6122485820183226,,2867,3.5006105006105006,376.2161172161172,2654,3.2405372405372406,337.4001831501832,2.757062008074667,2.711642463908491,4.21875
1433,67.98840879808694,53.081515266218595,20.563629029674416,2.2600068662265738,2.2600068662265738,,2898,3.5384615384615388,381.86538461538464,2640,3.2234432234432235,334.8489010989011,2.7569880404592073,2.725251223152438,2.98828125
1467,70.54208253461819,50.05599736940274,20.563629029674416,5.824490536528199,5.824490536528199,,2931,3.578754578754579,387.87912087912093,2640,3.2234432234432235,334.8489010989011,2.749096873909845,2.748408580799352,4.130859375
1500,73.57680399153503,46.80145766482452,20.563629029674416,8.351635048952579,8.351635048952579,,3003,3.6666666666666665,400.99999999999994,2556,3.120879120879121,319.54120879120876,2.7686027225093928,2.74616025431812,5.44921875
1533,75.53447034180178,44.32871213915273,20.563629029674416,11.702025892485919,11.702025892485919,,3062,3.7387057387057387,411.7518315018315,2481,3.029304029304029,305.87362637362634,2.7686027225093928,2.74616025431812,7.91015625
1567,77.43353639395185,43.275562712274564,20.563629029674416,14.295059075081728,14.295059075081728,,3126,3.8168498168498166,423.41483516483515,2413,2.9462759462759465,293.48168498168496,2.751297114077298,2.7486293025016755,10.37109375
1600,78.03554646236844,41.50197575703447,20.506319603172606,14.876589419384494,14.876589419384494,,3193,3.8986568986568986,435.6245421245421,2333,2.8485958485958482,278.90293040293034,2.7390488824804904,2.7377690019687817,11.513671875
1633,81.0212974721825,40.601854563899025,0.097527252852835,16.665575266004424,16.665575266004424,,3225,3.9377289377289375,441.4560439560439,2280,2.7838827838827838,269.24450549450546,2.7220398256770926,2.758852308917973,13.53515625
1667,83.2423932969749,38.344927917207826,0.097527252852835,18.22395631476381,18.22395631476381,,3277,4.001221001221001,450.9322344322344,2209,2.697191697191697,256.3058608058608,2.7220398256770926,2.7531075962676796,15.556640625
1700,85.43131775003519,35.955315604643545,0.097527252852835,19.060071253185487,19.060071253185487,,3342,4.08058608058608,462.77747252747247,2141,2.614163614163614,243.91391941391942,2.7150518590387787,2.7531075962676796,17.05078125
1733,87.60084715186778,34.93843480045562,0.097527252852835,20.339088641275808,20.339088641275808,,3405,4.157509157509158,474.25824175824175,2091,2.553113553113553,234.80219780219778,2.673662075041346,2.7488416792359693,18.984375
1767,88.07006198350726,34.521442549083034,0.097527252852835,21.76209577157503,21.76209577157503,,3458,4.222222222222222,483.9166666666667,2026,2.473748473748474,222.95695970695974,2.668106234134323,2.7117147660604575,21.26953125
1800,87.11166995113516,34.745792145324764,0.097527252852835,21.97295721187589,21.97295721187589,,3493,4.264957264957265,490.29487179487177,1962,2.3956043956043955,211.29395604395603,2.631980170134943,2.698223882941135,22.587890625
1833,89.39561669177019,33.93060288813545,0.097527252852835,22.788854970423298,22.788854970423298,,3538,4.3199023199023205,498.49542124542137,1923,2.347985347985348,204.1868131868132,2.631980170134943,2.698223882941135,24.609375
1867,88.7505886444259,33.64917994546508,0.097527252852835,22.79527697162164,22.79527697162164,,3591,4.384615384615385,508.1538461538462,1910,2.3321123321123323,201.8177655677656,2.6243449998635735,2.662085379597672,26.015625
1901,89.15270343132148,32.03344001290892,0.097527252852835,21.518316185267935,21.518316185267935,,3646,4.451770451770452,518.17673992674,1890,2.307692307692308,198.17307692307696,2.619688619557771,2.6598475315452723,26.103515625
1933,91.56974586609209,30.009066803884345,0.097527252852835,21.12207278986386,21.12207278986386,,3696,4.512820512820513,527.2884615384615,1888,2.3052503052503055,197.8086080586081,2.6243253321078757,2.6729593995218974,26.806640625
1967,94.22615664936143,28.395521341722795,0.097527252852835,21.62878121645511,21.62878121645511,,3744,4.571428571428571,536.0357142857143,1828,2.231990231990232,186.87454212454213,2.6243253321078757,2.6729593995218974,28.125
