ms,valve_a_pct,valve_b_pct,q_des,qdes_esn,pid_u,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x2B,tension_0x2A,enc_deg
1,59.50308062493399,61.756490137093344,-14.476804862445043,-14.476804862445043,,2802,3.4212454212454215,364.3708791208792,2794,3.411477411477412,362.91300366300374,2.788719081861025,2.7997470529505595,0.0
33,64.68273000114263,56.263690970095034,-7.300986434932167,-7.300986434932167,,2785,3.400488400488401,361.2728937728938,2800,3.418803418803419,364.0064102564103,2.788719081861025,2.7996452280129467,0.0
67,65.14023815408966,55.938057237655755,-4.9140666741603525,-4.9140666741603525,,2790,3.406593406593407,362.184065934066,2824,3.4481074481074483,368.38003663003667,2.7895308149552496,2.8007412135019987,-0.52734375
100,69.05164092262163,51.798271707983865,-3.272265133866295,-3.272265133866295,,2868,3.501831501831502,376.3983516483516,2713,3.3125763125763124,348.1520146520146,2.7913788563351436,2.8007412135019987,-0.615234375
134,71.4039236027898,48.60458441351502,0.06443294954748069,0.06443294954748069,,2919,3.5641025641025643,385.69230769230774,2656,3.242979242979243,337.76465201465203,2.77608507628667,2.8236686239112436,2.021484375
167,72.26803543064648,47.75247408496261,1.9360054889364537,1.9360054889364537,,2968,3.623931623931624,394.62179487179486,2589,3.161172161172161,325.55494505494505,2.77608507628667,2.7980011819668977,4.74609375
200,75.29056388802869,45.3884374245251,1.5036794446339208,1.5036794446339208,,3049,3.722832722832723,409.3827838827839,2508,3.0622710622710625,310.79395604395603,2.792298724831607,2.798529979250728,6.064453125
233,75.55677576298854,45.51384669918456,2.670876060229425,2.670876060229425,,3104,3.78998778998779,419.4056776556776,2431,2.9682539682539684,296.76190476190476,2.7580506568347016,2.798529979250728,9.052734375
267,76.99531596821488,43.80285975540049,3.796733039785428,3.796733039785428,,3156,3.8534798534798536,428.88186813186815,2364,2.886446886446886,284.5521978021977,2.762998293103645,2.7901727833783077,11.162109375
300,78.12960713091739,42.543821942760935,4.492985261517411,4.492985261517411,,3216,3.9267399267399266,439.815934065934,2302,2.8107448107448105,273.25366300366295,2.762998293103645,2.786700713956571,12.568359375
