ms,valve_a_pct,valve_b_pct,q_des,pid_u,tension_0x2B,tension_0x2A
0,49.99600051696975,50.00399948303025,-0.079,-0.007998966060500766,2.59791672999469,2.600232176166637,0.0
33,50.0027560757468,49.9972439242532,-0.07783487733461274,0.005512151493608617,2.5986309171304227,2.581542847970194,0.0
67,50.01343913739126,49.98656086260874,0.011001686822602462,0.026878274782518016,2.545422321702383,2.581542847970194,0.0
100,50.011171919131016,49.988828080868984,0.097,0.02234383826203562,2.437071493841676,2.4389974448898326,0.0
133,50.004960888396994,49.995039111603006,0.097,0.009921776793993597,2.437071493841676,2.2940668549808283,0.0
167,50.011421237953115,49.988578762046885,0.09894049058572442,0.022842475906234644,2.330358098039313,2.2722829682641725,0.0
200,50.01592603358647,49.98407396641353,0.185,0.03185206717293939,2.294769562518383,2.2722829682641725,0.0
233,50.009704522576726,49.990295477423274,0.185,0.01940904515345584,2.2908328218708034,2.272965664929874,0.0
267,50.009718071533335,49.990281928466665,0.185,0.01943614306667134,2.2908328218708034,2.2719551314937583,0.0
300,50.009841404866656,49.990158595133344,0.185,0.01968280973331334,2.2933383614769536,2.2720378412571494,0.0
333,50.01004510889335,49.98995489110665,0.185,0.020090217786702377,2.2936703649456986,2.2720378412571494,0.0
367,50.01656750650672,49.98343249349328,0.18708071082773592,0.0331350130134418,2.295044396670832,2.273776606539557,0.0
400,50.02103015498655,49.97896984501345,0.273,0.04206030997309887,2.295044396670832,2.2725887335831403,0.0
433,50.01469249400325,49.98530750599675,0.273,0.02938498800649241,2.297109003944032,2.2722758608866775,0.0
467,50.001636277444995,49.998363722555005,0.2690773482280922,0.0032725548899946375,2.2970372374383863,2.2722758608866775,0.0
500,49.973200978532965,50.026799021467035,0.09634827198740095,-0.053598042934067225,2.297613596098741,2.273979438913869,0.0
534,49.9525918597979,50.0474081402021,-0.17184511352514398,-0.09481628040420592,2.297613596098741,2.272581741308648,0.0
567,49.92695912649634,50.07304087350366,-0.4397704976517029,-0.14608174700731508,2.2984574417735937,2.272364880283623,0.0
600,49.90474229189161,50.09525770810839,-0.8724742004087648,-0.1905154162167832,2.2983519504591636,2.272364880283623,0.0
633,49.89043399791969,50.10956600208031,-1.1384408329311648,-0.21913200416061207,2.2986006371097,2.2735123469928262,0.0
667,49.84791260627274,50.15208739372726,-1.5698725188350753,-0.30417478745451343,2.2986006371097,2.271703768133323,0.0
700,49.81232631997747,50.18767368002253,-2.1015220399162606,-0.3753473600450481,2.2987497736295714,2.272414635550086,0.0
734,49.78372413537971,50.21627586462029,-2.6352809919868596,-0.43255172924058727,2.298365818003858,2.272414635550086,0.0
767,49.75010641776897,50.24989358223103,-3.1686710520972228,-0.4997871644620695,2.298359180530909,2.2726242781441153,0.0
800,49.730760067102835,50.269239932897165,-3.77129557334197,-0.538479865794325,2.2978394134678193,2.2721931381259997,0.0
834,49.72848911819282,50.27151088180718,-4.127631869452395,-0.5430217636143623,2.2978394134678193,2.272204905454385,0.0
867,49.708678793803124,50.291321206196876,-4.48321610634722,-0.5826424123937474,2.297221634399403,2.273491940515196,0.0
900,49.69494005100712,50.30505994899288,-4.825813363359317,-0.6101198979857475,2.2966973988396338,2.273491940515196,0.0
933,49.69075257695712,50.30924742304288,-5.090279882673329,-0.6184948460857633,2.29720007882378,2.2726029513074626,0.0
967,49.6787001544117,50.3212998455883,-5.269930449414855,-0.6425996911765965,2.29720007882378,2.272324797604075,0.0
1000,49.655461142617675,50.344538857382325,-5.5286852319929745,-0.6890777147646542,2.296988802869323,2.2725887335831403,0.0
1033,49.63765385680254,50.36234614319746,-5.795821772548583,-0.7246922863949214,2.2970372374383863,2.2725887335831403,0.0
1067,49.61430897882184,50.38569102117816,-6.064158284237854,-0.77138204235632,2.2969815792629147,2.271682454252749,0.0
1100,49.586257823831914,50.413742176168086,-6.407900453263205,-0.8274843523361648,2.2969815792629147,2.2713555625321695,0.0
1133,49.5633367286761,50.4366632713239,-6.762546624004841,-0.8733265426478013,2.2976191641225387,2.2718921120156446,0.0
