ms,valve_a_pct,valve_b_pct,q_des,pid_u,tension_0x2B,tension_0x2A
0,49.996000438383525,50.003999561616475,-0.079,-0.007999123232944355,2.5942083524861697,2.5996479272595057,0.0
33,50.00275970158736,49.99724029841264,-0.07780569066495324,0.005519403174711196,2.5942083524861697,2.5997484491067553,0.0
67,50.01344008670463,49.98655991329537,0.010966225412749567,0.02688017340924683,2.558756311527727,2.4671991706104413,0.0
100,50.0111734416211,49.9888265583789,0.097,0.02234688324219328,2.452774262295039,2.4671991706104413,0.0
133,50.00496392538985,49.99503607461015,0.097,0.009927850779708291,2.3297272804630658,2.3101930467577487,0.0
167,50.01142189695987,49.98857810304013,0.09895330235382595,0.022843793919731924,2.3297272804630658,2.2722474317101575,0.0
200,50.01592638202736,49.98407361797264,0.185,0.03185276405471242,2.2890119042349757,2.2720803628228614,0.0
233,50.00970590688374,49.99029409311626,0.185,0.019411813767482432,2.2833191949497635,2.2720803628228614,0.0
267,50.00971807589136,49.99028192410864,0.185,0.01943615178270855,2.2853232216097767,2.2722687535425288,0.0
300,50.00984140922468,49.99015859077532,0.185,0.01968281844935055,2.2853232216097767,2.271795199931373,0.0
333,50.01004604887941,49.98995395112059,0.185,0.02009209775881537,2.2873321235790613,2.2713200477315945,0.0
367,50.01656087781097,49.98343912218903,0.18694979529277944,0.03312175562193677,2.2890885963871117,2.2713200477315945,0.0
400,50.021026928907006,49.978973071092994,0.273,0.04205385781400753,2.290043388718948,2.272826956344245,0.0
433,50.014685580847576,49.985314419152424,0.273,0.029371161695149365,2.290043388718948,2.2714090109660394,0.0
467,50.001649388057906,49.998350611942094,0.2691568277691191,0.0032987761158168698,2.2917959049386893,2.272059160139516,0.0
500,49.97320049504169,50.02679950495831,0.09634236000990495,-0.05359900991662772,2.292261677743731,2.272059160139516,0.0
533,49.95273127756714,50.04726872243286,-0.17040643973874037,-0.09453744486572625,2.292743889156187,2.2735525777106083,0.0
567,49.92696461662611,50.07303538337389,-0.4396804011805565,-0.14607076674778194,2.292743889156187,2.2722616462317253,0.0
600,49.904835237343946,50.095164762656054,-0.8706591975246646,-0.19032952531210945,2.293947483528826,2.2726456052809754,0.0
633,49.89043484407094,50.10956515592906,-1.1384547705544117,-0.2191303118581229,2.293111553583912,2.2726456052809754,0.0
667,49.84791501902849,50.15208498097151,-1.5698701764774805,-0.30416996194301205,2.2933592720236082,2.27342792426256,0.0
700,49.81233733912941,50.18766266087059,-2.101348225684431,-0.3753253217411803,2.2933592720236082,2.2718565846301835,0.0
