ms,valve_a_pct,valve_b_pct,q_des,pid_u,tension_0x2B,tension_0x2A
1800,49.80778776319117,50.19221223680883,-2.8016867958116465,-0.3844244736176622,2.310229118854246,2.2716256187043387,0.0
1834,49.820361779374245,50.179638220625755,-2.2693338879821816,-0.3592764412515072,2.3101641419126824,2.2716256187043387,0.0
1867,49.81655530112892,50.18344469887108,-1.9181117316681928,-0.3668893977421533,2.3103230058213535,2.2729184559606743,0.0
1900,49.82841164092055,50.17158835907945,-1.6597976959906509,-0.3431767181589008,2.3103230058213535,2.2717997425467997,0.0
1934,49.85931636430695,50.14068363569305,-1.3015418289935814,-0.28136727138609774,2.310938429647075,2.2721158954576515,0.0
1967,49.88671859562291,50.11328140437709,-0.8601476623239813,-0.226562808754177,2.311475438702778,2.2721158954576515,0.0
2000,49.921384682385984,50.078615317614016,-0.4265505954407325,-0.1572306352280313,2.3117193238790845,2.272798516824731,0.0
2033,49.95996427994554,50.04003572005446,0.19166516063474587,-0.08007144010891701,2.3123213115860612,2.271646931785034,0.0
2067,50.00522543218018,49.99477456781982,0.731990218043786,0.010450864360364243,2.3123213115860612,2.271192317776976,0.0
2100,50.06253521547356,49.93746478452644,1.5939204963878393,0.12507043094712,2.3125997835128507,2.271192317776976,0.0
2133,50.08163654400334,49.91836345599666,2.3017016613808616,0.16327308800668028,2.312979653425151,2.272339012851619,0.0
2167,50.10661669415163,49.89338330584837,2.9236678504657276,0.2132333883032611,2.3127299457173414,2.2717462803209854,0.0
2200,50.13237873326392,49.86762126673608,3.5258899433076594,0.26475746652784615,2.3127299457173414,2.2709365409558364,0.0
2233,50.15659886790718,49.84340113209282,4.059140432021579,0.3131977358143513,2.3123990585659504,2.273338026221207,0.0
2267,50.18544028295845,49.81455971704155,4.5916151575089605,0.37088056591690066,2.310766836569997,2.273338026221207,0.0
2300,50.227857348108444,49.772142651891556,5.108619605497932,0.4557146962168826,2.3106300298791926,2.272143506637886,0.0
2333,50.26799191621553,49.73200808378447,5.8166860330505035,0.5359838324310578,2.3106300298791926,2.2722333338328067,0.0
2367,50.29249105270644,49.70750894729356,6.363313798864336,0.5849821054128719,2.3103442685502005,2.2716895588462775,0.0
2400,50.346197043390966,49.653802956609034,6.955003962621135,0.6923940867819375,2.3087836717070203,2.2716895588462775,0.0
2433,50.412370479483954,49.587629520516046,7.754981267097098,0.8247409589679118,2.3075336853873196,2.2721577201842758,0.0
2467,50.4601893450257,49.5398106549743,8.640353772315736,0.9203786900513979,2.3075336853873196,2.272226226688185,0.0
2500,50.47867927569069,49.52132072430931,9.414642572735215,0.957358551381379,2.3078189254066914,2.2718565846301835,0.0
2534,50.487217848587235,49.512782151412765,9.951317364694502,0.9744356971744753,2.309063295128582,2.2718565846301835,0.0
2567,50.50229216254805,49.49770783745195,10.390321923763247,1.00458432509611,2.3111953770207005,2.2728340663075293,0.0
2600,50.51997177970836,49.48002822029164,10.732591700933726,1.039943559416714,2.3111953770207005,2.271564243366145,0.0
2633,50.53236322406911,49.46763677593089,11.085220517343531,1.0647264481382226,2.311596539605677,2.2721719338640374,0.0
2667,50.541973389850824,49.458026610149176,11.264837971769822,1.0839467797016493,2.312149444870643,2.2721719338640374,0.0
2700,50.57581837316981,49.42418162683019,11.52407726158054,1.1516367463396182,2.312471306966629,2.272798516824731,0.0
2734,50.615807469446345,49.384192530553655,11.882692320021413,1.231614938892689,2.312471306966629,2.272528251476474,0.0
2767,50.664832265404534,49.335167734595466,12.330022377987508,1.3296645308090729,2.31247860376488,2.272002310453321,0.0
2800,50.71659550065485,49.28340449934515,12.930412002747785,1.4331910013096962,2.3121346152379476,2.272002310453321,0.0
2833,50.764648192489254,49.235351807510746,13.552778709347667,1.5292963849785057,2.311833269740751,2.273769492153085,0.0
2867,50.79482469428154,49.20517530571846,14.257869094450628,1.589649388563074,2.311833269740751,2.271885006471883,0.0
2900,50.79302482816064,49.20697517183936,14.687756528007332,1.5860496563212825,2.3118765546368936,2.271557139360484,0.0
2933,50.810801490195125,49.189198509804875,14.95538736172907,1.621602980390244,2.311582073943047,2.271557139360484,0.0
2967,50.83146489368934,49.16853510631066,15.305845356711322,1.6629297873786864,2.3116760433985557,2.273637823716416,0.0
3000,50.837270764051944,49.162729235948056,15.478453312008176,1.6745415281038811,2.3116760433985557,2.2721363999147037,0.0
3033,50.86376902220554,49.13623097779446,15.657321809569932,1.7275380444110775,2.3118983171157335,2.2716753496925497,0.0
3067,50.90066176557974,49.09933823442026,15.924798870603118,1.8013235311594804,2.3120410961638203,2.2716753496925497,0.0
3100,50.955232259106815,49.044767740893185,16.26952179955111,1.910464518213629,2.311618178577637,2.273854866994564,0.0
3133,51.0248700170705,48.9751299829295,16.893171231492275,2.049740034141003,2.3120339210216585,2.271835268598916,0.0
3167,51.084002294413644,48.915997705586356,17.613958350225403,2.1680045888272863,2.3120339210216585,2.271885006471883,0.0
3200,51.13459647137546,48.86540352862454,18.379917290672037,2.2691929427509194,2.312205655257566,2.271885006471883,0.0
3233,51.17108744621513,48.82891255378487,19.089924890044404,2.342174892430267,2.311511540839081,2.273630709981286,0.0
3267,51.193589039577624,48.806410960422376,19.706889120586712,2.3871780791552415,2.3114970759743083,2.2721158954576515,0.0
3300,51.18879096825765,48.81120903174235,20.136225349337174,2.3775819365152944,2.3114970759743083,2.2723113981076195,0.0
3333,51.17475726493612,48.82524273506388,20.224,2.3495145298722337,2.312026626328034,2.272219119576907,0.0
3367,51.18166291725799,48.81833708274201,20.224,2.363325834515975,2.311869380260669,2.272219119576907,0.0
3400,51.195145583923306,48.804854416076694,20.224,2.390291167846612,2.3123284880660946,2.2727370939462483,0.0
3433,51.20886532314486,48.79113467685514,20.224,2.4177306462897312,2.3123284880660946,2.2721158954576515,0.0
3467,51.241077658437774,48.758922341562226,20.23038767613411,2.4821553168755437,2.3123990585659504,2.272708656113363,0.0
3500,51.2806373903366,48.7193626096634,20.481124783794005,2.561274780673201,2.3118910230638643,2.272708656113363,0.0
3533,51.29874280873404,48.70125719126596,20.666212190922575,2.5974856174680765,2.312449656014437,2.271906323203172,0.0
3567,51.32727483219379,48.67272516780621,20.845632231311118,2.6545496643875763,2.312449656014437,2.271806847690558,0.0
3600,51.360891955111406,48.639108044888594,21.106786200005562,2.7217839102228067,2.312385901109103,2.2718423739093385,0.0
3633,51.37554165214379,48.62445834785621,21.368103685338827,2.751083304287575,2.3116976834868863,2.2718423739093385,0.0
3667,51.38725085382337,48.61274914617663,21.458855466187043,2.774501707646734,2.3123140155322774,2.2720094165474083,0.0
3700,51.41023851993155,48.58976148006845,21.6301831146675,2.820477039863106,2.3123140155322774,2.272371988078783,0.0
3733,51.42978465208225,48.57021534791775,21.720384474676568,2.859569304164488,2.3119700637278586,2.271885006471883,0.0
3767,51.4528771303974,48.5471228696026,21.897505402360917,2.905754260794788,2.311869380260669,2.271885006471883,0.0
3800,51.46527179702727,48.53472820297273,21.98222539733909,2.9305435940545435,2.312026626328034,2.2726811511762213,0.0
3833,51.48462377895829,48.51537622104171,22.07118133334179,2.969247557916574,2.312026626328034,2.271521736288163,0.0
3867,51.50349492608584,48.49650507391416,22.159953625887585,3.006989852171687,2.312285070872259,2.2724500594991213,0.0
3900,51.51599565528463,48.48400434471537,22.246,3.0319913105692495,2.3119557141382496,2.2724500594991213,0.0
3933,51.52438822360022,48.47561177639978,22.246,3.0487764472004417,2.311926776205568,2.272965664929874,0.0
3967,51.53282731964477,48.46717268035523,22.24406692728833,3.06565463928954,2.311926776205568,2.2719275237471557,0.0
4000,51.54330279327886,48.45669720672114,22.158,3.08660558655773,2.3122634225355143,2.2720378412571494,0.0
4033,51.56434575472315,48.43565424527685,22.158,3.1286915094462953,2.312048390925926,2.2720378412571494,0.0
4067,51.57180512130863,48.42819487869137,22.158,3.143610242617255,2.311361160695239,2.27342792426256,0.0
4100,51.56909104342913,48.43090895657087,22.06955477865102,3.1381820868582664,2.311361160695239,2.272744203487869,0.0
4133,51.56166202540651,48.43833797459349,21.89064258399722,3.123324050813027,2.3119773581537935,2.272066266500318,0.0
4167,51.550130104039425,48.449869895960575,21.622282532018033,3.1002602080788515,2.312292366789049,2.272066266500318,0.0
4200,51.53386708703209,48.46613291296791,21.278040239965932,3.067734174064179,2.311460974176882,2.273819293559598,0.0
4233,51.52493091514741,48.47506908485259,20.834622200360354,3.04986183029481,2.3117983557378965,2.272143506637886,0.0
4267,51.521821432601,48.478178567399,20.478326354091557,3.0436428652020076,2.3117983557378965,2.2722900756750133,0.0
4300,51.51364128629512,48.48635871370488,20.047159876164706,3.027282572590241,2.3122995431343334,2.2722900756750133,0.0
4333,51.51447310733108,48.48552689266892,19.692532458661745,3.0289462146621586,2.3116615769896347,2.2736946181761204,0.0
4367,51.497165743568075,48.502834256431925,19.33186728397046,2.994331487136155,2.311825975996716,2.272115079945212,0.0
4400,51.47082014189254,48.52917985810746,18.816539251803558,2.9416402837850733,2.311825975996716,2.2719417352669473,0.0
4433,51.45502098096455,48.54497901903545,18.2842921119472,2.9100419619290916,2.312241774502786,2.2726029513074626,0.0
4467,51.42818250996889,48.57181749003111,17.743547328299677,2.8563650199377797,2.312048390925926,2.2726029513074626,0.0
4500,51.39874164178069,48.60125835821931,17.05687855814045,2.797483283561383,2.312004981620637,2.2722900756750133,0.0
4533,51.38366022049801,48.61633977950199,16.437375882273066,2.7673204409960186,2.312004981620637,2.272030735029706,0.0
4567,51.35817434592653,48.64182565407347,15.814483984903976,2.716348691853059,2.3124208284229844,2.272862506494294,0.0
4600,51.340403606796535,48.659596393203465,15.12511610920012,2.6808072135930714,2.3117048570638903,2.272862506494294,0.0
4635,51.3201697175874,48.6798302824126,14.564840058277873,2.640339435174789,2.311961573537869,2.27165403621192,0.0
4667,51.28997757313039,48.71002242686961,13.882037817789435,2.579955146260786,2.311961573537869,2.272219119576907,0.0
4700,51.2620671092357,48.7379328907643,13.279084653398973,2.5241342184713957,2.3125074324367185,2.2723256132294254,0.0
4733,51.229425166788545,48.770574833211455,12.482180495995014,2.458850333577095,2.3117753990163403,2.2723256132294254,0.0
4767,51.214352713421356,48.785647286578644,11.858531911613792,2.428705426842714,2.3120700362429156,2.2723886507457056,0.0
4800,51.187464046980715,48.812535953019285,11.170185814491115,2.3749280939614232,2.3120700362429156,2.2723105824899226,0.0
4833,51.168438296120264,48.831561703879736,10.548340156306178,2.336876592240534,2.3124569527102117,2.271813952867648,0.0
4867,51.1453191905138,48.8546808094862,9.926972374558558,2.2906383810275983,2.3120410961638203,2.271813952867648,0.0
4900,51.121331932492104,48.878668067507896,9.324470602617218,2.2426638649842046,2.311912785746998,2.2732749491966504,0.0
4933,51.09461627690017,48.90538372309983,8.702277612714267,2.1892325538003385,2.311912785746998,2.271920418037264,0.0
4967,51.06367927381298,48.93632072618702,8.07950230290511,2.127358547625958,2.3123786047496186,2.2719417352669473,0.0
5000,51.0209036987948,48.9790963012052,7.390449711855673,2.0418073975896,2.312178028194231,2.2719417352669473,0.0
5033,50.97717174458684,49.02282825541316,6.590990326407299,1.954343489173676,2.3118910230638643,2.2735052338465733,0.0
5067,50.936574797803054,49.063425202196946,5.790413527312914,1.8731495956061035,2.3118910230638643,2.271863690040607,0.0
5100,50.90345475754902,49.09654524245098,4.9294998192631025,1.8069095150980408,2.3125436783783155,2.2721719338640374,0.0
5133,50.88218673054874,49.11781326945126,4.2189799560746035,1.7643734610974753,2.3122995431343334,2.2721719338640374,0.0
5167,50.87030087690999,49.12969912309001,3.514156691760432,1.7406017538199696,2.3119760427629585,2.273680506828313,0.0
5200,50.87796542360043,49.12203457639957,3.084350588036825,1.7559308472008532,2.3119760427629585,2.271940919848271,0.0
5233,50.87422558939699,49.12577441060301,2.739473648852089,1.7484511787939836,2.3126359119935898,2.271940919848271,0.0
5268,50.86150401655225,49.13849598344775,2.4480001458792713,1.723008033104511,2.312220126774069,2.271940919848271,0.0
5300,50.84696137849327,49.15303862150673,2.1186825039910606,1.6939227569865376,2.3125074324367185,2.273196835263431,0.0
5333,50.82721182854679,49.17278817145321,1.8494635182143455,1.6544236570935722,2.313095248164435,2.272560415070755,0.0
5367,50.806406524317936,49.193593475682064,1.4100865242179486,1.612813048635865,2.313095248164435,2.2711459790350337,0.0
5400,50.787517371647986,49.212482628352014,1.1513791839573588,1.5750347432959664,2.3145720569682102,2.2711459790350337,0.0
5434,50.733920714717975,49.266079285282025,0.6124485667806739,1.4678414294359494,2.314580561541945,2.2739580929987007,0.0
5467,50.691873894524825,49.308126105475175,-0.006389703836953258,1.3837477890496512,2.315492020374119,2.2716966634731364,0.0
5500,50.67028568550172,49.32971431449828,-0.6973059094594412,1.3405713710034313,2.315492020374119,2.2721860311699644,0.0
5533,50.6722561068184,49.3277438931816,-1.1375144106978512,1.3445122136368033,2.3155209054149317,2.2717179775536858,0.0
5567,50.667607064540974,49.332392935459026,-1.4908023783785498,1.3352141290819448,2.314939473321712,2.2717179775536858,0.0
5600,50.67350040182888,49.32649959817112,-1.7492244497657727,1.3470008036577623,2.315406327271584,2.2721835845206835,0.0
5633,50.687231662423095,49.312768337576905,-1.834505902944607,1.3744633248461864,2.315406327271584,2.272169370731601,0.0
5667,50.685799287973104,49.314200712026896,-1.8379412282402825,1.3715985759462053,2.315865290292716,2.273057988942423,0.0
5700,50.6668679492946,49.3331320507054,-1.9241639360018685,1.3337358985891983,2.3149752972029205,2.273057988942423,0.0
5733,50.64962197870561,49.35037802129439,-2.102491018677598,1.2992439574112182,2.315082654014045,2.272379095907293,0.0
5767,50.62671404591291,49.37328595408709,-2.2845754668302525,1.253428091825831,2.315082654014045,2.2720378412571494,0.0
5800,50.60123797101099,49.39876202898901,-2.627709631998326,1.2024759420219768,2.315894302203522,2.2724998175632276,0.0
5833,50.59855825033086,49.40144174966914,-2.8932105440079847,1.1971165006617193,2.315211348246998,2.2724998175632276,0.0
5867,50.60113337971682,49.39886662028318,-3.068942206596532,1.2022667594336394,2.315319919883118,2.2720236288356017,0.0
5900,50.601335659833225,49.398664340166775,-3.1551576399993295,1.2026713196664507,2.315319919883118,2.272528251476474,0.0
5933,50.59453680970265,49.40546319029735,-3.2440897733372793,1.1890736194052998,2.315599053545732,2.271983555184775,0.0
5967,50.58798046926802,49.41201953073198,-3.332965585883264,1.1759609385360301,2.3156207487437475,2.271983555184775,0.0
6002,50.573748538429435,49.426251461570565,-3.430466373348919,1.1474970768588733,2.3147312559878537,2.2732393893695924,0.0
6033,50.55699672859163,49.44300327140837,-3.5961242837749046,1.113993457183258,2.3147312559878537,2.272737909793592,0.0
6067,50.539219061044584,49.460780938955416,-3.7687212047225183,1.0784381220891714,2.315578437396999,2.272674041930457,0.0
6100,50.529601310558796,49.470398689441204,-4.034185706668223,1.0592026211175851,2.3154486339010822,2.272674041930457,0.0
6133,50.528969940963094,49.471030059036906,-4.124551770464726,1.0579398819261812,2.315111531395097,2.273232277504304,0.0
6168,50.51119412472941,49.48880587527059,-4.304983546362092,1.0223882494588095,2.315111531395097,2.271940919848271,0.0
6200,50.50621364863862,49.49378635136138,-4.473175149337155,1.012427297277239,2.315886989232467,2.271806847690558,0.0
6233,50.511587595581666,49.488412404418334,-4.561,1.0231751911633309,2.315700340368433,2.271806847690558,0.0
6267,50.515179590407556,49.484820409592444,-4.561,1.0303591808151051,2.3154196303643797,2.272805626654567,0.0
6300,50.51218922702477,49.48781077297523,-4.561,1.0243784540495418,2.3154196303643797,2.2723176900303246,0.0
6333,50.50914856035841,49.49085143964159,-4.561,1.0182971207168166,2.315671451970014,2.2718494792530937,0.0
6367,50.50610789369205,49.49389210630795,-4.561,1.0122157873840916,2.315434132064611,2.2718494792530937,0.0
6400,50.50306722702568,49.49693277297432,-4.561,1.006134454051366,2.3151968486396757,2.2739108531075356,0.0
6433,50.500109783327005,49.499890216672995,-4.561,1.0002195666540075,2.3158797961799733,2.271948841076848,0.0
6467,50.50376200494681,49.49623799505319,-4.559033199994264,1.0075240098936167,2.3158797961799733,2.2719551314937583,0.0
6500,50.51839467255146,49.48160532744854,-4.472343082658015,1.0367893451029215,2.315535408066619,2.2719551314937583,0.0
6533,50.537925399393174,49.462074600606826,-4.293666299666465,1.0758507987863422,2.315492020374119,2.2732607251657018,0.0
6567,50.56105000440505,49.43894999559495,-4.026186645639401,1.1221000088100959,2.3157578790380966,2.272414635550086,0.0
6600,50.58171545450672,49.41828454549328,-3.681486786374384,1.1634309090134376,2.3157578790380966,2.2720236288356017,0.0
6634,50.62631327454483,49.37368672545517,-3.3358787864160635,1.2526265490896544,2.315750686587111,2.272379095907293,0.0
6668,50.68774676396499,49.31225323603501,-2.5939406806339824,1.3754935279299798,2.3154051288003843,2.272379095907293,0.0
6700,50.73120209122691,49.26879790877309,-1.922682645309737,1.4624041824538268,2.315836398807622,2.272059160139516,0.0
6733,50.782869719121784,49.217130280878216,-1.0349711746409986,1.5657394382435683,2.315836398807622,2.2720378412571494,0.0
6767,50.820815514322035,49.179184485677965,-0.23445009043105725,1.6416310286440705,2.3162386504783035,2.2727842972651433,0.0
6800,50.87087464075656,49.12912535924344,0.6263172837785963,1.741749281513125,2.3156135569316167,2.2727842972651433,0.0
6833,50.91145369665718,49.08854630334282,1.5128775526075802,1.822907393314364,2.31584359165793,2.2717462803209854,0.0
6867,50.94450306451146,49.05549693548854,2.312048386616626,1.8890061290229219,2.31584359165793,2.272562862328708,0.0
6900,50.97869768193093,49.02130231806907,3.086755285340664,1.95739536386187,2.3161819332410354,2.2721835845206835,0.0
6933,50.991829217578555,49.008170782421445,3.794691422161103,1.9836584351571138,2.3156858361672166,2.2721835845206835,0.0
6967,51.01580730923579,48.98419269076421,4.243548891983593,2.0316146184715764,2.315484829161682,2.272798516824731,0.0
7000,51.08018568279408,48.91981431720592,4.934639942352135,2.1603713655881607,2.315484829161682,2.272226226688185,0.0
7033,51.13885494146375,48.86114505853625,5.733022500246141,2.2777098829275007,2.3161529159252163,2.2722687535425288,0.0
7067,51.205094134571596,48.794905865428404,6.624162121720637,2.410188269143187,2.3157867690538243,2.2722687535425288,0.0
7100,51.261902503045,48.738097496955,7.658452729653116,2.5238050060899946,2.3156135569316167,2.2724998175632276,0.0
7133,51.30771846292128,48.69228153707872,8.547201926569851,2.6154369258425563,2.3156135569316167,2.272108788864011,0.0
7168,51.35435980094021,48.64564019905979,9.544180876143898,2.7087196018804227,2.316282059158128,2.272123002084632,0.0
7200,51.373260650430566,48.626739349569434,10.29367986938225,2.7465213008611262,2.3151980469491664,2.272123002084632,0.0
7233,51.4139353138271,48.5860646861729,10.918340838929335,2.827870627654207,2.3148382364139097,2.2737837209594205,0.0
7267,51.47941725796852,48.52058274203148,11.718503665729278,2.9588345159370406,2.3148382364139097,2.2720449475179314,0.0
7300,51.530868468182476,48.469131531817524,12.580032438572875,3.061736936364945,2.315973428367585,2.271870795484365,0.0
7333,51.5749309504653,48.4250690495347,13.379117657062661,3.149861900930605,2.314996983635405,2.271870795484365,0.0
7367,51.609056901808714,48.390943098191286,14.173639940306197,3.218113803617422,2.3154775181300473,2.2732393893695924,0.0
7400,51.61591846119486,48.38408153880514,14.775658071829685,3.231836922389717,2.3154775181300473,2.2718921120156446,0.0
7433,51.639223640577775,48.360776359422225,15.132511904022659,3.278447281155557,2.316023064121995,2.272030735029706,0.0
7467,51.701156729339786,48.298843270660214,15.66990917951906,3.4023134586795734,2.315499211620056,2.272030735029706,0.0
7500,51.746368966637654,48.253631033362346,16.358743108427586,3.4927379332753064,2.3151043419551107,2.27325361320029,0.0
7533,51.7659529687202,48.2340470312798,16.889617986697466,3.5319059374403943,2.3151043419551107,2.2724075275548272,0.0
7567,51.792035721163614,48.207964278836386,17.333814761765062,3.584071442327229,2.3153846350868834,2.271731255329272,0.0
7600,51.81872070788345,48.18127929211655,17.763471968033045,3.6374414157668946,2.315406327271584,2.271731255329272,0.0
7636,51.829084341606624,48.170915658393376,18.131334384009396,3.6581686832132507,2.314953611075167,2.273289173361101,0.0
7667,51.83726144946996,48.16273855053004,18.294999146338366,3.674522898939931,2.3152475379438204,2.2718779009614565,0.0
7700,51.871417289885166,48.128582710114834,18.46680878936375,3.742834579770328,2.3152475379438204,2.2720236288356017,0.0
7733,51.91530210264052,48.08469789735948,18.822408028184654,3.8306042052810327,2.315578437396999,2.272994107586741,0.0
7767,51.95173891755425,48.04826108244575,19.17880005530161,3.9034778351084993,2.3153267508043225,2.272994107586741,0.0
7800,51.999624341692076,48.000375658307924,19.610373010717367,3.9992486833841525,2.3153918258325645,2.2715760058094427,0.0
7833,52.040468131924854,47.959531868075146,20.141716146680444,4.080936263849701,2.3153918258325645,2.272346120525412,0.0
7867,52.07532332918412,47.92467667081588,20.59351244252842,4.150646658368246,2.3154124394891715,2.272581741308648,0.0
7900,52.10834208898171,47.89165791101829,21.10402437335687,4.216684177963415,2.3151333395679217,2.272581741308648,0.0
7933,52.12846982755688,47.87153017244312,21.459529431668997,4.256939655113749,2.3150754647085736,2.271639827391475,0.0
7968,52.15977102949734,47.84022897050266,21.822698176000348,4.319542058994681,2.3150754647085736,2.2724216270533657,0.0
8000,52.17842947158263,47.82157052841737,22.158647664400636,4.356858943165257,2.315535408066619,2.2716114101505127,0.0
8033,52.19661165684848,47.80338834315152,22.336361008009177,4.39322331369697,2.3149824860418025,2.2716114101505127,0.0
8067,52.23111286105336,47.76888713894664,22.60335390541674,4.4622257221067265,2.3147453918339167,2.273043883520909,0.0
