ms,valve_a_pct,valve_b_pct,q_des,pid_u,tension_0x2B,tension_0x2A
0,49.99554133333392,50.00445866666608,-0.088,-0.00891733333216,2.591427630290155,2.61299440262484,0.0
33,49.99548266666784,50.00451733333216,-0.088,-0.00903466666432,2.591427630290155,2.6133478899400537,0.0
67,49.99542400000176,50.00457599999824,-0.088,-0.009151999996479998,2.565901446926239,2.5341672035112683,0.0
100,49.99536533333568,50.00463466666432,-0.088,-0.009269333328640002,2.4772195807820068,2.3897169034679284,0.0
133,49.9953066666696,50.0046933333304,-0.088,-0.0093866666608,2.3592364285827183,2.3897169034679284,0.0
167,49.99524800000352,50.00475199999648,-0.088,-0.009503999992959998,2.3592364285827183,2.2820248625614243,0.0
200,49.99518933333744,50.00481066666256,-0.088,-0.009621333325120001,2.3088269903204015,2.2521159951759135,0.0
233,49.99513066667136,50.00486933332864,-0.088,-0.00973866665728,2.3022839748870303,2.252171295306085,0.0
267,49.99507200000528,50.00492799999472,-0.088,-0.009855999989440003,2.3029393421623796,2.252171295306085,0.0
300,49.99503076081397,50.00496923918603,-0.088,-0.009938478372061587,2.3029393421623796,2.2523680239215267,0.0
333,50.00184250334929,49.99815749665071,-0.08687537599936093,0.003685006698571096,2.3042502026042677,2.251824582194746,0.0
367,50.019214996864235,49.980785003135765,0.0038759237651470467,0.038429993728464076,2.3055545612648767,2.251716193298282,0.0
400,50.034658496280436,49.965341503719564,0.17664693333406453,0.0693169925608744,2.3065899800052136,2.251716193298282,0.0
433,50.06324814943185,49.93675185056815,0.3574194549995958,0.12649629886369315,2.3070332122132178,2.2522455685401503,0.0
467,50.111753787222256,49.888246212777744,0.7878312850907644,0.22350757444450603,2.3070332122132178,2.2516880341552157,0.0
500,50.153753419802314,49.846246580197686,1.319739098669835,0.3075068396046208,2.307575537949008,2.251887918035582,0.0
534,50.20650415117769,49.79349584882231,1.950386068362726,0.41300830235537433,2.3072836668798145,2.251887918035582,0.0
567,50.24641480998361,49.75358519001639,2.739231932058497,0.4928296199672295,2.306976951948391,2.2522666094584958,0.0
600,50.272183887011224,49.727816112988776,3.341834340033541,0.5443677740224502,2.306976951948391,2.2519713736953286,0.0
633,50.318286977604444,49.681713022395556,4.052347705789018,0.6365739552088878,2.3067841092858345,2.252121973470171,0.0
668,50.35634931579251,49.64365068420749,4.788352421089305,0.712698631585007,2.3056771026372322,2.2519751672446393,0.0
701,50.387112370985804,49.612887629014196,5.4597119581868006,0.7742247419716023,2.3047354879883057,2.2519751672446393,0.0
734,50.416934830142104,49.583065169857896,6.079390610668799,0.8338696602842054,2.3047354879883057,2.252038509438762,0.0
767,50.43786718749574,49.56213281250426,6.689732862412818,0.8757343749914747,2.3052198551786893,2.251845732160219,0.0
800,50.45090270924336,49.54909729075664,7.120551199999084,0.9018054184867208,2.3038294207793695,2.251845732160219,0.0
833,50.47231462112468,49.52768537887532,7.5635560331807765,0.9446292422493663,2.3040505637203257,2.2521853218583523,0.0
867,50.48810324153826,49.51189675846174,7.917682441412201,0.9762064830765252,2.3040505637203257,2.251873894261554,0.0
901,50.5180330603671,49.4819669396329,8.273253179667106,1.0360661207342021,2.304428210043822,2.251785501520801,0.0
934,50.54617285575064,49.45382714424936,8.707187541332639,1.0923457115012856,2.303110539655244,2.2519963193316777,0.0
967,50.569513017072914,49.430486982927086,9.06900309941395,1.139026034145831,2.3034158892318617,2.2519963193316777,0.0
1000,50.60358652004841,49.39641347995159,9.493168626671038,1.2071730400968264,2.3034158892318617,2.252101854305398,0.0
1033,50.63875147307809,49.36124852692191,9.938475900004333,1.2775029461561767,2.303894249596069,2.2518597556711732,0.0
1067,50.66492390271029,49.33507609728971,10.455208669002612,1.3298478054205896,2.302767093952266,2.2517643524038746,0.0
1100,50.677955054846805,49.322044945153195,10.811885328364124,1.3559101096936041,2.302860645275275,2.2517643524038746,0.0
1133,50.709745236910884,49.290254763089116,11.167576306670167,1.4194904738217633,2.302860645275275,2.2520738028913736,0.0
1167,50.73224196389583,49.26775803610417,11.607846203794882,1.4644839277916604,2.303124331395222,2.251509322113222,0.0
1200,50.73982694966688,49.26017305033312,11.866751048001461,1.4796538993337505,2.302141623415623,2.2518175705871766,0.0
1233,50.7550734405762,49.2449265594238,12.131251930666737,1.5101468811523895,2.301599667955772,2.2518175705871766,0.0
1267,50.765277563484084,49.234722436515916,12.30889137720603,1.530555126968166,2.301599667955772,2.252364114393524,0.0
1300,50.788875879189554,49.211124120810446,12.481045239999803,1.5777517583791028,2.3011667875854385,2.251831593835065,0.0
1334,50.82476931914066,49.17523068085934,12.749911232002274,1.6495386382813142,2.301366051773098,2.2517020561930825,0.0
1367,50.869953354539014,49.130046645460986,13.107694719004936,1.7399067090780251,2.30125869764818,2.2517020561930825,0.0
1400,50.91803055865793,49.08196944134207,13.624378759760544,1.8360611173158714,2.30125869764818,2.2522595957862865,0.0
1435,50.956428972892354,49.043571027107646,14.189959535999398,1.9128579457847048,2.300982034145537,2.251659875540368,0.0
1467,50.984071735424195,49.015928264575805,14.689776175003182,1.968143470848394,2.300583631384833,2.252378257734199,0.0
1500,51.0090199187308,48.9909800812692,15.11843751999834,2.0180398374616013,2.299792830780281,2.252378257734199,0.0
1533,51.048167726440184,48.951832273559816,15.563498297500074,2.096335452880375,2.3009731294968256,2.2524173538405234,0.0
1567,51.097910299559516,48.902089700440484,16.08013231599949,2.195820599119035,2.3009731294968256,2.2516458538965054,0.0
1600,51.14785568379343,48.85214431620657,16.70060436727083,2.2957113675868555,2.3055488452877406,2.2520948414027573,0.0
1633,51.17686835514721,48.82313164485279,17.32029110666574,2.3537367102944193,2.306097914289419,2.2520948414027573,0.0
1667,51.190109114196225,48.809890885803775,17.761723775648072,2.3802182283924553,2.3065899800052136,2.25251486856484,0.0
1700,51.20611128283034,48.79388871716966,18.105779783999314,2.4122225656606897,2.3065899800052136,2.251785501520801,0.0
1733,51.21918931693804,48.78081068306196,18.37119217600142,2.4383786338760887,2.3080190542768695,2.251737341736727,0.0
1767,51.23347280451075,48.76652719548925,18.548879868236867,2.466945609021491,2.30706205831658,2.251737341736727,0.0
1800,51.254540123210546,48.745459876789454,18.72143262121263,2.5090802464210955,2.3073269432840364,2.252361009775597,0.0
1833,51.29003274837531,48.70996725162469,18.900586389332855,2.580065496750623,2.3073269432840364,2.251695045157777,0.0
1867,51.33978592399311,48.66021407600689,19.257695063527915,2.679571847986225,2.30819034137178,2.25163872819326,0.0
1900,51.38769203259859,48.61230796740141,19.689375501940503,2.77538406519718,2.3073971657151473,2.25163872819326,0.0
1933,51.441774201160015,48.558225798839985,20.22333474091251,2.883548402320029,2.3074187457479316,2.2524737000196935,0.0
1967,51.47254239195141,48.52745760804859,20.83776885741072,2.945084783902816,2.3074187457479316,2.2519019419406123,0.0
2000,51.49068133300702,48.50931866699298,21.183073088939942,2.981362666014041,2.3076405249523875,2.251985398379962,0.0
2033,51.52092709115727,48.47907290884273,21.624352768001728,3.041854182314544,2.3068692049829504,2.252707846789602,0.0
2067,51.528491199356175,48.471508800643825,21.888896971294663,3.0569823987123543,2.306919740230324,2.252707846789602,0.0
2100,51.53847338017535,48.46152661982465,22.06123105881892,3.076946760350696,2.306919740230324,2.252314901205689,0.0
2133,51.54467578643265,48.45532421356735,22.148,3.0893515728653003,2.3073480454433866,2.252666557944724,0.0
2167,51.55339170265478,48.44660829734522,22.148,3.1067834053095575,2.3066692256464547,2.252396195821312,0.0
2200,51.58827197167669,48.41172802832331,22.150145560002098,3.1765439433533733,2.307626096408126,2.252396195821312,0.0
2233,51.63609789514055,48.36390210485945,22.415462640002485,3.272195790281098,2.307626096408126,2.2513728027477633,0.0
2267,51.669984095359595,48.330015904640405,22.683836715061634,3.3399681907191865,2.308119605601508,2.251880906132193,0.0
2300,51.68912235188122,48.31087764811878,23.027589202666743,3.3782447037624332,2.3081411957700846,2.2517643524038746,0.0
